ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,6,meeting minutes,,UST,1,106,10 Yr,y_bl,-0.001580585068517779
"(1996, 1)",0.0,6,meeting minutes,,UST,1,106,10 Yr,y_probe,-0.004412488119592617
"(1996, 3)",0.10447202159671166,6,meeting minutes,,UST,1,77,10 Yr,y_bl,-0.001580585068517779
"(1996, 3)",0.10447202159671166,6,meeting minutes,,UST,1,77,10 Yr,y_probe,-0.0009503512758570231
"(1996, 5)",0.06203539091945277,6,meeting minutes,,UST,1,88,10 Yr,y_bl,0.001064143664858401
"(1996, 5)",0.06203539091945277,6,meeting minutes,,UST,1,88,10 Yr,y_probe,-0.0021055189479961688
"(1996, 7)",0.022305757514299973,6,meeting minutes,,UST,1,124,10 Yr,y_bl,0.016777697098671704
"(1996, 7)",0.022305757514299973,6,meeting minutes,,UST,1,124,10 Yr,y_probe,-0.0035137588092525583
"(1996, 8)",-0.03136926366764322,6,meeting minutes,,UST,1,75,10 Yr,y_bl,0.005002431410779646
"(1996, 8)",-0.03136926366764322,6,meeting minutes,,UST,1,75,10 Yr,y_probe,-0.005944163120474951
"(1996, 9)",0.026947738409769422,6,meeting minutes,,UST,1,91,10 Yr,y_bl,-0.014940616415295545
"(1996, 9)",0.026947738409769422,6,meeting minutes,,UST,1,91,10 Yr,y_probe,-0.006709196291201837
"(1996, 10)",-0.029987254427663146,6,speech,Chairman Alan Greenspan,UST,1,20,10 Yr,y_bl,-0.03121000135004563
"(1996, 10)",-0.029987254427663146,6,speech,Chairman Alan Greenspan,UST,1,20,10 Yr,y_probe,0.012511729410307681
"(1996, 11)",-0.0579645404454726,6,meeting minutes,,UST,1,82,10 Yr,y_bl,-0.0237786048086825
"(1996, 11)",-0.0579645404454726,6,meeting minutes,,UST,1,82,10 Yr,y_probe,-0.007922026118265873
"(1996, 12)",0.034868825650825185,6,meeting minutes,,UST,1,67,10 Yr,y_bl,0.006604015579746886
"(1996, 12)",0.034868825650825185,6,meeting minutes,,UST,1,67,10 Yr,y_probe,-0.004297304215210833
"(1997, 1)",0.02309571479464889,6,speech,Governor Laurence H. Meyer,UST,1,11,10 Yr,y_bl,0.013583852136780294
"(1997, 1)",0.02309571479464889,6,speech,Governor Laurence H. Meyer,UST,1,11,10 Yr,y_probe,0.00605908683171216
"(1997, 2)",-0.01843370168883829,6,meeting minutes,,UST,1,82,10 Yr,y_bl,-0.0014565510920111235
"(1997, 2)",-0.01843370168883829,6,meeting minutes,,UST,1,82,10 Yr,y_probe,-0.0031008381298149846
"(1997, 3)",0.04546237407675845,6,meeting minutes,,UST,1,77,10 Yr,y_bl,0.007456648418363717
"(1997, 3)",0.04546237407675845,6,meeting minutes,,UST,1,77,10 Yr,y_probe,-0.002381774700447247
"(1997, 4)",0.026317308317373212,6,speech,Governor Laurence H. Meyer,UST,1,168,10 Yr,y_bl,0.01835541485316945
"(1997, 4)",0.026317308317373212,6,speech,Governor Laurence H. Meyer,UST,1,168,10 Yr,y_probe,0.009466228755963521
"(1997, 5)",-0.03250695587046226,6,meeting minutes,,UST,1,85,10 Yr,y_bl,-0.0030162035521797766
"(1997, 5)",-0.03250695587046226,6,speech,Chairman Alan Greenspan,UST,1,61,10 Yr,y_bl,-0.0030162035521797766
"(1997, 5)",-0.03250695587046226,6,meeting minutes,,UST,1,85,10 Yr,y_probe,-0.004550200695760612
"(1997, 5)",-0.03250695587046226,6,speech,Chairman Alan Greenspan,UST,1,61,10 Yr,y_probe,0.010692560111080765
"(1997, 7)",-0.03927380720941799,6,meeting minutes,,UST,1,116,10 Yr,y_bl,0.009048054876509072
"(1997, 7)",-0.03927380720941799,6,meeting minutes,,UST,1,116,10 Yr,y_probe,-0.004551774219103527
"(1997, 8)",-0.03791923486229498,6,meeting minutes,,UST,1,74,10 Yr,y_bl,-0.016847105907368837
"(1997, 8)",-0.03791923486229498,6,meeting minutes,,UST,1,74,10 Yr,y_probe,-0.0071778070482609434
"(1997, 9)",-0.0014483826143687388,6,meeting minutes,,UST,1,72,10 Yr,y_bl,-0.007969257692200736
"(1997, 9)",-0.0014483826143687388,6,speech,Chairman Alan Greenspan,UST,1,83,10 Yr,y_bl,-0.007969257692200736
"(1997, 9)",-0.0014483826143687388,6,speech,Governor Laurence H. Meyer,UST,1,127,10 Yr,y_bl,-0.007969257692200736
"(1997, 9)",-0.0014483826143687388,6,meeting minutes,,UST,1,72,10 Yr,y_probe,-0.000994167345034221
"(1997, 9)",-0.0014483826143687388,6,speech,Chairman Alan Greenspan,UST,1,83,10 Yr,y_probe,0.012212430934887011
"(1997, 9)",-0.0014483826143687388,6,speech,Governor Laurence H. Meyer,UST,1,127,10 Yr,y_probe,0.00855584592614173
"(1997, 10)",-0.021533799009074858,6,speech,Governor Laurence H. Meyer,UST,1,135,10 Yr,y_bl,0.01185384077709139
"(1997, 10)",-0.021533799009074858,6,speech,Governor Laurence H. Meyer,UST,1,135,10 Yr,y_probe,0.0004287659685938804
"(1997, 11)",-0.029217089674588206,6,meeting minutes,,UST,1,76,10 Yr,y_bl,-0.00793077487879654
"(1997, 11)",-0.029217089674588206,6,speech,Chairman Alan Greenspan,UST,1,83,10 Yr,y_bl,-0.00793077487879654
"(1997, 11)",-0.029217089674588206,6,meeting minutes,,UST,1,76,10 Yr,y_probe,-0.0030014167183869045
"(1997, 11)",-0.029217089674588206,6,speech,Chairman Alan Greenspan,UST,1,83,10 Yr,y_probe,0.009828475437025846
"(1997, 12)",-0.016080299232376923,6,meeting minutes,,UST,1,73,10 Yr,y_bl,0.012164004680753775
"(1997, 12)",-0.016080299232376923,6,speech,Chairman Alan Greenspan,UST,1,39,10 Yr,y_bl,0.012164004680753775
"(1997, 12)",-0.016080299232376923,6,meeting minutes,,UST,1,73,10 Yr,y_probe,-0.004098629068873816
"(1997, 12)",-0.016080299232376923,6,speech,Chairman Alan Greenspan,UST,1,39,10 Yr,y_probe,0.004124047901808255
"(1998, 1)",-0.05430868473641636,6,speech,Chairman Alan Greenspan,UST,1,14,10 Yr,y_bl,-0.025833434681351457
"(1998, 1)",-0.05430868473641636,6,speech,Governor Laurence H. Meyer,UST,1,135,10 Yr,y_bl,-0.025833434681351457
"(1998, 1)",-0.05430868473641636,6,speech,Chairman Alan Greenspan,UST,1,14,10 Yr,y_probe,0.015396612927461346
