ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,9,meeting minutes,,UST,21,106,1 Yr,y_bl,-0.0012821050149483871
"(1996, 1)",0.0,9,meeting minutes,,UST,21,106,1 Yr,y_probe,0.009559674699265414
"(1996, 3)",0.07725848313712999,9,meeting minutes,,UST,21,77,1 Yr,y_bl,-0.0012821050149483871
"(1996, 3)",0.07725848313712999,9,meeting minutes,,UST,21,77,1 Yr,y_probe,0.0196503664655938
"(1996, 5)",0.03470667976550024,9,meeting minutes,,UST,21,88,1 Yr,y_bl,0.0006555200162295681
"(1996, 5)",0.03470667976550024,9,meeting minutes,,UST,21,88,1 Yr,y_probe,0.00990436216170736
"(1996, 7)",0.04046286361318216,9,meeting minutes,,UST,21,124,1 Yr,y_bl,0.0098750349052869
"(1996, 7)",0.04046286361318216,9,meeting minutes,,UST,21,124,1 Yr,y_probe,0.02243126707384969
"(1996, 8)",-0.031526253646772605,9,meeting minutes,,UST,21,75,1 Yr,y_bl,0.016109508024539934
"(1996, 8)",-0.031526253646772605,9,meeting minutes,,UST,21,75,1 Yr,y_probe,0.006524379558385147
"(1996, 9)",0.0193838668210482,9,meeting minutes,,UST,21,91,1 Yr,y_bl,0.005259963047065548
"(1996, 9)",0.0193838668210482,9,meeting minutes,,UST,21,91,1 Yr,y_probe,0.016799328016326533
"(1996, 10)",-0.02652675433342977,9,speech,Chairman Alan Greenspan,UST,21,20,1 Yr,y_bl,0.2617486275226775
"(1996, 10)",-0.02652675433342977,9,speech,Chairman Alan Greenspan,UST,21,20,1 Yr,y_probe,0.003981150732176155
"(1996, 11)",-0.029092960941664543,9,meeting minutes,,UST,21,82,1 Yr,y_bl,0.0016360775108462773
"(1996, 11)",-0.029092960941664543,9,meeting minutes,,UST,21,82,1 Yr,y_probe,0.012365107798748989
"(1996, 12)",0.01646880771326753,9,meeting minutes,,UST,21,67,1 Yr,y_bl,0.0115965971637629
"(1996, 12)",0.01646880771326753,9,meeting minutes,,UST,21,67,1 Yr,y_probe,0.019299327347897997
"(1997, 1)",0.017986096369782656,9,speech,Governor Laurence H. Meyer,UST,21,11,1 Yr,y_bl,0.005786455803791818
"(1997, 1)",0.017986096369782656,9,speech,Governor Laurence H. Meyer,UST,21,11,1 Yr,y_probe,0.059757769199727945
"(1997, 2)",-0.012556218775412686,9,meeting minutes,,UST,21,82,1 Yr,y_bl,0.0032393889037532235
"(1997, 2)",-0.012556218775412686,9,meeting minutes,,UST,21,82,1 Yr,y_probe,0.025407242807551588
"(1997, 3)",0.0646513306588133,9,meeting minutes,,UST,21,77,1 Yr,y_bl,0.011549394455598777
"(1997, 3)",0.0646513306588133,9,meeting minutes,,UST,21,77,1 Yr,y_probe,0.02159196259819677
"(1997, 4)",0.02341244062474157,9,speech,Governor Laurence H. Meyer,UST,21,168,1 Yr,y_bl,0.08585816441364366
"(1997, 4)",0.02341244062474157,9,speech,Governor Laurence H. Meyer,UST,21,168,1 Yr,y_probe,0.03316093629629796
