ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1998, 1)",-0.05430868473641636,train,5,1,speech,Chairman Alan Greenspan,UST,25,14,10 Yr,y_bl,0.0043991081786223804
"(1998, 1)",-0.05430868473641636,train,5,1,speech,Governor Laurence H. Meyer,UST,25,135,10 Yr,y_bl,0.0043991081786223804
"(1998, 1)",-0.05430868473641636,train,5,1,speech,Chairman Alan Greenspan,UST,25,14,10 Yr,y_probe,0.0016241638811244044
"(1998, 1)",-0.05430868473641636,train,5,1,speech,Governor Laurence H. Meyer,UST,25,135,10 Yr,y_probe,-0.0023865759052731643
"(1998, 2)",0.011814483413762566,train,5,1,meeting minutes,,UST,25,85,10 Yr,y_bl,0.0021982673757755086
"(1998, 2)",0.011814483413762566,train,5,1,meeting minutes,,UST,25,85,10 Yr,y_probe,-0.004738724747771909
"(1998, 3)",0.0038900379826986927,train,5,1,meeting minutes,,UST,25,84,10 Yr,y_bl,0.0036200187607145773
"(1998, 3)",0.0038900379826986927,train,5,1,speech,Governor Laurence H. Meyer,UST,25,176,10 Yr,y_bl,0.0036200187607145773
"(1998, 3)",0.0038900379826986927,train,5,1,meeting minutes,,UST,25,84,10 Yr,y_probe,-0.0013262851471350001
"(1998, 3)",0.0038900379826986927,train,5,1,speech,Governor Laurence H. Meyer,UST,25,176,10 Yr,y_probe,0.007386304433644822
"(1998, 4)",0.0014321520528752796,train,5,1,speech,Governor Laurence H. Meyer,UST,25,67,10 Yr,y_bl,0.003857031996063129
"(1998, 4)",0.0014321520528752796,train,5,1,speech,Governor Laurence H. Meyer,UST,25,67,10 Yr,y_probe,0.008236404880345924
"(1998, 5)",0.010676257991343086,train,5,1,meeting minutes,,UST,25,94,10 Yr,y_bl,-0.0019223988845781395
"(1998, 5)",0.010676257991343086,train,5,1,meeting minutes,,UST,25,94,10 Yr,y_probe,-0.004831921776230084
"(1998, 6)",-0.0378764842904965,train,5,1,meeting minutes,,UST,25,111,10 Yr,y_bl,-0.001009792271689758
"(1998, 6)",-0.0378764842904965,train,5,1,meeting minutes,,UST,25,111,10 Yr,y_probe,-0.0054274246462012446
"(1998, 7)",-0.0055299680094622605,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,81,10 Yr,y_bl,-0.009420613184364672
"(1998, 7)",-0.0055299680094622605,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,81,10 Yr,y_probe,-0.004986204674969778
"(1998, 8)",-1.5543122344752192e-15,train,5,1,meeting minutes,,UST,25,81,10 Yr,y_bl,-0.007301341532957338
"(1998, 8)",-1.5543122344752192e-15,train,5,1,meeting minutes,,UST,25,81,10 Yr,y_probe,-0.010274289966123217
"(1998, 9)",-0.16436906878593774,train,5,1,meeting minutes,,UST,25,80,10 Yr,y_bl,-0.004719699318577679
"(1998, 9)",-0.16436906878593774,train,5,1,meeting minutes,,UST,25,80,10 Yr,y_probe,-0.016657977351038647
"(1998, 10)",-0.09836494979928094,train,5,1,speech,Governor Laurence H. Meyer,UST,25,100,10 Yr,y_bl,0.0046289750916909825
"(1998, 10)",-0.09836494979928094,train,5,1,speech,Governor Laurence H. Meyer,UST,25,100,10 Yr,y_probe,-0.009049050905604178
"(1998, 11)",0.1575788628213246,train,5,1,meeting minutes,,UST,25,82,10 Yr,y_bl,0.01758450065409867
"(1998, 11)",0.1575788628213246,train,5,1,meeting minutes,,UST,25,82,10 Yr,y_probe,0.0003994576834747197
"(1998, 12)",-0.035531428378486045,train,5,1,meeting minutes,,UST,25,72,10 Yr,y_bl,0.00960471851969472
"(1998, 12)",-0.035531428378486045,train,5,1,meeting minutes,,UST,25,72,10 Yr,y_probe,-0.00628455423356262
"(1999, 1)",-0.008547060578457,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,51,10 Yr,y_bl,0.010108179448952741
"(1999, 1)",-0.008547060578457,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,51,10 Yr,y_probe,0.0052889779886855625
"(1999, 2)",0.08251177296019765,train,5,1,meeting minutes,,UST,25,89,10 Yr,y_bl,0.01521819858017136
"(1999, 2)",0.08251177296019765,train,5,1,speech,Governor Laurence H. Meyer,UST,25,98,10 Yr,y_bl,0.01521819858017136
"(1999, 2)",0.08251177296019765,train,5,1,meeting minutes,,UST,25,89,10 Yr,y_probe,-0.0033556344470294414
"(1999, 2)",0.08251177296019765,train,5,1,speech,Governor Laurence H. Meyer,UST,25,98,10 Yr,y_probe,0.0013346825755731874
"(1999, 3)",0.027682132231968026,train,5,1,meeting minutes,,UST,25,80,10 Yr,y_bl,-0.00655880695053536
"(1999, 3)",0.027682132231968026,train,5,1,meeting minutes,,UST,25,80,10 Yr,y_probe,0.0008676826334460877
"(1999, 4)",-0.015474196582596189,train,5,1,speech,Governor Laurence H. Meyer,UST,25,99,10 Yr,y_bl,-0.04015063497335264
"(1999, 4)",-0.015474196582596189,train,5,1,speech,Governor Laurence H. Meyer,UST,25,99,10 Yr,y_probe,-0.0002997981473964033
"(1999, 5)",0.08417488563125439,train,5,1,meeting minutes,,UST,25,72,10 Yr,y_bl,-0.01210092190382812
"(1999, 5)",0.08417488563125439,train,5,1,speech,Vice Chair Alice M. Rivlin,UST,25,41,10 Yr,y_bl,-0.01210092190382812
"(1999, 5)",0.08417488563125439,train,5,1,meeting minutes,,UST,25,72,10 Yr,y_probe,0.007986169580480118
"(1999, 5)",0.08417488563125439,train,5,1,speech,Vice Chair Alice M. Rivlin,UST,25,41,10 Yr,y_probe,-0.005470221980692313
"(1999, 6)",0.05990814838180998,train,5,1,meeting minutes,,UST,25,112,10 Yr,y_bl,-0.022504118761464475
"(1999, 6)",0.05990814838180998,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,56,10 Yr,y_bl,-0.022504118761464475
"(1999, 6)",0.05990814838180998,train,5,1,meeting minutes,,UST,25,112,10 Yr,y_probe,0.0009146174620310163
"(1999, 6)",0.05990814838180998,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,56,10 Yr,y_probe,0.00716480025911532
"(1999, 8)",-0.013020280173879906,train,5,1,meeting minutes,,UST,25,82,10 Yr,y_bl,-0.03421902439996982
"(1999, 8)",-0.013020280173879906,train,5,1,speech,Chairman Alan Greenspan,UST,25,28,10 Yr,y_bl,-0.03421902439996982
"(1999, 8)",-0.013020280173879906,train,5,1,meeting minutes,,UST,25,82,10 Yr,y_probe,-0.002447896842016058
"(1999, 8)",-0.013020280173879906,train,5,1,speech,Chairman Alan Greenspan,UST,25,28,10 Yr,y_probe,0.0036739123832025965
"(1999, 9)",0.015358068664448827,train,5,1,speech,Governor Laurence H. Meyer,UST,25,135,10 Yr,y_bl,-0.025564351950462715
"(1999, 9)",0.015358068664448827,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,79,10 Yr,y_bl,-0.025564351950462715
"(1999, 9)",0.015358068664448827,train,5,1,speech,Governor Laurence H. Meyer,UST,25,135,10 Yr,y_probe,0.0015986073470862759
"(1999, 9)",0.015358068664448827,train,5,1,speech,"Governor Roger W. Ferguson, Jr.",UST,25,79,10 Yr,y_probe,-0.0028248578861520277
"(1999, 10)",0.021013629412196196,train,5,1,meeting minutes,,UST,25,76,10 Yr,y_bl,-0.02106256748292974
"(1999, 10)",0.021013629412196196,train,5,1,speech,Chairman Alan Greenspan,UST,25,53,10 Yr,y_bl,-0.02106256748292974
"(1999, 10)",0.021013629412196196,train,5,1,speech,Governor Laurence H. Meyer,UST,25,229,10 Yr,y_bl,-0.02106256748292974
"(1999, 10)",0.021013629412196196,train,5,1,meeting minutes,,UST,25,76,10 Yr,y_probe,0.0019130447645069534
"(1999, 10)",0.021013629412196196,train,5,1,speech,Chairman Alan Greenspan,UST,25,53,10 Yr,y_probe,0.00443865774035469
"(1999, 10)",0.021013629412196196,train,5,1,speech,Governor Laurence H. Meyer,UST,25,229,10 Yr,y_probe,0.00596860543987454
"(1999, 11)",-0.013453771646881357,train,5,1,meeting minutes,,UST,25,79,10 Yr,y_bl,-0.030350538878998055
"(1999, 11)",-0.013453771646881357,train,5,1,speech,Chairman Alan Greenspan,UST,25,23,10 Yr,y_bl,-0.030350538878998055
"(1999, 11)",-0.013453771646881357,train,5,1,meeting minutes,,UST,25,79,10 Yr,y_probe,-0.002907907009714461
"(1999, 11)",-0.013453771646881357,train,5,1,speech,Chairman Alan Greenspan,UST,25,23,10 Yr,y_probe,0.012008793509686084
"(1999, 12)",0.06378072036193583,train,5,1,meeting minutes,,UST,25,72,10 Yr,y_bl,-0.02041957064872897
"(1999, 12)",0.06378072036193583,train,5,1,meeting minutes,,UST,25,72,10 Yr,y_probe,0.0018993197133441973
"(2000, 1)",0.04654830275068479,train,5,1,speech,Governor Edward M. Gramlich,UST,25,161,10 Yr,y_bl,-0.013131748533075206
"(2000, 1)",0.04654830275068479,train,5,1,speech,Governor Laurence H. Meyer,UST,25,83,10 Yr,y_bl,-0.013131748533075206
"(2000, 1)",0.04654830275068479,train,5,1,speech,Governor Edward M. Gramlich,UST,25,161,10 Yr,y_probe,0.005935455176163973
"(2000, 1)",0.04654830275068479,train,5,1,speech,Governor Laurence H. Meyer,UST,25,83,10 Yr,y_probe,0.0047422052589511775
"(2000, 2)",-0.023508816218521984,train,5,1,meeting minutes,,UST,25,98,10 Yr,y_bl,-0.01933557634775654
"(2000, 2)",-0.023508816218521984,train,5,1,speech,Governor Laurence H. Meyer,UST,25,77,10 Yr,y_bl,-0.01933557634775654
"(2000, 2)",-0.023508816218521984,train,5,1,meeting minutes,,UST,25,98,10 Yr,y_probe,-0.005371359038417137
"(2000, 2)",-0.023508816218521984,train,5,1,speech,Governor Laurence H. Meyer,UST,25,77,10 Yr,y_probe,-9.429555719509696e-5
"(2000, 3)",-0.039251486755047985,train,5,1,meeting minutes,,UST,25,62,10 Yr,y_bl,-0.02044696169228966
"(2000, 3)",-0.039251486755047985,train,5,1,speech,Governor Laurence H. Meyer,UST,25,84,10 Yr,y_bl,-0.02044696169228966
"(2000, 3)",-0.039251486755047985,train,5,1,meeting minutes,,UST,25,62,10 Yr,y_probe,-0.0026432245730917577
"(2000, 3)",-0.039251486755047985,train,5,1,speech,Governor Laurence H. Meyer,UST,25,84,10 Yr,y_probe,-0.004873683080533972
"(2000, 4)",-0.052448060371926924,train,5,1,speech,Chairman Alan Greenspan,UST,25,22,10 Yr,y_bl,-0.013535414379640433
"(2000, 4)",-0.052448060371926924,train,5,1,speech,Governor Laurence H. Meyer,UST,25,135,10 Yr,y_bl,-0.013535414379640433
"(2000, 4)",-0.052448060371926924,train,5,1,speech,Chairman Alan Greenspan,UST,25,22,10 Yr,y_probe,-0.005297764318999777
"(2000, 4)",-0.052448060371926924,train,5,1,speech,Governor Laurence H. Meyer,UST,25,135,10 Yr,y_probe,0.0021530996658610862
"(2000, 5)",0.07610712998525528,train,5,1,meeting minutes,,UST,25,67,10 Yr,y_bl,-0.015319511980403785
"(2000, 5)",0.07610712998525528,train,5,1,meeting minutes,,UST,25,67,10 Yr,y_probe,0.0009328101921387179
"(2000, 6)",-0.04782780398024872,train,5,1,meeting minutes,,UST,25,74,10 Yr,y_bl,-0.010675090424082236
"(2000, 6)",-0.04782780398024872,train,5,1,speech,Governor Laurence H. Meyer,UST,25,142,10 Yr,y_bl,-0.010675090424082236
"(2000, 6)",-0.04782780398024872,train,5,1,meeting minutes,,UST,25,74,10 Yr,y_probe,-0.011041006898693452
"(2000, 6)",-0.04782780398024872,train,5,1,speech,Governor Laurence H. Meyer,UST,25,142,10 Yr,y_probe,0.0029633773014381137
"(2000, 8)",-0.058745751754588404,train,5,1,meeting minutes,,UST,25,78,10 Yr,y_bl,0.0033923215086036278
"(2000, 8)",-0.058745751754588404,train,5,1,meeting minutes,,UST,25,78,10 Yr,y_probe,-0.007348500951990042
"(2000, 10)",-0.017646025947892482,train,5,1,meeting minutes,,UST,25,65,10 Yr,y_bl,0.0020759624789977913
"(2000, 10)",-0.017646025947892482,train,5,1,speech,Chairman Alan Greenspan,UST,25,57,10 Yr,y_bl,0.0020759624789977913
"(2000, 10)",-0.017646025947892482,train,5,1,speech,Governor Laurence H. Meyer,UST,25,346,10 Yr,y_bl,0.0020759624789977913
"(2000, 10)",-0.017646025947892482,train,5,1,meeting minutes,,UST,25,65,10 Yr,y_probe,-0.010333418892357702
"(2000, 10)",-0.017646025947892482,train,5,1,speech,Chairman Alan Greenspan,UST,25,57,10 Yr,y_probe,-0.001462307895374175
"(2000, 10)",-0.017646025947892482,train,5,1,speech,Governor Laurence H. Meyer,UST,25,346,10 Yr,y_probe,-0.0018424273363142139
"(2000, 11)",0.007119148781563389,train,5,1,meeting minutes,,UST,25,77,10 Yr,y_bl,0.004838428748834715
"(2000, 11)",0.007119148781563389,train,5,1,meeting minutes,,UST,25,77,10 Yr,y_probe,-0.004930412699347943
"(2000, 12)",-0.08598104246587819,train,5,1,meeting minutes,,UST,25,70,10 Yr,y_bl,-0.009448945776485258
"(2000, 12)",-0.08598104246587819,train,5,1,speech,Chairman Alan Greenspan,UST,25,1,10 Yr,y_bl,-0.009448945776485258
"(2000, 12)",-0.08598104246587819,train,5,1,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,25,57,10 Yr,y_bl,-0.009448945776485258
"(2000, 12)",-0.08598104246587819,train,5,1,meeting minutes,,UST,25,70,10 Yr,y_probe,-0.018444846885261212
"(2000, 12)",-0.08598104246587819,train,5,1,speech,Chairman Alan Greenspan,UST,25,1,10 Yr,y_probe,-0.018535441223844536
"(2000, 12)",-0.08598104246587819,train,5,1,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,25,57,10 Yr,y_probe,-0.004883350760612462
"(2001, 1)",-0.011330675550798475,train,5,1,meeting minutes,,UST,25,65,10 Yr,y_bl,0.013117525701338183
"(2001, 1)",-0.011330675550798475,train,5,1,meeting minutes,,UST,25,65,10 Yr,y_probe,-0.014465356130045527
"(2001, 2)",-0.015534292962184004,train,5,1,speech,Governor Edward M. Gramlich,UST,25,124,10 Yr,y_bl,0.010247480402872804
"(2001, 2)",-0.015534292962184004,train,5,1,speech,Governor Edward M. Gramlich,UST,25,124,10 Yr,y_probe,-0.001847437729599026
"(2001, 3)",-0.06675885771225065,train,5,1,meeting minutes,,UST,25,47,10 Yr,y_bl,0.006261542349289421
"(2001, 3)",-0.06675885771225065,train,5,1,meeting minutes,,UST,25,47,10 Yr,y_probe,-0.012634391864499333
"(2001, 5)",0.1325200180276841,train,5,1,meeting minutes,,UST,25,66,10 Yr,y_bl,0.005613778509121193
"(2001, 5)",0.1325200180276841,train,5,1,speech,Governor Laurence H. Meyer,UST,25,59,10 Yr,y_bl,0.005613778509121193
"(2001, 5)",0.1325200180276841,train,5,1,meeting minutes,,UST,25,66,10 Yr,y_probe,0.000445233070597528
"(2001, 5)",0.1325200180276841,train,5,1,speech,Governor Laurence H. Meyer,UST,25,59,10 Yr,y_probe,0.001941719810867266
"(2001, 6)",-0.03686344736725901,train,5,1,meeting minutes,,UST,25,78,10 Yr,y_bl,0.006597504164727795
"(2001, 6)",-0.03686344736725901,train,5,1,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,25,52,10 Yr,y_bl,0.006597504164727795
"(2001, 6)",-0.03686344736725901,train,5,1,meeting minutes,,UST,25,78,10 Yr,y_probe,-0.01054120043179169
"(2001, 6)",-0.03686344736725901,train,5,1,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,25,52,10 Yr,y_probe,-0.0012406344150095493
"(2001, 7)",-0.007633624855069909,train,5,1,speech,Governor Laurence H. Meyer,UST,25,259,10 Yr,y_bl,-0.004339285777102011
"(2001, 7)",-0.007633624855069909,train,5,1,speech,Governor Laurence H. Meyer,UST,25,259,10 Yr,y_probe,0.00523674105822506
"(2001, 8)",-0.069403464800053,train,5,1,meeting minutes,,UST,25,52,10 Yr,y_bl,-0.011641107820328903
"(2001, 8)",-0.069403464800053,train,5,1,meeting minutes,,UST,25,52,10 Yr,y_probe,-0.022015540905591085
"(2001, 10)",-0.05604265038625093,train,5,1,meeting minutes,,UST,25,56,10 Yr,y_bl,3.703033604237907e-5
"(2001, 10)",-0.05604265038625093,train,5,1,speech,Chairman Alan Greenspan,UST,25,25,10 Yr,y_bl,3.703033604237907e-5
"(2001, 10)",-0.05604265038625093,train,5,1,speech,Governor Laurence H. Meyer,UST,25,28,10 Yr,y_bl,3.703033604237907e-5
"(2001, 10)",-0.05604265038625093,train,5,1,meeting minutes,,UST,25,56,10 Yr,y_probe,-0.023199828393555798
"(2001, 10)",-0.05604265038625093,train,5,1,speech,Chairman Alan Greenspan,UST,25,25,10 Yr,y_probe,-0.003909112856666025
"(2001, 10)",-0.05604265038625093,train,5,1,speech,Governor Laurence H. Meyer,UST,25,28,10 Yr,y_probe,0.01429681955042403
"(2001, 11)",-0.010765360313478942,train,5,1,meeting minutes,,UST,25,49,10 Yr,y_bl,-0.018899108969210425
"(2001, 11)",-0.010765360313478942,train,5,1,speech,Governor Edward M. Gramlich,UST,25,59,10 Yr,y_bl,-0.018899108969210425
"(2001, 11)",-0.010765360313478942,train,5,1,meeting minutes,,UST,25,49,10 Yr,y_probe,-0.021196474107499582
"(2001, 11)",-0.010765360313478942,train,5,1,speech,Governor Edward M. Gramlich,UST,25,59,10 Yr,y_probe,0.00830964318607023
"(2001, 12)",0.08927275001868959,train,5,1,meeting minutes,,UST,25,58,10 Yr,y_bl,0.01222360324343121
"(2001, 12)",0.08927275001868959,train,5,1,speech,Governor Laurence H. Meyer,UST,25,118,10 Yr,y_bl,0.01222360324343121
"(2001, 12)",0.08927275001868959,train,5,1,meeting minutes,,UST,25,58,10 Yr,y_probe,-0.01140163771632125
"(2001, 12)",0.08927275001868959,train,5,1,speech,Governor Laurence H. Meyer,UST,25,118,10 Yr,y_probe,0.010068681925177634
"(2002, 1)",0.006153446375839922,train,5,1,meeting minutes,,UST,25,69,10 Yr,y_bl,0.0016519793022524297
"(2002, 1)",0.006153446375839922,train,5,1,meeting minutes,,UST,25,69,10 Yr,y_probe,-0.00640270255013383
"(2002, 3)",0.05992130447411581,train,5,1,meeting minutes,,UST,25,56,10 Yr,y_bl,0.003868897572687825
"(2002, 3)",0.05992130447411581,train,5,1,meeting minutes,,UST,25,56,10 Yr,y_probe,-0.0014704302234556897
"(2002, 5)",-0.04607340761532246,train,5,1,meeting minutes,,UST,25,57,10 Yr,y_bl,-0.012218402339621176
"(2002, 5)",-0.04607340761532246,train,5,1,meeting minutes,,UST,25,57,10 Yr,y_probe,-0.00775706445690235
"(2002, 6)",-0.06913321251588134,train,5,1,meeting minutes,,UST,25,56,10 Yr,y_bl,-0.017486948930249997
"(2002, 6)",-0.06913321251588134,train,5,1,meeting minutes,,UST,25,56,10 Yr,y_probe,-0.007758484908825425
"(2002, 8)",-0.14229145468511467,train,5,1,meeting minutes,,UST,25,55,10 Yr,y_bl,-0.024356582554260167
"(2002, 8)",-0.14229145468511467,train,5,1,meeting minutes,,UST,25,55,10 Yr,y_probe,-0.01878131436421415
"(2002, 9)",-0.11022670530899986,train,5,1,meeting minutes,,UST,25,57,10 Yr,y_bl,0.004429742578582513
"(2002, 9)",-0.11022670530899986,train,5,1,meeting minutes,,UST,25,57,10 Yr,y_probe,-0.011857062681506257
"(2002, 10)",0.11403277907616058,train,5,1,speech,Chairman Alan Greenspan,UST,25,47,10 Yr,y_bl,0.011370163124120368
"(2002, 10)",0.11403277907616058,train,5,1,speech,Governor Ben S. Bernanke,UST,25,107,10 Yr,y_bl,0.011370163124120368
"(2002, 10)",0.11403277907616058,train,5,1,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,25,55,10 Yr,y_bl,0.011370163124120368
"(2002, 10)",0.11403277907616058,train,5,1,speech,Chairman Alan Greenspan,UST,25,47,10 Yr,y_probe,0.0011370753553600606
"(2002, 10)",0.11403277907616058,train,5,1,speech,Governor Ben S. Bernanke,UST,25,107,10 Yr,y_probe,0.01788756738371036
"(2002, 10)",0.11403277907616058,train,5,1,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,25,55,10 Yr,y_probe,-0.000367842096659157
"(2002, 11)",-0.0037691025838518374,train,5,1,meeting minutes,,UST,25,55,10 Yr,y_bl,0.024738578088344364
"(2002, 11)",-0.0037691025838518374,train,5,1,speech,Governor Donald L. Kohn,UST,25,29,10 Yr,y_bl,0.024738578088344364
"(2002, 11)",-0.0037691025838518374,train,5,1,meeting minutes,,UST,25,55,10 Yr,y_probe,-0.011460261529601962
"(2002, 11)",-0.0037691025838518374,train,5,1,speech,Governor Donald L. Kohn,UST,25,29,10 Yr,y_probe,0.0007600585663384577
"(2002, 12)",-0.029477931286962633,train,5,1,meeting minutes,,UST,25,50,10 Yr,y_bl,0.023023931874607793
"(2002, 12)",-0.029477931286962633,train,5,1,speech,Chairman Alan Greenspan,UST,25,70,10 Yr,y_bl,0.023023931874607793
"(2002, 12)",-0.029477931286962633,train,5,1,meeting minutes,,UST,25,50,10 Yr,y_probe,-0.005292803342716252
"(2002, 12)",-0.029477931286962633,train,5,1,speech,Chairman Alan Greenspan,UST,25,70,10 Yr,y_probe,-0.0041556341165346865
"(2003, 1)",0.014472032608536356,train,5,1,meeting minutes,,UST,25,48,10 Yr,y_bl,0.016598859505950934
