ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,3,1,meeting minutes,,UST,5,106,1 Mo,128,y_bl,-0.03282972550092894
"(1996, 1)",0.0,train,3,1,meeting minutes,,UST,5,106,1 Mo,128,y_probe,-0.009821590185274048
"(1996, 3)",0.07738666361542093,train,3,1,meeting minutes,,UST,5,77,1 Mo,128,y_bl,-0.03282972550092894
"(1996, 3)",0.07738666361542093,train,3,1,meeting minutes,,UST,5,77,1 Mo,128,y_probe,-0.016221519804250347
"(1996, 5)",0.035824726518145805,train,3,1,meeting minutes,,UST,5,88,1 Mo,128,y_bl,-0.05366709740432064
"(1996, 5)",0.035824726518145805,train,3,1,meeting minutes,,UST,5,88,1 Mo,128,y_probe,-0.015574292712190964
"(1996, 7)",0.013110165924207662,train,3,1,meeting minutes,,UST,5,124,1 Mo,128,y_bl,-0.056326084026111965
"(1996, 7)",0.013110165924207662,train,3,1,meeting minutes,,UST,5,124,1 Mo,128,y_probe,-0.015021582399083416
"(1996, 8)",-0.016047025597516695,train,3,1,meeting minutes,,UST,5,75,1 Mo,128,y_bl,-0.029950710124355136
"(1996, 8)",-0.016047025597516695,train,3,1,meeting minutes,,UST,5,75,1 Mo,128,y_probe,-0.022782687798099412
"(1996, 9)",0.03184060585565751,train,3,1,meeting minutes,,UST,5,91,1 Mo,128,y_bl,-0.02492008837915947
"(1996, 9)",0.03184060585565751,train,3,1,meeting minutes,,UST,5,91,1 Mo,128,y_probe,-0.02156085772477387
"(1996, 10)",-0.024514565763584573,train,3,1,speech,Chairman Alan Greenspan,UST,5,20,1 Mo,128,y_bl,-0.036359273079097
"(1996, 10)",-0.024514565763584573,train,3,1,speech,Chairman Alan Greenspan,UST,5,20,1 Mo,128,y_probe,-0.03582992746430866
"(1996, 11)",-0.06172011215787131,train,3,1,meeting minutes,,UST,5,82,1 Mo,128,y_bl,-0.03458597907582971
"(1996, 11)",-0.06172011215787131,train,3,1,meeting minutes,,UST,5,82,1 Mo,128,y_probe,-0.02043971626196547
"(1996, 12)",0.029076264081508763,train,3,1,meeting minutes,,UST,5,67,1 Mo,128,y_bl,-0.006548274990771102
"(1996, 12)",0.029076264081508763,train,3,1,meeting minutes,,UST,5,67,1 Mo,128,y_probe,-0.02163734078197187
"(1997, 1)",0.02384613737283403,train,3,1,speech,Governor Laurence H. Meyer,UST,5,11,1 Mo,128,y_bl,-0.03367404608155879
"(1997, 1)",0.02384613737283403,train,3,1,speech,Governor Laurence H. Meyer,UST,5,11,1 Mo,128,y_probe,-0.015931852378015025
"(1997, 2)",-0.0073910166463893034,train,3,1,meeting minutes,,UST,5,82,1 Mo,128,y_bl,-0.05467970371117348
"(1997, 2)",-0.0073910166463893034,train,3,1,meeting minutes,,UST,5,82,1 Mo,128,y_probe,-0.006754024320737143
"(1997, 3)",0.029241849594496383,train,3,1,meeting minutes,,UST,5,77,1 Mo,128,y_bl,-0.030290301001583215
"(1997, 3)",0.029241849594496383,train,3,1,meeting minutes,,UST,5,77,1 Mo,128,y_probe,-0.01317368320755137
"(1997, 4)",0.021383566025322764,train,3,1,speech,Governor Laurence H. Meyer,UST,5,168,1 Mo,128,y_bl,-0.03543007031347807
"(1997, 4)",0.021383566025322764,train,3,1,speech,Governor Laurence H. Meyer,UST,5,168,1 Mo,128,y_probe,-0.01913953589826512
"(1997, 5)",-0.02186144771088394,train,3,1,meeting minutes,,UST,5,85,1 Mo,128,y_bl,-0.045045494793480294
"(1997, 5)",-0.02186144771088394,train,3,1,speech,Chairman Alan Greenspan,UST,5,61,1 Mo,128,y_bl,-0.045045494793480294
"(1997, 5)",-0.02186144771088394,train,3,1,meeting minutes,,UST,5,85,1 Mo,128,y_probe,-0.006803451854538268
"(1997, 5)",-0.02186144771088394,train,3,1,speech,Chairman Alan Greenspan,UST,5,61,1 Mo,128,y_probe,-0.02594758905832416
"(1997, 7)",-0.01990532224880992,train,3,1,meeting minutes,,UST,5,116,1 Mo,128,y_bl,-0.02592578285550202
"(1997, 7)",-0.01990532224880992,train,3,1,meeting minutes,,UST,5,116,1 Mo,128,y_probe,-0.016342534813449435
"(1997, 8)",-0.040515668893719894,train,3,1,meeting minutes,,UST,5,74,1 Mo,128,y_bl,-0.02001471945017138
"(1997, 8)",-0.040515668893719894,train,3,1,meeting minutes,,UST,5,74,1 Mo,128,y_probe,-0.011992788866209815
"(1997, 9)",-0.005798144987579482,train,3,1,meeting minutes,,UST,5,72,1 Mo,128,y_bl,-0.021979658348250733
"(1997, 9)",-0.005798144987579482,train,3,1,speech,Chairman Alan Greenspan,UST,5,83,1 Mo,128,y_bl,-0.021979658348250733
"(1997, 9)",-0.005798144987579482,train,3,1,speech,Governor Laurence H. Meyer,UST,5,127,1 Mo,128,y_bl,-0.021979658348250733
"(1997, 9)",-0.005798144987579482,train,3,1,meeting minutes,,UST,5,72,1 Mo,128,y_probe,-0.016652885539795336
"(1997, 9)",-0.005798144987579482,train,3,1,speech,Chairman Alan Greenspan,UST,5,83,1 Mo,128,y_probe,-0.02220704288920499
"(1997, 9)",-0.005798144987579482,train,3,1,speech,Governor Laurence H. Meyer,UST,5,127,1 Mo,128,y_probe,-0.016826166199537945
"(1997, 10)",-0.008236547093297242,train,3,1,speech,Governor Laurence H. Meyer,UST,5,135,1 Mo,128,y_bl,-0.02731504782509008
"(1997, 10)",-0.008236547093297242,train,3,1,speech,Governor Laurence H. Meyer,UST,5,135,1 Mo,128,y_probe,-0.02010304302190157
"(1997, 11)",-0.04607645829783902,train,3,1,meeting minutes,,UST,5,76,1 Mo,128,y_bl,-0.03628649720518485
"(1997, 11)",-0.04607645829783902,train,3,1,speech,Chairman Alan Greenspan,UST,5,83,1 Mo,128,y_bl,-0.03628649720518485
"(1997, 11)",-0.04607645829783902,train,3,1,meeting minutes,,UST,5,76,1 Mo,128,y_probe,-0.013157588683781892
"(1997, 11)",-0.04607645829783902,train,3,1,speech,Chairman Alan Greenspan,UST,5,83,1 Mo,128,y_probe,-0.016336484945686968
"(1997, 12)",-0.025645991046535716,train,3,1,meeting minutes,,UST,5,73,1 Mo,128,y_bl,-0.019909506411510187
"(1997, 12)",-0.025645991046535716,train,3,1,speech,Chairman Alan Greenspan,UST,5,39,1 Mo,128,y_bl,-0.019909506411510187
"(1997, 12)",-0.025645991046535716,train,3,1,meeting minutes,,UST,5,73,1 Mo,128,y_probe,-0.0183305115060635
"(1997, 12)",-0.025645991046535716,train,3,1,speech,Chairman Alan Greenspan,UST,5,39,1 Mo,128,y_probe,-0.03649560102210822
"(1998, 1)",-0.033940671686584045,train,3,1,speech,Chairman Alan Greenspan,UST,5,14,1 Mo,128,y_bl,-0.01904234775019413
"(1998, 1)",-0.033940671686584045,train,3,1,speech,Governor Laurence H. Meyer,UST,5,135,1 Mo,128,y_bl,-0.01904234775019413
"(1998, 1)",-0.033940671686584045,train,3,1,speech,Chairman Alan Greenspan,UST,5,14,1 Mo,128,y_probe,-0.05216820900659698
"(1998, 1)",-0.033940671686584045,train,3,1,speech,Governor Laurence H. Meyer,UST,5,135,1 Mo,128,y_probe,-0.012805804660646325
"(1998, 2)",0.012969186206129413,train,3,1,meeting minutes,,UST,5,85,1 Mo,128,y_bl,-0.026734369774016706
"(1998, 2)",0.012969186206129413,train,3,1,meeting minutes,,UST,5,85,1 Mo,128,y_probe,-0.011937214075084303
"(1998, 3)",0.008300686535488825,train,3,1,meeting minutes,,UST,5,84,1 Mo,128,y_bl,-0.03449620411196473
"(1998, 3)",0.008300686535488825,train,3,1,speech,Governor Laurence H. Meyer,UST,5,176,1 Mo,128,y_bl,-0.03449620411196473
"(1998, 3)",0.008300686535488825,train,3,1,meeting minutes,,UST,5,84,1 Mo,128,y_probe,-0.01620358581653794
"(1998, 3)",0.008300686535488825,train,3,1,speech,Governor Laurence H. Meyer,UST,5,176,1 Mo,128,y_probe,-0.01606297251275775
"(1998, 4)",-0.0032281606707242894,train,3,1,speech,Governor Laurence H. Meyer,UST,5,67,1 Mo,128,y_bl,-0.043008911880896186
"(1998, 4)",-0.0032281606707242894,train,3,1,speech,Governor Laurence H. Meyer,UST,5,67,1 Mo,128,y_probe,-0.011890253266990265
"(1998, 5)",0.003384097984241663,train,3,1,meeting minutes,,UST,5,94,1 Mo,128,y_bl,-0.031297475139144694
"(1998, 5)",0.003384097984241663,train,3,1,meeting minutes,,UST,5,94,1 Mo,128,y_probe,-0.01643707231121197
"(1998, 6)",-0.04668090373756497,train,3,1,meeting minutes,,UST,5,111,1 Mo,128,y_bl,-0.03178800187347152
"(1998, 6)",-0.04668090373756497,train,3,1,meeting minutes,,UST,5,111,1 Mo,128,y_probe,-0.014971834863999793
"(1998, 7)",-0.0035461030067485133,train,3,1,speech,"Governor Roger W. Ferguson, Jr.",UST,5,81,1 Mo,128,y_bl,-0.02140075478407918
"(1998, 7)",-0.0035461030067485133,train,3,1,speech,"Governor Roger W. Ferguson, Jr.",UST,5,81,1 Mo,128,y_probe,-0.028663140490398743
"(1998, 8)",-0.012511333889107634,train,3,1,meeting minutes,,UST,5,81,1 Mo,128,y_bl,-0.02295964690473486
"(1998, 8)",-0.012511333889107634,train,3,1,meeting minutes,,UST,5,81,1 Mo,128,y_probe,-0.020771665389158648
"(1998, 9)",-0.07660139358684652,train,3,1,meeting minutes,,UST,5,80,1 Mo,128,y_bl,-0.03655991007243164
"(1998, 9)",-0.07660139358684652,train,3,1,meeting minutes,,UST,5,80,1 Mo,128,y_probe,-0.01945095273347716
"(1998, 10)",-0.06001800972625157,train,3,1,speech,Governor Laurence H. Meyer,UST,5,100,1 Mo,128,y_bl,-0.010552100559644943
"(1998, 10)",-0.06001800972625157,train,3,1,speech,Governor Laurence H. Meyer,UST,5,100,1 Mo,128,y_probe,-0.023000832117656543
"(1998, 11)",0.0849473927687769,train,3,1,meeting minutes,,UST,5,82,1 Mo,128,y_bl,-0.00503231785352856
"(1998, 11)",0.0849473927687769,train,3,1,meeting minutes,,UST,5,82,1 Mo,128,y_probe,-0.019351978244298764
"(1998, 12)",-0.040585280115076276,train,3,1,meeting minutes,,UST,5,72,1 Mo,128,y_bl,-0.057651993613325285
"(1998, 12)",-0.040585280115076276,train,3,1,meeting minutes,,UST,5,72,1 Mo,128,y_probe,-0.01661749967127875
"(1999, 1)",1.1102230246251565e-15,train,3,1,speech,"Governor Roger W. Ferguson, Jr.",UST,5,51,1 Mo,128,y_bl,-0.047048105798966226
"(1999, 1)",1.1102230246251565e-15,train,3,1,speech,"Governor Roger W. Ferguson, Jr.",UST,5,51,1 Mo,128,y_probe,-0.027164379286154488
"(1999, 2)",0.05474812420961815,train,3,1,meeting minutes,,UST,5,89,1 Mo,128,y_bl,-0.011492744188847897
"(1999, 2)",0.05474812420961815,train,3,1,speech,Governor Laurence H. Meyer,UST,5,98,1 Mo,128,y_bl,-0.011492744188847897
"(1999, 2)",0.05474812420961815,train,3,1,meeting minutes,,UST,5,89,1 Mo,128,y_probe,-0.00929707512055548
"(1999, 2)",0.05474812420961815,train,3,1,speech,Governor Laurence H. Meyer,UST,5,98,1 Mo,128,y_probe,-0.018254378460444975
"(1999, 3)",0.053120666833562424,train,3,1,meeting minutes,,UST,5,80,1 Mo,128,y_bl,-0.054295185089692014
"(1999, 3)",0.053120666833562424,train,3,1,meeting minutes,,UST,5,80,1 Mo,128,y_probe,-0.01745562672680444
"(1999, 4)",-0.026907452919922914,train,3,1,speech,Governor Laurence H. Meyer,UST,5,99,1 Mo,128,y_bl,-0.05693156705719667
"(1999, 4)",-0.026907452919922914,train,3,1,speech,Governor Laurence H. Meyer,UST,5,99,1 Mo,128,y_probe,-0.028483149020692815
"(1999, 5)",0.06695276507976004,train,3,1,meeting minutes,,UST,5,72,1 Mo,128,y_bl,-0.02602149288323903
"(1999, 5)",0.06695276507976004,train,3,1,speech,Vice Chair Alice M. Rivlin,UST,5,41,1 Mo,128,y_bl,-0.02602149288323903
"(1999, 5)",0.06695276507976004,train,3,1,meeting minutes,,UST,5,72,1 Mo,128,y_probe,-0.01960313065115901
"(1999, 5)",0.06695276507976004,train,3,1,speech,Vice Chair Alice M. Rivlin,UST,5,41,1 Mo,128,y_probe,-0.040664161374049476
"(1999, 6)",0.03216596607141805,train,3,1,meeting minutes,,UST,5,112,1 Mo,128,y_bl,-0.03724137763892121
