ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,25,106,,128,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,25,106,,128,y_probe,0.001084199301385569
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,25,77,,128,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,25,77,,128,y_probe,0.0019730668396172697
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,25,88,,128,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,25,88,,128,y_probe,0.002587495174459097
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,25,124,,128,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,25,124,,128,y_probe,0.001904766369763117
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,25,75,,128,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,25,75,,128,y_probe,0.0013953412812903571
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,25,91,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,76,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,25,91,,128,y_probe,0.002095301125215817
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,76,,128,y_probe,0.003008815986400417
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,25,20,,128,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,25,20,,128,y_probe,0.0037402514514822413
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,25,82,,128,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,25,82,,128,y_probe,0.001838021634969547
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,25,67,,128,y_bl,0.0012778396429653576
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,25,67,,128,y_probe,0.001892994308669557
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,11,,128,y_bl,0.0038096032007748494
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,11,,128,y_probe,0.002004846460823927
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,25,82,,128,y_bl,0.003966910514534653
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,25,82,,128,y_probe,0.002198581784412835
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,25,77,,128,y_bl,-0.0005979936427683044
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,25,77,,128,y_probe,0.0021432140642648288
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,168,,128,y_bl,-0.003231679080572897
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,168,,128,y_probe,0.0030141461711360555
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,25,85,,128,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,25,61,,128,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,25,85,,128,y_probe,0.0020546119378376695
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,25,61,,128,y_probe,0.0035268629863809166
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,25,116,,128,y_bl,0.004057829975919723
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,25,116,,128,y_probe,0.001733709976441869
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,25,74,,128,y_bl,0.002975325657442553
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,25,74,,128,y_probe,0.0018092536921904632
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,25,72,,128,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,25,83,,128,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,127,,128,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,25,72,,128,y_probe,0.0023351284110896212
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,25,83,,128,y_probe,0.0034063298305106147
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,127,,128,y_probe,0.002913141228023452
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,135,,128,y_bl,0.0013625593948820033
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,135,,128,y_probe,0.003467655119850109
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,25,76,,128,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,25,83,,128,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,25,76,,128,y_probe,0.0019892082892205842
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,25,83,,128,y_probe,0.0038066856674983415
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,25,73,,128,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,25,39,,128,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,25,73,,128,y_probe,0.001698932417697146
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,25,39,,128,y_probe,0.0030628880419519993
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Chairman Alan Greenspan,PPI,25,94,,128,y_bl,-0.0012355056379276977
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Governor Laurence H. Meyer,PPI,25,135,,128,y_bl,-0.0012355056379276977
