ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,5,1,meeting minutes,,UST,9,106,10 Yr,,y_bl,-0.008365829185044369
"(1996, 1)",0.0,train,5,1,meeting minutes,,UST,9,106,10 Yr,,y_probe,-0.0030455413595096045
"(1996, 3)",0.10447202159671166,train,5,1,meeting minutes,,UST,9,77,10 Yr,,y_bl,-0.008365829185044369
"(1996, 3)",0.10447202159671166,train,5,1,meeting minutes,,UST,9,77,10 Yr,,y_probe,-0.0019680694704513656
"(1996, 5)",0.06203539091945277,train,5,1,meeting minutes,,UST,9,88,10 Yr,,y_bl,-0.015054708954775474
"(1996, 5)",0.06203539091945277,train,5,1,meeting minutes,,UST,9,88,10 Yr,,y_probe,-0.0016926400981532369
"(1996, 7)",0.022305757514299973,train,5,1,meeting minutes,,UST,9,124,10 Yr,,y_bl,-0.020148793781222796
"(1996, 7)",0.022305757514299973,train,5,1,meeting minutes,,UST,9,124,10 Yr,,y_probe,-0.0015717301614152886
"(1996, 8)",-0.03136926366764322,train,5,1,meeting minutes,,UST,9,75,10 Yr,,y_bl,-0.026959524013120788
"(1996, 8)",-0.03136926366764322,train,5,1,meeting minutes,,UST,9,75,10 Yr,,y_probe,-0.005875806408728855
"(1996, 9)",0.026947738409769422,train,5,1,meeting minutes,,UST,9,91,10 Yr,,y_bl,-0.02575148578694913
"(1996, 9)",0.026947738409769422,train,5,1,meeting minutes,,UST,9,91,10 Yr,,y_probe,-0.0075651329112469
"(1996, 10)",-0.029987254427663146,train,5,1,speech,Chairman Alan Greenspan,UST,9,20,10 Yr,,y_bl,-0.035336080928923624
"(1996, 10)",-0.029987254427663146,train,5,1,speech,Chairman Alan Greenspan,UST,9,20,10 Yr,,y_probe,-0.0054570990252725046
"(1996, 11)",-0.0579645404454726,train,5,1,meeting minutes,,UST,9,82,10 Yr,,y_bl,-0.018063160151763142
"(1996, 11)",-0.0579645404454726,train,5,1,meeting minutes,,UST,9,82,10 Yr,,y_probe,-0.008379450424638774
"(1996, 12)",0.034868825650825185,train,5,1,meeting minutes,,UST,9,67,10 Yr,,y_bl,-0.006570289412058536
"(1996, 12)",0.034868825650825185,train,5,1,meeting minutes,,UST,9,67,10 Yr,,y_probe,-0.0056027884058235545
"(1997, 1)",0.02309571479464889,train,5,1,speech,Governor Laurence H. Meyer,UST,9,11,10 Yr,,y_bl,0.0003247468820646831
"(1997, 1)",0.02309571479464889,train,5,1,speech,Governor Laurence H. Meyer,UST,9,11,10 Yr,,y_probe,0.003542232653520948
"(1997, 2)",-0.01843370168883829,train,5,1,meeting minutes,,UST,9,82,10 Yr,,y_bl,-0.007399175652468498
"(1997, 2)",-0.01843370168883829,train,5,1,meeting minutes,,UST,9,82,10 Yr,,y_probe,-0.004024111265871424
"(1997, 3)",0.04546237407675845,train,5,1,meeting minutes,,UST,9,77,10 Yr,,y_bl,-0.00198740101865962
"(1997, 3)",0.04546237407675845,train,5,1,meeting minutes,,UST,9,77,10 Yr,,y_probe,-0.0038702260739392766
"(1997, 4)",0.026317308317373212,train,5,1,speech,Governor Laurence H. Meyer,UST,9,168,10 Yr,,y_bl,-0.00566674234750426
"(1997, 4)",0.026317308317373212,train,5,1,speech,Governor Laurence H. Meyer,UST,9,168,10 Yr,,y_probe,0.004296087763599911
"(1997, 5)",-0.03250695587046226,train,5,1,meeting minutes,,UST,9,85,10 Yr,,y_bl,-0.01979082253007269
"(1997, 5)",-0.03250695587046226,train,5,1,speech,Chairman Alan Greenspan,UST,9,61,10 Yr,,y_bl,-0.01979082253007269
"(1997, 5)",-0.03250695587046226,train,5,1,meeting minutes,,UST,9,85,10 Yr,,y_probe,-0.004759033931285054
"(1997, 5)",-0.03250695587046226,train,5,1,speech,Chairman Alan Greenspan,UST,9,61,10 Yr,,y_probe,0.0013472348452986083
"(1997, 7)",-0.03927380720941799,train,5,1,meeting minutes,,UST,9,116,10 Yr,,y_bl,-0.01604608763210516
"(1997, 7)",-0.03927380720941799,train,5,1,meeting minutes,,UST,9,116,10 Yr,,y_probe,-0.004440635637730517
"(1997, 8)",-0.03791923486229498,train,5,1,meeting minutes,,UST,9,74,10 Yr,,y_bl,-0.007734970765157045
"(1997, 8)",-0.03791923486229498,train,5,1,meeting minutes,,UST,9,74,10 Yr,,y_probe,-0.011636489480484537
"(1997, 9)",-0.0014483826143687388,train,5,1,meeting minutes,,UST,9,72,10 Yr,,y_bl,-0.009879258393243329
"(1997, 9)",-0.0014483826143687388,train,5,1,speech,Chairman Alan Greenspan,UST,9,83,10 Yr,,y_bl,-0.009879258393243329
"(1997, 9)",-0.0014483826143687388,train,5,1,speech,Governor Laurence H. Meyer,UST,9,127,10 Yr,,y_bl,-0.009879258393243329
"(1997, 9)",-0.0014483826143687388,train,5,1,meeting minutes,,UST,9,72,10 Yr,,y_probe,-0.008305701683864089
"(1997, 9)",-0.0014483826143687388,train,5,1,speech,Chairman Alan Greenspan,UST,9,83,10 Yr,,y_probe,0.00930544244316439
"(1997, 9)",-0.0014483826143687388,train,5,1,speech,Governor Laurence H. Meyer,UST,9,127,10 Yr,,y_probe,0.005764808486274006
"(1997, 10)",-0.021533799009074858,train,5,1,speech,Governor Laurence H. Meyer,UST,9,135,10 Yr,,y_bl,-0.002265153952310951
"(1997, 10)",-0.021533799009074858,train,5,1,speech,Governor Laurence H. Meyer,UST,9,135,10 Yr,,y_probe,-0.00034284889156422683
"(1997, 11)",-0.029217089674588206,train,5,1,meeting minutes,,UST,9,76,10 Yr,,y_bl,0.0073873264129667385
"(1997, 11)",-0.029217089674588206,train,5,1,speech,Chairman Alan Greenspan,UST,9,83,10 Yr,,y_bl,0.0073873264129667385
"(1997, 11)",-0.029217089674588206,train,5,1,meeting minutes,,UST,9,76,10 Yr,,y_probe,-0.007011701372121785
