ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,13,106,,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,13,106,,y_probe,0.0005256084226649357
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,13,77,,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,13,77,,y_probe,0.0020245785980657236
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,13,88,,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,13,88,,y_probe,0.002573546785975257
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,13,124,,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,13,124,,y_probe,0.0012312229357221806
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,13,75,,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,13,75,,y_probe,0.0016721641265391518
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,13,91,,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,76,,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,13,91,,y_probe,0.0016749928099818682
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,76,,y_probe,0.0033081993661729188
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,13,20,,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,13,20,,y_probe,0.0014868513722323157
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,13,82,,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,13,82,,y_probe,0.0016354826328036998
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,13,67,,y_bl,0.0012778396429653576
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,13,67,,y_probe,0.0012572753075932586
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,11,,y_bl,0.0038096032007748494
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,11,,y_probe,0.0023822291717862753
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,13,82,,y_bl,0.003966910514534653
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,13,82,,y_probe,0.0009466419915176694
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,13,77,,y_bl,-0.0005979936427683044
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,13,77,,y_probe,0.0014852612598054862
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,168,,y_bl,-0.003231679080572897
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,168,,y_probe,0.003026319241970239
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,13,85,,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,13,61,,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,13,85,,y_probe,0.0020371292470651036
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,13,61,,y_probe,0.0035789896736432222
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,13,116,,y_bl,0.004057829975919723
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,13,116,,y_probe,0.0012354518101694784
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,13,74,,y_bl,0.002975325657442553
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,13,74,,y_probe,0.0013479791161596383
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,13,72,,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,13,83,,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,127,,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,13,72,,y_probe,0.0019742802341415917
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,13,83,,y_probe,0.0029753968758928443
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,127,,y_probe,0.003930060375133877
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,135,,y_bl,0.0013625593948820033
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,135,,y_probe,0.0036561261211081903
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,13,76,,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,13,83,,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,13,76,,y_probe,0.000835201064625375
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,13,83,,y_probe,0.002234723124881479
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,13,73,,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,13,39,,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,13,73,,y_probe,0.0006534032014685135
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,13,39,,y_probe,0.0015057815527356549
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Chairman Alan Greenspan,PPI,13,94,,y_bl,-0.0012355056379276977
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,135,,y_bl,-0.0012355056379276977
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Chairman Alan Greenspan,PPI,13,94,,y_probe,0.001609648578272435
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,135,,y_probe,0.0015485628296034784
"(1998, 2)",-0.003194890896522473,train,4,1,meeting minutes,,PPI,13,85,,y_bl,-0.0027500620793245788
"(1998, 2)",-0.003194890896522473,train,4,1,meeting minutes,,PPI,13,85,,y_probe,0.0006238543722420167
"(1998, 3)",-0.0024028846163108852,train,4,1,meeting minutes,,PPI,13,84,,y_bl,-0.0009491135961683087
"(1998, 3)",-0.0024028846163108852,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,176,,y_bl,-0.0009491135961683087
"(1998, 3)",-0.0024028846163108852,train,4,1,meeting minutes,,PPI,13,84,,y_probe,0.0015765600806315328
"(1998, 3)",-0.0024028846163108852,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,176,,y_probe,0.0023385231560851543
"(1998, 4)",0.0016025644455366361,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,67,,y_bl,0.0021206233591671295
"(1998, 4)",0.0016025644455366361,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,67,,y_probe,0.0033577041787350406
"(1998, 5)",0.001600000341334784,train,4,1,meeting minutes,,PPI,13,94,,y_bl,0.004525239043125369
"(1998, 5)",0.001600000341334784,train,4,1,meeting minutes,,PPI,13,94,,y_probe,0.0020590600070259078
"(1998, 6)",-0.0024009615375399918,train,4,1,meeting minutes,,PPI,13,111,,y_bl,0.0028373329229499722
"(1998, 6)",-0.0024009615375399918,train,4,1,meeting minutes,,PPI,13,111,,y_probe,0.0012674990231843317
"(1998, 7)",0.0008009611962060958,train,4,1,speech,"Governor Roger W. Ferguson, Jr.",PPI,13,81,,y_bl,0.0017789535119428178
"(1998, 7)",0.0008009611962060958,train,4,1,speech,"Governor Roger W. Ferguson, Jr.",PPI,13,81,,y_probe,0.004620759078847744
"(1998, 8)",-0.00562024763215252,train,4,1,meeting minutes,,PPI,13,81,,y_bl,0.0013599049503730085
"(1998, 8)",-0.00562024763215252,train,4,1,meeting minutes,,PPI,13,81,,y_probe,0.001014864700896445
"(1998, 9)",-0.003225809248882605,train,4,1,meeting minutes,,PPI,13,80,,y_bl,-0.0005192302434238801
"(1998, 9)",-0.003225809248882605,train,4,1,meeting minutes,,PPI,13,80,,y_probe,0.00027203708417771025
"(1998, 10)",0.001614205354541376,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,100,,y_bl,0.0009486790088552558
"(1998, 10)",0.001614205354541376,train,4,1,speech,Governor Laurence H. Meyer,PPI,13,100,,y_probe,0.0017658588484682223
