ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,4,106,,,y_bl,0.0024560723092352413
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,4,106,,,y_probe,0.0020989607838013944
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,4,77,,,y_bl,0.0024560723092352413
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,4,77,,,y_probe,0.0022475409593606718
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,4,88,,,y_bl,0.0037690434744508125
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,4,88,,,y_probe,0.002369805757067484
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,4,124,,,y_bl,0.0032827464939015547
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,4,124,,,y_probe,0.002300513412399123
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,4,75,,,y_bl,0.0028039742349685653
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,4,75,,,y_probe,0.00215941681140075
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,4,91,,,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,76,,,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,4,91,,,y_probe,0.0022646842065266854
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,76,,,y_probe,0.0024379411675394583
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,4,20,,,y_bl,0.0016914811497996231
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,4,20,,,y_probe,0.0025734035470074044
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,4,82,,,y_bl,0.0019053698311793784
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,4,82,,,y_probe,0.002209155145525767
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,4,67,,,y_bl,0.002594639077502453
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,4,67,,,y_probe,0.0022197954623875923
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,11,,,y_bl,0.001944447418225399
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,11,,,y_probe,0.0019660383378088623
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,4,82,,,y_bl,0.0018650880983529224
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,4,82,,,y_probe,0.0023061578445320685
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,4,77,,,y_bl,0.0019342664469848214
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,4,77,,,y_probe,0.002139859239783821
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,168,,,y_bl,0.0017681049300991034
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,168,,,y_probe,0.002384509438205119
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,4,85,,,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,4,61,,,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,4,85,,,y_probe,0.002197784293741479
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,4,61,,,y_probe,0.002359183220561137
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,4,116,,,y_bl,0.0019062534739715646
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,4,116,,,y_probe,0.00219129732516373
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,4,74,,,y_bl,0.003101133539671327
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,4,74,,,y_probe,0.0021449663858966878
"(1997, 9)",0.0024844733276623288,train,4,1,meeting minutes,,CPI,4,72,,,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Chairman Alan Greenspan,CPI,4,83,,,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,127,,,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,meeting minutes,,CPI,4,72,,,y_probe,0.002166451716465343
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Chairman Alan Greenspan,CPI,4,83,,,y_probe,0.002325354911354403
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,127,,,y_probe,0.0025404707436411673
"(1997, 10)",0.001859312590186235,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,135,,,y_bl,0.0028339746933919562
"(1997, 10)",0.001859312590186235,train,4,1,speech,Governor Laurence H. Meyer,CPI,4,135,,,y_probe,0.002212215873010839
"(1997, 11)",0.0012376239203497619,train,4,1,meeting minutes,,CPI,4,76,,,y_bl,0.0018622542064231737
"(1997, 11)",0.0012376239203497619,train,4,1,speech,Chairman Alan Greenspan,CPI,4,83,,,y_bl,0.0018622542064231737
"(1997, 11)",0.0012376239203497619,train,4,1,meeting minutes,,CPI,4,76,,,y_probe,0.0020684116841338655
"(1997, 11)",0.0012376239203497619,train,4,1,speech,Chairman Alan Greenspan,CPI,4,83,,,y_probe,0.0022925645105883984
