ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,5,1,meeting minutes,,UST,7,106,10 Yr,,y_bl,-0.008365829185044369
"(1996, 1)",0.0,train,5,1,meeting minutes,,UST,7,106,10 Yr,,y_probe,-0.0015344603546620507
"(1996, 3)",0.10447202159671166,train,5,1,meeting minutes,,UST,7,77,10 Yr,,y_bl,-0.008365829185044369
"(1996, 3)",0.10447202159671166,train,5,1,meeting minutes,,UST,7,77,10 Yr,,y_probe,-0.0015442450679800494
"(1996, 5)",0.06203539091945277,train,5,1,meeting minutes,,UST,7,88,10 Yr,,y_bl,-0.015054708954775474
"(1996, 5)",0.06203539091945277,train,5,1,meeting minutes,,UST,7,88,10 Yr,,y_probe,-0.0031867908326983206
"(1996, 7)",0.022305757514299973,train,5,1,meeting minutes,,UST,7,124,10 Yr,,y_bl,-0.020148793781222796
"(1996, 7)",0.022305757514299973,train,5,1,meeting minutes,,UST,7,124,10 Yr,,y_probe,-0.0027915078383462634
"(1996, 8)",-0.03136926366764322,train,5,1,meeting minutes,,UST,7,75,10 Yr,,y_bl,-0.026959524013120788
"(1996, 8)",-0.03136926366764322,train,5,1,meeting minutes,,UST,7,75,10 Yr,,y_probe,-0.0038127266116952043
"(1996, 9)",0.026947738409769422,train,5,1,meeting minutes,,UST,7,91,10 Yr,,y_bl,-0.02575148578694913
"(1996, 9)",0.026947738409769422,train,5,1,meeting minutes,,UST,7,91,10 Yr,,y_probe,-0.005853856568686562
"(1996, 10)",-0.029987254427663146,train,5,1,speech,Chairman Alan Greenspan,UST,7,20,10 Yr,,y_bl,-0.035336080928923624
"(1996, 10)",-0.029987254427663146,train,5,1,speech,Chairman Alan Greenspan,UST,7,20,10 Yr,,y_probe,-0.0012466405090472384
"(1996, 11)",-0.0579645404454726,train,5,1,meeting minutes,,UST,7,82,10 Yr,,y_bl,-0.018063160151763142
"(1996, 11)",-0.0579645404454726,train,5,1,meeting minutes,,UST,7,82,10 Yr,,y_probe,-0.007856553042692355
"(1996, 12)",0.034868825650825185,train,5,1,meeting minutes,,UST,7,67,10 Yr,,y_bl,-0.006570289412058536
"(1996, 12)",0.034868825650825185,train,5,1,meeting minutes,,UST,7,67,10 Yr,,y_probe,-0.004530897933741937
"(1997, 1)",0.02309571479464889,train,5,1,speech,Governor Laurence H. Meyer,UST,7,11,10 Yr,,y_bl,0.0003247468820646831
"(1997, 1)",0.02309571479464889,train,5,1,speech,Governor Laurence H. Meyer,UST,7,11,10 Yr,,y_probe,0.007452609805312051
"(1997, 2)",-0.01843370168883829,train,5,1,meeting minutes,,UST,7,82,10 Yr,,y_bl,-0.007399175652468498
"(1997, 2)",-0.01843370168883829,train,5,1,meeting minutes,,UST,7,82,10 Yr,,y_probe,-0.004498059625307678
"(1997, 3)",0.04546237407675845,train,5,1,meeting minutes,,UST,7,77,10 Yr,,y_bl,-0.00198740101865962
"(1997, 3)",0.04546237407675845,train,5,1,meeting minutes,,UST,7,77,10 Yr,,y_probe,-0.0008524164994455366
"(1997, 4)",0.026317308317373212,train,5,1,speech,Governor Laurence H. Meyer,UST,7,168,10 Yr,,y_bl,-0.00566674234750426
"(1997, 4)",0.026317308317373212,train,5,1,speech,Governor Laurence H. Meyer,UST,7,168,10 Yr,,y_probe,0.006192804969993658
"(1997, 5)",-0.03250695587046226,train,5,1,meeting minutes,,UST,7,85,10 Yr,,y_bl,-0.01979082253007269
"(1997, 5)",-0.03250695587046226,train,5,1,speech,Chairman Alan Greenspan,UST,7,61,10 Yr,,y_bl,-0.01979082253007269
"(1997, 5)",-0.03250695587046226,train,5,1,meeting minutes,,UST,7,85,10 Yr,,y_probe,-0.008010145805553145
"(1997, 5)",-0.03250695587046226,train,5,1,speech,Chairman Alan Greenspan,UST,7,61,10 Yr,,y_probe,0.0022027701628979835
"(1997, 7)",-0.03927380720941799,train,5,1,meeting minutes,,UST,7,116,10 Yr,,y_bl,-0.01604608763210516
