ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,6,meeting minutes,,UST,7,106,10 Yr,y_bl,-0.001580585068517779
"(1996, 1)",0.0,6,meeting minutes,,UST,7,106,10 Yr,y_probe,-0.0009968390778795546
"(1996, 3)",0.10447202159671166,6,meeting minutes,,UST,7,77,10 Yr,y_bl,-0.001580585068517779
"(1996, 3)",0.10447202159671166,6,meeting minutes,,UST,7,77,10 Yr,y_probe,-0.0004809113870790831
"(1996, 5)",0.06203539091945277,6,meeting minutes,,UST,7,88,10 Yr,y_bl,0.001064143664858401
"(1996, 5)",0.06203539091945277,6,meeting minutes,,UST,7,88,10 Yr,y_probe,-0.006019689652996718
"(1996, 7)",0.022305757514299973,6,meeting minutes,,UST,7,124,10 Yr,y_bl,0.016777697098671704
"(1996, 7)",0.022305757514299973,6,meeting minutes,,UST,7,124,10 Yr,y_probe,-0.0019482870092733516
"(1996, 8)",-0.03136926366764322,6,meeting minutes,,UST,7,75,10 Yr,y_bl,0.005002431410779646
"(1996, 8)",-0.03136926366764322,6,meeting minutes,,UST,7,75,10 Yr,y_probe,-0.00031521463605369503
"(1996, 9)",0.026947738409769422,6,meeting minutes,,UST,7,91,10 Yr,y_bl,-0.014940616415295545
"(1996, 9)",0.026947738409769422,6,meeting minutes,,UST,7,91,10 Yr,y_probe,-0.005153518105914666
"(1996, 10)",-0.029987254427663146,6,speech,Chairman Alan Greenspan,UST,7,20,10 Yr,y_bl,-0.03121000135004563
"(1996, 10)",-0.029987254427663146,6,speech,Chairman Alan Greenspan,UST,7,20,10 Yr,y_probe,0.009069362799686745
"(1996, 11)",-0.0579645404454726,6,meeting minutes,,UST,7,82,10 Yr,y_bl,-0.0237786048086825
"(1996, 11)",-0.0579645404454726,6,meeting minutes,,UST,7,82,10 Yr,y_probe,-0.00504624851694572
"(1996, 12)",0.034868825650825185,6,meeting minutes,,UST,7,67,10 Yr,y_bl,0.006604015579746886
"(1996, 12)",0.034868825650825185,6,meeting minutes,,UST,7,67,10 Yr,y_probe,-0.0043075042099720824
"(1997, 1)",0.02309571479464889,6,speech,Governor Laurence H. Meyer,UST,7,11,10 Yr,y_bl,0.013583852136780294
"(1997, 1)",0.02309571479464889,6,speech,Governor Laurence H. Meyer,UST,7,11,10 Yr,y_probe,0.021525763353695347
"(1997, 2)",-0.01843370168883829,6,meeting minutes,,UST,7,82,10 Yr,y_bl,-0.0014565510920111235
"(1997, 2)",-0.01843370168883829,6,meeting minutes,,UST,7,82,10 Yr,y_probe,-0.0033484995778607965
"(1997, 3)",0.04546237407675845,6,meeting minutes,,UST,7,77,10 Yr,y_bl,0.007456648418363717
"(1997, 3)",0.04546237407675845,6,meeting minutes,,UST,7,77,10 Yr,y_probe,-0.0031391227299041036
"(1997, 4)",0.026317308317373212,6,speech,Governor Laurence H. Meyer,UST,7,168,10 Yr,y_bl,0.01835541485316945
