ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1998, 2)",0.00884694492082927,9,meeting minutes,,UST,23,85,1 Yr,y_bl,-0.017745329650686013
"(1998, 2)",0.00884694492082927,9,meeting minutes,,UST,23,85,1 Yr,y_probe,0.0049349983865898915
"(1998, 3)",0.01993631462488802,9,meeting minutes,,UST,23,84,1 Yr,y_bl,0.0020647724941922707
"(1998, 3)",0.01993631462488802,9,speech,Governor Laurence H. Meyer,UST,23,176,1 Yr,y_bl,0.0020647724941922707
"(1998, 3)",0.01993631462488802,9,meeting minutes,,UST,23,84,1 Yr,y_probe,0.009729993110110104
"(1998, 3)",0.01993631462488802,9,speech,Governor Laurence H. Meyer,UST,23,176,1 Yr,y_probe,0.022874098103514793
"(1998, 4)",-0.0048374651621134745,9,speech,Governor Laurence H. Meyer,UST,23,67,1 Yr,y_bl,0.05679035357456746
"(1998, 4)",-0.0048374651621134745,9,speech,Governor Laurence H. Meyer,UST,23,67,1 Yr,y_probe,0.029426647692693646
"(1998, 5)",0.02226437049739971,9,meeting minutes,,UST,23,94,1 Yr,y_bl,-0.013621781306343457
"(1998, 5)",0.02226437049739971,9,meeting minutes,,UST,23,94,1 Yr,y_probe,0.015876053251534083
"(1998, 6)",-0.012927234501458162,9,meeting minutes,,UST,23,111,1 Yr,y_bl,0.0028341104979866744
"(1998, 6)",-0.012927234501458162,9,meeting minutes,,UST,23,111,1 Yr,y_probe,0.008804231473685356
"(1998, 7)",-0.009337135995939327,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,81,1 Yr,y_bl,-0.07479363006148783
"(1998, 7)",-0.009337135995939327,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,81,1 Yr,y_probe,0.023868136389308153
"(1998, 8)",-0.013220211428133899,9,meeting minutes,,UST,23,81,1 Yr,y_bl,0.0046193549990885
"(1998, 8)",-0.013220211428133899,9,meeting minutes,,UST,23,81,1 Yr,y_probe,0.008282899181688404
"(1998, 9)",-0.1494090872546749,9,meeting minutes,,UST,23,80,1 Yr,y_bl,0.006840961486096897
"(1998, 9)",-0.1494090872546749,9,meeting minutes,,UST,23,80,1 Yr,y_probe,-0.023212476209663758
"(1998, 10)",-0.08041069295827613,9,speech,Governor Laurence H. Meyer,UST,23,100,1 Yr,y_bl,0.013530782742479383
"(1998, 10)",-0.08041069295827613,9,speech,Governor Laurence H. Meyer,UST,23,100,1 Yr,y_probe,0.011975406382959802
"(1998, 11)",0.0782007473074735,9,meeting minutes,,UST,23,82,1 Yr,y_bl,-0.009896243366187227
"(1998, 11)",0.0782007473074735,9,meeting minutes,,UST,23,82,1 Yr,y_probe,-0.01014328812688499
"(1998, 12)",0.008810629682155513,9,meeting minutes,,UST,23,72,1 Yr,y_bl,-0.012292308344279329
"(1998, 12)",0.008810629682155513,9,meeting minutes,,UST,23,72,1 Yr,y_probe,-0.0008852482849774854
"(1999, 1)",-0.022173857494322435,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,51,1 Yr,y_bl,-0.030466386789440955
"(1999, 1)",-0.022173857494322435,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,51,1 Yr,y_probe,0.030395093595094305
"(1999, 2)",0.058685934812218635,9,meeting minutes,,UST,23,89,1 Yr,y_bl,-0.010585578098918313
"(1999, 2)",0.058685934812218635,9,speech,Governor Laurence H. Meyer,UST,23,98,1 Yr,y_bl,-0.010585578098918313
"(1999, 2)",0.058685934812218635,9,meeting minutes,,UST,23,89,1 Yr,y_probe,0.008693300734384084
"(1999, 2)",0.058685934812218635,9,speech,Governor Laurence H. Meyer,UST,23,98,1 Yr,y_probe,0.014851435375947552
"(1999, 3)",-0.0024329122630024624,9,meeting minutes,,UST,23,80,1 Yr,y_bl,0.016494467336561885
"(1999, 3)",-0.0024329122630024624,9,meeting minutes,,UST,23,80,1 Yr,y_probe,0.015236424882653355
"(1999, 4)",-0.014941579998200671,9,speech,Governor Laurence H. Meyer,UST,23,99,1 Yr,y_bl,-0.010244150561427807
"(1999, 4)",-0.014941579998200671,9,speech,Governor Laurence H. Meyer,UST,23,99,1 Yr,y_probe,0.0018396721273730334
"(1999, 5)",0.04368272319907464,9,meeting minutes,,UST,23,72,1 Yr,y_bl,-0.0015362853144449788
"(1999, 5)",0.04368272319907464,9,speech,Vice Chair Alice M. Rivlin,UST,23,41,1 Yr,y_bl,-0.0015362853144449788
"(1999, 5)",0.04368272319907464,9,meeting minutes,,UST,23,72,1 Yr,y_probe,0.021418828673769073
"(1999, 5)",0.04368272319907464,9,speech,Vice Chair Alice M. Rivlin,UST,23,41,1 Yr,y_probe,-0.0031183773747521454
"(1999, 6)",0.059591271046068976,9,meeting minutes,,UST,23,112,1 Yr,y_bl,-0.026652353894100953
"(1999, 6)",0.059591271046068976,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,56,1 Yr,y_bl,-0.026652353894100953
"(1999, 6)",0.059591271046068976,9,meeting minutes,,UST,23,112,1 Yr,y_probe,0.017926897753808346
"(1999, 6)",0.059591271046068976,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,56,1 Yr,y_probe,0.036057023482077635
"(1999, 8)",0.007446138333835049,9,meeting minutes,,UST,23,82,1 Yr,y_bl,0.029871699444141468
"(1999, 8)",0.007446138333835049,9,speech,Chairman Alan Greenspan,UST,23,28,1 Yr,y_bl,0.029871699444141468
"(1999, 8)",0.007446138333835049,9,meeting minutes,,UST,23,82,1 Yr,y_probe,0.014078931495081477
"(1999, 8)",0.007446138333835049,9,speech,Chairman Alan Greenspan,UST,23,28,1 Yr,y_probe,0.018755498780686896
"(1999, 9)",0.016510636747734682,9,speech,Governor Laurence H. Meyer,UST,23,135,1 Yr,y_bl,-0.02817207232299729
"(1999, 9)",0.016510636747734682,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,79,1 Yr,y_bl,-0.02817207232299729
"(1999, 9)",0.016510636747734682,9,speech,Governor Laurence H. Meyer,UST,23,135,1 Yr,y_probe,0.02966679042823277
"(1999, 9)",0.016510636747734682,9,speech,"Governor Roger W. Ferguson, Jr.",UST,23,79,1 Yr,y_probe,0.012182978696592878
"(1999, 10)",0.019440247718804957,9,meeting minutes,,UST,23,76,1 Yr,y_bl,-0.006085331427152133
"(1999, 10)",0.019440247718804957,9,speech,Chairman Alan Greenspan,UST,23,53,1 Yr,y_bl,-0.006085331427152133
"(1999, 10)",0.019440247718804957,9,speech,Governor Laurence H. Meyer,UST,23,229,1 Yr,y_bl,-0.006085331427152133
"(1999, 10)",0.019440247718804957,9,meeting minutes,,UST,23,76,1 Yr,y_probe,0.011650938316615513
"(1999, 10)",0.019440247718804957,9,speech,Chairman Alan Greenspan,UST,23,53,1 Yr,y_probe,0.026319754775079612
"(1999, 10)",0.019440247718804957,9,speech,Governor Laurence H. Meyer,UST,23,229,1 Yr,y_probe,0.0038050794001358444
"(1999, 11)",0.026782170236214684,9,meeting minutes,,UST,23,79,1 Yr,y_bl,0.05350177937785232
"(1999, 11)",0.026782170236214684,9,speech,Chairman Alan Greenspan,UST,23,23,1 Yr,y_bl,0.05350177937785232
"(1999, 11)",0.026782170236214684,9,meeting minutes,,UST,23,79,1 Yr,y_probe,0.018358822763625587
"(1999, 11)",0.026782170236214684,9,speech,Chairman Alan Greenspan,UST,23,23,1 Yr,y_probe,0.007072003422693979
"(1999, 12)",0.0762046025075068,9,meeting minutes,,UST,23,72,1 Yr,y_bl,-0.013654176845569677
"(1999, 12)",0.0762046025075068,9,meeting minutes,,UST,23,72,1 Yr,y_probe,0.023828109570269054
"(2000, 1)",0.023210680814978173,9,speech,Governor Edward M. Gramlich,UST,23,161,1 Yr,y_bl,-0.004350339810657403
"(2000, 1)",0.023210680814978173,9,speech,Governor Laurence H. Meyer,UST,23,83,1 Yr,y_bl,-0.004350339810657403
"(2000, 1)",0.023210680814978173,9,speech,Governor Edward M. Gramlich,UST,23,161,1 Yr,y_probe,0.023221230965687102
"(2000, 1)",0.023210680814978173,9,speech,Governor Laurence H. Meyer,UST,23,83,1 Yr,y_probe,0.023021849298407508
"(2000, 2)",0.023130187416580503,9,meeting minutes,,UST,23,98,1 Yr,y_bl,0.024504282308049238
"(2000, 2)",0.023130187416580503,9,speech,Governor Laurence H. Meyer,UST,23,77,1 Yr,y_bl,0.024504282308049238
"(2000, 2)",0.023130187416580503,9,meeting minutes,,UST,23,98,1 Yr,y_probe,0.01906854630899815
"(2000, 2)",0.023130187416580503,9,speech,Governor Laurence H. Meyer,UST,23,77,1 Yr,y_probe,0.020518971500774377
"(2000, 3)",-0.011835051273666455,9,meeting minutes,,UST,23,62,1 Yr,y_bl,0.013445210914077741
"(2000, 3)",-0.011835051273666455,9,speech,Governor Laurence H. Meyer,UST,23,84,1 Yr,y_bl,0.013445210914077741
"(2000, 3)",-0.011835051273666455,9,meeting minutes,,UST,23,62,1 Yr,y_probe,0.025484278584138705
"(2000, 3)",-0.011835051273666455,9,speech,Governor Laurence H. Meyer,UST,23,84,1 Yr,y_probe,0.019965928641832963
"(2000, 4)",-0.001802395517196071,9,speech,Chairman Alan Greenspan,UST,23,22,1 Yr,y_bl,-0.010968947660991081
"(2000, 4)",-0.001802395517196071,9,speech,Governor Laurence H. Meyer,UST,23,135,1 Yr,y_bl,-0.010968947660991081
"(2000, 4)",-0.001802395517196071,9,speech,Chairman Alan Greenspan,UST,23,22,1 Yr,y_probe,0.017340202946929652
"(2000, 4)",-0.001802395517196071,9,speech,Governor Laurence H. Meyer,UST,23,135,1 Yr,y_probe,0.030737531002055653
"(2000, 5)",0.041502836966219814,9,meeting minutes,,UST,23,67,1 Yr,y_bl,0.016596828801543867
"(2000, 5)",0.041502836966219814,9,meeting minutes,,UST,23,67,1 Yr,y_probe,0.039285257802820994
"(2000, 6)",-0.03552909001841963,9,meeting minutes,,UST,23,74,1 Yr,y_bl,0.004035091199193474
"(2000, 6)",-0.03552909001841963,9,speech,Governor Laurence H. Meyer,UST,23,142,1 Yr,y_bl,0.004035091199193474
"(2000, 6)",-0.03552909001841963,9,meeting minutes,,UST,23,74,1 Yr,y_probe,0.01001990340614168
"(2000, 6)",-0.03552909001841963,9,speech,Governor Laurence H. Meyer,UST,23,142,1 Yr,y_probe,0.03594535687502805
"(2000, 8)",-0.0009254975209473937,9,meeting minutes,,UST,23,78,1 Yr,y_bl,-0.0012934324173612532
"(2000, 8)",-0.0009254975209473937,9,meeting minutes,,UST,23,78,1 Yr,y_probe,0.010527156027450219
"(2000, 10)",-0.036394306911047246,9,meeting minutes,,UST,23,65,1 Yr,y_bl,0.017618508160491896
"(2000, 10)",-0.036394306911047246,9,speech,Chairman Alan Greenspan,UST,23,57,1 Yr,y_bl,0.017618508160491896
"(2000, 10)",-0.036394306911047246,9,speech,Governor Laurence H. Meyer,UST,23,346,1 Yr,y_bl,0.017618508160491896
"(2000, 10)",-0.036394306911047246,9,meeting minutes,,UST,23,65,1 Yr,y_probe,-0.0006024972649577409
"(2000, 10)",-0.036394306911047246,9,speech,Chairman Alan Greenspan,UST,23,57,1 Yr,y_probe,0.0172119346757416
"(2000, 10)",-0.036394306911047246,9,speech,Governor Laurence H. Meyer,UST,23,346,1 Yr,y_probe,0.00818330171334118
"(2000, 11)",0.020114781938236792,9,meeting minutes,,UST,23,77,1 Yr,y_bl,-0.009039654290258565
"(2000, 11)",0.020114781938236792,9,meeting minutes,,UST,23,77,1 Yr,y_probe,0.0016550753579644454
"(2000, 12)",-0.07780354980916829,9,meeting minutes,,UST,23,70,1 Yr,y_bl,-0.0010670768647142676
"(2000, 12)",-0.07780354980916829,9,speech,Chairman Alan Greenspan,UST,23,1,1 Yr,y_bl,-0.0010670768647142676
"(2000, 12)",-0.07780354980916829,9,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,23,57,1 Yr,y_bl,-0.0010670768647142676
"(2000, 12)",-0.07780354980916829,9,meeting minutes,,UST,23,70,1 Yr,y_probe,-0.027595948722869773
"(2000, 12)",-0.07780354980916829,9,speech,Chairman Alan Greenspan,UST,23,1,1 Yr,y_probe,0.005469820805340998
"(2000, 12)",-0.07780354980916829,9,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,23,57,1 Yr,y_probe,0.014662731883706424
"(2001, 1)",-0.20450627733870178,9,meeting minutes,,UST,23,65,1 Yr,y_bl,-0.006090845770209613
"(2001, 1)",-0.20450627733870178,9,meeting minutes,,UST,23,65,1 Yr,y_probe,-0.02680960778798209
"(2001, 2)",0.036290001405200556,9,speech,Governor Edward M. Gramlich,UST,23,124,1 Yr,y_bl,-0.004343431131562814
"(2001, 2)",0.036290001405200556,9,speech,Governor Edward M. Gramlich,UST,23,124,1 Yr,y_probe,0.011785617500653801
"(2001, 3)",-0.13203505836358334,9,meeting minutes,,UST,23,47,1 Yr,y_bl,-0.02768125275864959
"(2001, 3)",-0.13203505836358334,9,meeting minutes,,UST,23,47,1 Yr,y_probe,-0.02978794604469731
"(2001, 5)",-0.09859197591911562,9,meeting minutes,,UST,23,66,1 Yr,y_bl,-0.03594413653867557
"(2001, 5)",-0.09859197591911562,9,speech,Governor Laurence H. Meyer,UST,23,59,1 Yr,y_bl,-0.03594413653867557
"(2001, 5)",-0.09859197591911562,9,meeting minutes,,UST,23,66,1 Yr,y_probe,-0.02212990041238532
"(2001, 5)",-0.09859197591911562,9,speech,Governor Laurence H. Meyer,UST,23,59,1 Yr,y_probe,0.017107409844684073
"(2001, 6)",-0.05697927589839569,9,meeting minutes,,UST,23,78,1 Yr,y_bl,-0.0677148481573934
"(2001, 6)",-0.05697927589839569,9,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,23,52,1 Yr,y_bl,-0.0677148481573934
"(2001, 6)",-0.05697927589839569,9,meeting minutes,,UST,23,78,1 Yr,y_probe,-0.03088870588648405
"(2001, 6)",-0.05697927589839569,9,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,23,52,1 Yr,y_probe,0.003234589509573269
"(2001, 7)",0.014428663190234836,9,speech,Governor Laurence H. Meyer,UST,23,259,1 Yr,y_bl,0.0015869401949875175
"(2001, 7)",0.014428663190234836,9,speech,Governor Laurence H. Meyer,UST,23,259,1 Yr,y_probe,0.01861898680444316
"(2001, 8)",-0.06252035698133276,9,meeting minutes,,UST,23,52,1 Yr,y_bl,-0.016995667142328957
"(2001, 8)",-0.06252035698133276,9,meeting minutes,,UST,23,52,1 Yr,y_probe,-0.04405027296131566
"(2001, 10)",-0.3410702175314373,9,meeting minutes,,UST,23,56,1 Yr,y_bl,-0.0478082597847197
"(2001, 10)",-0.3410702175314373,9,speech,Chairman Alan Greenspan,UST,23,25,1 Yr,y_bl,-0.0478082597847197
"(2001, 10)",-0.3410702175314373,9,speech,Governor Laurence H. Meyer,UST,23,28,1 Yr,y_bl,-0.0478082597847197
"(2001, 10)",-0.3410702175314373,9,meeting minutes,,UST,23,56,1 Yr,y_probe,-0.06693199732946965
"(2001, 10)",-0.3410702175314373,9,speech,Chairman Alan Greenspan,UST,23,25,1 Yr,y_probe,0.01192693166186233
"(2001, 10)",-0.3410702175314373,9,speech,Governor Laurence H. Meyer,UST,23,28,1 Yr,y_probe,-0.007419723385179786
"(2001, 11)",-0.18322333363594148,9,meeting minutes,,UST,23,49,1 Yr,y_bl,-0.056777838168400575
"(2001, 11)",-0.18322333363594148,9,speech,Governor Edward M. Gramlich,UST,23,59,1 Yr,y_bl,-0.056777838168400575
"(2001, 11)",-0.18322333363594148,9,meeting minutes,,UST,23,49,1 Yr,y_probe,-0.05523734521378678
"(2001, 11)",-0.18322333363594148,9,speech,Governor Edward M. Gramlich,UST,23,59,1 Yr,y_probe,0.00831341017808105
"(2001, 12)",0.09456598575432774,9,meeting minutes,,UST,23,58,1 Yr,y_bl,-0.09021698868941382
"(2001, 12)",0.09456598575432774,9,speech,Governor Laurence H. Meyer,UST,23,118,1 Yr,y_bl,-0.09021698868941382
"(2001, 12)",0.09456598575432774,9,meeting minutes,,UST,23,58,1 Yr,y_probe,-0.05007327760492329
"(2001, 12)",0.09456598575432774,9,speech,Governor Laurence H. Meyer,UST,23,118,1 Yr,y_probe,0.011618205694223822
"(2002, 1)",0.004238484578380053,9,meeting minutes,,UST,23,69,1 Yr,y_bl,-0.10242836891414919
"(2002, 1)",0.004238484578380053,9,meeting minutes,,UST,23,69,1 Yr,y_probe,-0.021469479987342294
"(2002, 3)",0.157348635862575,9,meeting minutes,,UST,23,56,1 Yr,y_bl,0.0048029334031627
"(2002, 3)",0.157348635862575,9,meeting minutes,,UST,23,56,1 Yr,y_probe,0.0005175125046309696
"(2002, 5)",-0.13957038984129147,9,meeting minutes,,UST,23,57,1 Yr,y_bl,0.01429393683197769
"(2002, 5)",-0.13957038984129147,9,meeting minutes,,UST,23,57,1 Yr,y_probe,-0.011473002506093195
"(2002, 6)",-0.10194003834299388,9,meeting minutes,,UST,23,56,1 Yr,y_bl,-0.05390683178084013
"(2002, 6)",-0.10194003834299388,9,meeting minutes,,UST,23,56,1 Yr,y_probe,0.004317873243104496
"(2002, 8)",-0.18721154208814567,9,meeting minutes,,UST,23,55,1 Yr,y_bl,-0.013897212698975906
"(2002, 8)",-0.18721154208814567,9,meeting minutes,,UST,23,55,1 Yr,y_probe,-0.02293401866844458
"(2002, 9)",-0.011834457647003749,9,meeting minutes,,UST,23,57,1 Yr,y_bl,-0.05190644313449981
"(2002, 9)",-0.011834457647003749,9,meeting minutes,,UST,23,57,1 Yr,y_probe,-0.024376124275014035
"(2002, 10)",0.06064510925684018,9,speech,Chairman Alan Greenspan,UST,23,47,1 Yr,y_bl,-0.008201242235785059
"(2002, 10)",0.06064510925684018,9,speech,Governor Ben S. Bernanke,UST,23,107,1 Yr,y_bl,-0.008201242235785059
"(2002, 10)",0.06064510925684018,9,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,23,55,1 Yr,y_bl,-0.008201242235785059
"(2002, 10)",0.06064510925684018,9,speech,Chairman Alan Greenspan,UST,23,47,1 Yr,y_probe,-0.001445025240412982
"(2002, 10)",0.06064510925684018,9,speech,Governor Ben S. Bernanke,UST,23,107,1 Yr,y_probe,0.02693978561361738
"(2002, 10)",0.06064510925684018,9,speech,"Vice Chairman Roger W. Ferguson, Jr.",UST,23,55,1 Yr,y_probe,-0.006161745301659208
"(2002, 11)",-0.18281952964040288,9,meeting minutes,,UST,23,55,1 Yr,y_bl,-0.008239936241740973
"(2002, 11)",-0.18281952964040288,9,speech,Governor Donald L. Kohn,UST,23,29,1 Yr,y_bl,-0.008239936241740973
"(2002, 11)",-0.18281952964040288,9,meeting minutes,,UST,23,55,1 Yr,y_probe,-0.03037879968156283
"(2002, 11)",-0.18281952964040288,9,speech,Governor Donald L. Kohn,UST,23,29,1 Yr,y_probe,-0.009193090513613358
"(2002, 12)",-0.05018641910136708,9,meeting minutes,,UST,23,50,1 Yr,y_bl,0.04022175061185923
"(2002, 12)",-0.05018641910136708,9,speech,Chairman Alan Greenspan,UST,23,70,1 Yr,y_bl,0.04022175061185923
"(2002, 12)",-0.05018641910136708,9,meeting minutes,,UST,23,50,1 Yr,y_probe,-0.021636366472349233
"(2002, 12)",-0.05018641910136708,9,speech,Chairman Alan Greenspan,UST,23,70,1 Yr,y_probe,-0.011129441000108356
"(2003, 1)",-0.0402335861478811,9,meeting minutes,,UST,23,48,1 Yr,y_bl,-0.07751919890545404
"(2003, 1)",-0.0402335861478811,9,meeting minutes,,UST,23,48,1 Yr,y_probe,0.003148927497645152
"(2003, 2)",-0.027433267048842438,9,speech,Governor Ben S. Bernanke,UST,23,147,1 Yr,y_bl,0.02248641401384396
"(2003, 2)",-0.027433267048842438,9,speech,"Vice Chairman Roger W. Ferguson, Jr",UST,23,73,1 Yr,y_bl,0.02248641401384396
"(2003, 2)",-0.027433267048842438,9,speech,Governor Ben S. Bernanke,UST,23,147,1 Yr,y_probe,0.010041077921425884
"(2003, 2)",-0.027433267048842438,9,speech,"Vice Chairman Roger W. Ferguson, Jr",UST,23,73,1 Yr,y_probe,-0.0027628635005570753
"(2003, 3)",-0.010975368799308613,9,meeting minutes,,UST,23,48,1 Yr,y_bl,-0.03365287285015695
"(2003, 3)",-0.010975368799308613,9,speech,Governor Ben S. Bernanke,UST,23,115,1 Yr,y_bl,-0.03365287285015695
"(2003, 3)",-0.010975368799308613,9,speech,Governor Donald L. Kohn,UST,23,130,1 Yr,y_bl,-0.03365287285015695
"(2003, 3)",-0.010975368799308613,9,meeting minutes,,UST,23,48,1 Yr,y_probe,-0.007790780162944278
"(2003, 3)",-0.010975368799308613,9,speech,Governor Ben S. Bernanke,UST,23,115,1 Yr,y_probe,0.009054859401327789
"(2003, 3)",-0.010975368799308613,9,speech,Governor Donald L. Kohn,UST,23,130,1 Yr,y_probe,0.02465964960968705
"(2003, 5)",-0.11410227646295314,9,meeting minutes,,UST,23,60,1 Yr,y_bl,-0.08460848782367228
"(2003, 5)",-0.11410227646295314,9,speech,Governor Mark W. Olson,UST,23,46,1 Yr,y_bl,-0.08460848782367228
"(2003, 5)",-0.11410227646295314,9,meeting minutes,,UST,23,60,1 Yr,y_probe,-0.01569576977514868
"(2003, 5)",-0.11410227646295314,9,speech,Governor Mark W. Olson,UST,23,46,1 Yr,y_probe,-0.009889541536972813
