ym,y,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,meeting minutes,,PPI,24,106,,y_bl,0.002063593007080123
"(1996, 1)",0.0,meeting minutes,,PPI,24,106,,y_probe,0.001095416882541352
"(1996, 3)",0.0007914523563119502,meeting minutes,,PPI,24,77,,y_bl,0.002063593007080123
"(1996, 3)",0.0007914523563119502,meeting minutes,,PPI,24,77,,y_probe,0.002166088451125414
"(1996, 5)",0.013359727189931725,meeting minutes,,PPI,24,88,,y_bl,0.002325372566301518
"(1996, 5)",0.013359727189931725,meeting minutes,,PPI,24,88,,y_probe,0.0030178883432856493
"(1996, 7)",-0.0007809449830720183,meeting minutes,,PPI,24,124,,y_bl,0.006532502491908025
"(1996, 7)",-0.0007809449830720183,meeting minutes,,PPI,24,124,,y_probe,0.0018481216885453636
"(1996, 8)",0.002341007701973652,meeting minutes,,PPI,24,75,,y_bl,0.0027163206123166175
"(1996, 8)",0.002341007701973652,meeting minutes,,PPI,24,75,,y_probe,0.00161515451802938
"(1996, 9)",-0.0007797271350211687,meeting minutes,,PPI,24,91,,y_bl,0.0037441996787559747
"(1996, 9)",-0.0007797271350211687,speech,Governor Laurence H. Meyer,PPI,24,76,,y_bl,0.0037441996787559747
"(1996, 9)",-0.0007797271350211687,meeting minutes,,PPI,24,91,,y_probe,0.0023241914806929036
"(1996, 9)",-0.0007797271350211687,speech,Governor Laurence H. Meyer,PPI,24,76,,y_probe,0.004998067249035731
"(1996, 10)",-0.0015612805669524832,speech,Chairman Alan Greenspan,PPI,24,20,,y_bl,-0.0007574434554338835
"(1996, 10)",-0.0015612805669524832,speech,Chairman Alan Greenspan,PPI,24,20,,y_probe,0.0036653152830837636
"(1996, 11)",0.0015612805669524832,meeting minutes,,PPI,24,82,,y_bl,0.0018474809906068234
"(1996, 11)",0.0015612805669524832,meeting minutes,,PPI,24,82,,y_probe,0.00213798205949406
"(1996, 12)",0.006995753366027202,meeting minutes,,PPI,24,67,,y_bl,0.0019526166766578091
"(1996, 12)",0.006995753366027202,meeting minutes,,PPI,24,67,,y_probe,0.002358198712908843
"(1997, 1)",0.004636793469801503,speech,Governor Laurence H. Meyer,PPI,24,11,,y_bl,0.004500697790576091
"(1997, 1)",0.004636793469801503,speech,Governor Laurence H. Meyer,PPI,24,11,,y_probe,0.004557960640779659
"(1997, 2)",-0.009295186987123394,meeting minutes,,PPI,24,82,,y_bl,0.0044790532859328306
"(1997, 2)",-0.009295186987123394,meeting minutes,,PPI,24,82,,y_probe,0.002674174004098809
"(1997, 3)",-0.009382398771913714,meeting minutes,,PPI,24,77,,y_bl,-0.0004442581557195684
"(1997, 3)",-0.009382398771913714,meeting minutes,,PPI,24,77,,y_probe,0.002539986154178439
"(1997, 4)",-0.0023594191047697777,speech,Governor Laurence H. Meyer,PPI,24,168,,y_bl,-0.0026272831483380205
"(1997, 4)",-0.0023594191047697777,speech,Governor Laurence H. Meyer,PPI,24,168,,y_probe,0.004187057222235753
"(1997, 5)",0.0031446566794715025,meeting minutes,,PPI,24,85,,y_bl,-0.0010027620716429732
"(1997, 5)",0.0031446566794715025,speech,Chairman Alan Greenspan,PPI,24,61,,y_bl,-0.0010027620716429732
"(1997, 5)",0.0031446566794715025,meeting minutes,,PPI,24,85,,y_probe,0.0027899327623421453
"(1997, 5)",0.0031446566794715025,speech,Chairman Alan Greenspan,PPI,24,61,,y_probe,0.004198321551520164
"(1997, 7)",-0.003932368417721044,meeting minutes,,PPI,24,116,,y_bl,0.004014308484172429
"(1997, 7)",-0.003932368417721044,meeting minutes,,PPI,24,116,,y_probe,0.002312538947780083
"(1997, 8)",0.002361276185680161,meeting minutes,,PPI,24,74,,y_bl,0.002623785183194455
"(1997, 8)",0.002361276185680161,meeting minutes,,PPI,24,74,,y_probe,0.0021038954789070786
"(1997, 9)",0.00235571369245946,meeting minutes,,PPI,24,72,,y_bl,0.0033250382646475025
"(1997, 9)",0.00235571369245946,speech,Chairman Alan Greenspan,PPI,24,83,,y_bl,0.0033250382646475025
"(1997, 9)",0.00235571369245946,speech,Governor Laurence H. Meyer,PPI,24,127,,y_bl,0.0033250382646475025
"(1997, 9)",0.00235571369245946,meeting minutes,,PPI,24,72,,y_probe,0.002377330524367175
"(1997, 9)",0.00235571369245946,speech,Chairman Alan Greenspan,PPI,24,83,,y_probe,0.004463139441572169
"(1997, 9)",0.00235571369245946,speech,Governor Laurence H. Meyer,PPI,24,127,,y_probe,0.004610893605601633
"(1997, 10)",0.0023501773449527974,speech,Governor Laurence H. Meyer,PPI,24,135,,y_bl,0.002041818886290856
"(1997, 10)",0.0023501773449527974,speech,Governor Laurence H. Meyer,PPI,24,135,,y_probe,0.004348223820979229
"(1997, 11)",0.0007821666413629913,meeting minutes,,PPI,24,76,,y_bl,0.003965473167930721
"(1997, 11)",0.0007821666413629913,speech,Chairman Alan Greenspan,PPI,24,83,,y_bl,0.003965473167930721
"(1997, 11)",0.0007821666413629913,meeting minutes,,PPI,24,76,,y_probe,0.002249312480664157
"(1997, 11)",0.0007821666413629913,speech,Chairman Alan Greenspan,PPI,24,83,,y_probe,0.0031019628587357125
"(1997, 12)",-0.008637666581671866,meeting minutes,,PPI,24,73,,y_bl,0.0021994281920083574
"(1997, 12)",-0.008637666581671866,speech,Chairman Alan Greenspan,PPI,24,39,,y_bl,0.0021994281920083574
"(1997, 12)",-0.008637666581671866,meeting minutes,,PPI,24,73,,y_probe,0.0010643270021059
"(1997, 12)",-0.008637666581671866,speech,Chairman Alan Greenspan,PPI,24,39,,y_probe,0.002211007596952347
"(1998, 1)",-0.011102413804304767,speech,Chairman Alan Greenspan,PPI,24,94,,y_bl,-0.0010148118470812064
"(1998, 1)",-0.011102413804304767,speech,Governor Laurence H. Meyer,PPI,24,135,,y_bl,-0.0010148118470812064
"(1998, 1)",-0.011102413804304767,speech,Chairman Alan Greenspan,PPI,24,94,,y_probe,0.0028901280431009755
"(1998, 1)",-0.011102413804304767,speech,Governor Laurence H. Meyer,PPI,24,135,,y_probe,0.00352936951634502
"(1998, 2)",-0.0031948908965189204,meeting minutes,,PPI,24,85,,y_bl,-0.002555412008437314
"(1998, 2)",-0.0031948908965189204,meeting minutes,,PPI,24,85,,y_probe,0.0013405876770096632
"(1998, 3)",-0.0024028846163108852,meeting minutes,,PPI,24,84,,y_bl,-0.0005696605664772582
"(1998, 3)",-0.0024028846163108852,speech,Governor Laurence H. Meyer,PPI,24,176,,y_bl,-0.0005696605664772582
"(1998, 3)",-0.0024028846163108852,meeting minutes,,PPI,24,84,,y_probe,0.0021370419696681675
"(1998, 3)",-0.0024028846163108852,speech,Governor Laurence H. Meyer,PPI,24,176,,y_probe,0.004380967714618135
"(1998, 4)",0.001602564445541077,speech,Governor Laurence H. Meyer,PPI,24,67,,y_bl,0.0018530982962510953
"(1998, 4)",0.001602564445541077,speech,Governor Laurence H. Meyer,PPI,24,67,,y_probe,0.004733863476859453
"(1998, 5)",0.001600000341333896,meeting minutes,,PPI,24,94,,y_bl,0.004374695354694989
"(1998, 5)",0.001600000341333896,meeting minutes,,PPI,24,94,,y_probe,0.002503560887628053
