ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,20,106,,128,y_bl,0.0024560723092352413
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,20,106,,128,y_probe,0.0020842750949196945
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,20,77,,128,y_bl,0.0024560723092352413
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,20,77,,128,y_probe,0.0021635884186318767
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,20,88,,128,y_bl,0.0037690434744508125
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,20,88,,128,y_probe,0.0023732397521916042
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,20,124,,128,y_bl,0.0032827464939015547
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,20,124,,128,y_probe,0.002292334375952748
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,20,75,,128,y_bl,0.0028039742349685653
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,20,75,,128,y_probe,0.0022708479596877983
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,20,91,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,20,76,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,20,91,,128,y_probe,0.002340393223486392
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,20,76,,128,y_probe,0.0024712499014266304
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,20,20,,128,y_bl,0.0016914811497996231
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,20,20,,128,y_probe,0.0023635235255464538
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,20,82,,128,y_bl,0.0019053698311793784
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,20,82,,128,y_probe,0.0022243375572629253
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,20,67,,128,y_bl,0.002594639077502453
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,20,67,,128,y_probe,0.002282017838561042
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,20,11,,128,y_bl,0.001944447418225399
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,20,11,,128,y_probe,0.0021503122102636417
