ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,9,meeting minutes,,UST,2,106,1 Yr,y_bl,-0.0012821050149483871
"(1996, 1)",0.0,9,meeting minutes,,UST,2,106,1 Yr,y_probe,4.569460578698139e-5
"(1996, 3)",0.07725848313712999,9,meeting minutes,,UST,2,77,1 Yr,y_bl,-0.0012821050149483871
"(1996, 3)",0.07725848313712999,9,meeting minutes,,UST,2,77,1 Yr,y_probe,0.0012954014093589955
"(1996, 5)",0.03470667976550024,9,meeting minutes,,UST,2,88,1 Yr,y_bl,0.0006555200162295681
"(1996, 5)",0.03470667976550024,9,meeting minutes,,UST,2,88,1 Yr,y_probe,0.006835409708318808
"(1996, 7)",0.04046286361318216,9,meeting minutes,,UST,2,124,1 Yr,y_bl,0.0098750349052869
"(1996, 7)",0.04046286361318216,9,meeting minutes,,UST,2,124,1 Yr,y_probe,0.00975762518862175
"(1996, 8)",-0.031526253646772605,9,meeting minutes,,UST,2,75,1 Yr,y_bl,0.016109508024539934
"(1996, 8)",-0.031526253646772605,9,meeting minutes,,UST,2,75,1 Yr,y_probe,0.0032149527218639485
"(1996, 9)",0.0193838668210482,9,meeting minutes,,UST,2,91,1 Yr,y_bl,0.005259963047065548
"(1996, 9)",0.0193838668210482,9,meeting minutes,,UST,2,91,1 Yr,y_probe,0.0038032396559585045
"(1996, 10)",-0.02652675433342977,9,speech,Chairman Alan Greenspan,UST,2,20,1 Yr,y_bl,0.2617486275226775
"(1996, 10)",-0.02652675433342977,9,speech,Chairman Alan Greenspan,UST,2,20,1 Yr,y_probe,0.013149046112213864
"(1996, 11)",-0.029092960941664543,9,meeting minutes,,UST,2,82,1 Yr,y_bl,0.0016360775108462773
"(1996, 11)",-0.029092960941664543,9,meeting minutes,,UST,2,82,1 Yr,y_probe,0.001658342550955428
"(1996, 12)",0.01646880771326753,9,meeting minutes,,UST,2,67,1 Yr,y_bl,0.0115965971637629
"(1996, 12)",0.01646880771326753,9,meeting minutes,,UST,2,67,1 Yr,y_probe,0.0009383196487153777
"(1997, 1)",0.017986096369782656,9,speech,Governor Laurence H. Meyer,UST,2,11,1 Yr,y_bl,0.005786455803791818
"(1997, 1)",0.017986096369782656,9,speech,Governor Laurence H. Meyer,UST,2,11,1 Yr,y_probe,0.0038199495153305755
"(1997, 2)",-0.012556218775412686,9,meeting minutes,,UST,2,82,1 Yr,y_bl,0.0032393889037532235
"(1997, 2)",-0.012556218775412686,9,meeting minutes,,UST,2,82,1 Yr,y_probe,0.004856201316300479
"(1997, 3)",0.0646513306588133,9,meeting minutes,,UST,2,77,1 Yr,y_bl,0.011549394455598777
"(1997, 3)",0.0646513306588133,9,meeting minutes,,UST,2,77,1 Yr,y_probe,0.001764372555070823
"(1997, 4)",0.02341244062474157,9,speech,Governor Laurence H. Meyer,UST,2,168,1 Yr,y_bl,0.08585816441364366
"(1997, 4)",0.02341244062474157,9,speech,Governor Laurence H. Meyer,UST,2,168,1 Yr,y_probe,0.029157752310638257
"(1997, 5)",-0.029935518451022627,9,meeting minutes,,UST,2,85,1 Yr,y_bl,-0.013864916173701315
"(1997, 5)",-0.029935518451022627,9,speech,Chairman Alan Greenspan,UST,2,61,1 Yr,y_bl,-0.013864916173701315
"(1997, 5)",-0.029935518451022627,9,meeting minutes,,UST,2,85,1 Yr,y_probe,0.0006076492496436985
"(1997, 5)",-0.029935518451022627,9,speech,Chairman Alan Greenspan,UST,2,61,1 Yr,y_probe,0.01961614743498188
"(1997, 7)",-0.04027389913794277,9,meeting minutes,,UST,2,116,1 Yr,y_bl,0.009407793418991128
"(1997, 7)",-0.04027389913794277,9,meeting minutes,,UST,2,116,1 Yr,y_probe,-0.006650418481167915
"(1997, 8)",-0.023319442345142605,9,meeting minutes,,UST,2,74,1 Yr,y_bl,-0.013607165699910929
"(1997, 8)",-0.023319442345142605,9,meeting minutes,,UST,2,74,1 Yr,y_probe,0.004955541464300936
"(1997, 9)",-0.0009327408505547402,9,meeting minutes,,UST,2,72,1 Yr,y_bl,-0.0019319525935537598
"(1997, 9)",-0.0009327408505547402,9,speech,Chairman Alan Greenspan,UST,2,83,1 Yr,y_bl,-0.0019319525935537598
"(1997, 9)",-0.0009327408505547402,9,speech,Governor Laurence H. Meyer,UST,2,127,1 Yr,y_bl,-0.0019319525935537598
"(1997, 9)",-0.0009327408505547402,9,meeting minutes,,UST,2,72,1 Yr,y_probe,0.0031877994671642663
"(1997, 9)",-0.0009327408505547402,9,speech,Chairman Alan Greenspan,UST,2,83,1 Yr,y_probe,0.013875983886251471
"(1997, 9)",-0.0009327408505547402,9,speech,Governor Laurence H. Meyer,UST,2,127,1 Yr,y_probe,0.023552022300152846
"(1997, 10)",-0.0009280025412752302,9,speech,Governor Laurence H. Meyer,UST,2,135,1 Yr,y_bl,-0.052396318638683485
"(1997, 10)",-0.0009280025412752302,9,speech,Governor Laurence H. Meyer,UST,2,135,1 Yr,y_probe,0.0197163844646249
"(1997, 11)",-0.013771193732996352,9,meeting minutes,,UST,2,76,1 Yr,y_bl,-0.018329408129638625
"(1997, 11)",-0.013771193732996352,9,speech,Chairman Alan Greenspan,UST,2,83,1 Yr,y_bl,-0.018329408129638625
"(1997, 11)",-0.013771193732996352,9,meeting minutes,,UST,2,76,1 Yr,y_probe,-0.0017135851421531112
"(1997, 11)",-0.013771193732996352,9,speech,Chairman Alan Greenspan,UST,2,83,1 Yr,y_probe,0.019905247911639414
"(1997, 12)",0.013983974202703022,9,meeting minutes,,UST,2,73,1 Yr,y_bl,0.01722883298620771
"(1997, 12)",0.013983974202703022,9,speech,Chairman Alan Greenspan,UST,2,39,1 Yr,y_bl,0.01722883298620771
"(1997, 12)",0.013983974202703022,9,meeting minutes,,UST,2,73,1 Yr,y_probe,0.00415578682045628
"(1997, 12)",0.013983974202703022,9,speech,Chairman Alan Greenspan,UST,2,39,1 Yr,y_probe,0.01812411990411138
"(1998, 1)",-0.05561294203563204,9,speech,Chairman Alan Greenspan,UST,2,14,1 Yr,y_bl,-0.017748872839184766
"(1998, 1)",-0.05561294203563204,9,speech,Governor Laurence H. Meyer,UST,2,135,1 Yr,y_bl,-0.017748872839184766
"(1998, 1)",-0.05561294203563204,9,speech,Chairman Alan Greenspan,UST,2,14,1 Yr,y_probe,0.026593634145667126
"(1998, 1)",-0.05561294203563204,9,speech,Governor Laurence H. Meyer,UST,2,135,1 Yr,y_probe,0.019169190907795803
"(1998, 2)",0.00884694492082927,9,meeting minutes,,UST,2,85,1 Yr,y_bl,-0.017745329650686013
"(1998, 2)",0.00884694492082927,9,meeting minutes,,UST,2,85,1 Yr,y_probe,0.0020861527367668766
"(1998, 3)",0.01993631462488802,9,meeting minutes,,UST,2,84,1 Yr,y_bl,0.0020647724941922707
"(1998, 3)",0.01993631462488802,9,speech,Governor Laurence H. Meyer,UST,2,176,1 Yr,y_bl,0.0020647724941922707
"(1998, 3)",0.01993631462488802,9,meeting minutes,,UST,2,84,1 Yr,y_probe,0.003075890142809951
"(1998, 3)",0.01993631462488802,9,speech,Governor Laurence H. Meyer,UST,2,176,1 Yr,y_probe,0.02728170888175426
"(1998, 4)",-0.0048374651621134745,9,speech,Governor Laurence H. Meyer,UST,2,67,1 Yr,y_bl,0.05679035357456746
"(1998, 4)",-0.0048374651621134745,9,speech,Governor Laurence H. Meyer,UST,2,67,1 Yr,y_probe,0.036567056740911014
"(1998, 5)",0.02226437049739971,9,meeting minutes,,UST,2,94,1 Yr,y_bl,-0.013621781306343457
"(1998, 5)",0.02226437049739971,9,meeting minutes,,UST,2,94,1 Yr,y_probe,0.0028953818761914074
"(1998, 6)",-0.012927234501458162,9,meeting minutes,,UST,2,111,1 Yr,y_bl,0.0028341104979866744
"(1998, 6)",-0.012927234501458162,9,meeting minutes,,UST,2,111,1 Yr,y_probe,0.005352827034244376
"(1998, 7)",-0.009337135995939327,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,81,1 Yr,y_bl,-0.07479363006148783
"(1998, 7)",-0.009337135995939327,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,81,1 Yr,y_probe,0.003830658884455152
"(1998, 8)",-0.013220211428133899,9,meeting minutes,,UST,2,81,1 Yr,y_bl,0.0046193549990885
"(1998, 8)",-0.013220211428133899,9,meeting minutes,,UST,2,81,1 Yr,y_probe,-2.6327335398205293e-5
"(1998, 9)",-0.1494090872546749,9,meeting minutes,,UST,2,80,1 Yr,y_bl,0.006840961486096897
"(1998, 9)",-0.1494090872546749,9,meeting minutes,,UST,2,80,1 Yr,y_probe,-0.006974347684981871
"(1998, 10)",-0.08041069295827613,9,speech,Governor Laurence H. Meyer,UST,2,100,1 Yr,y_bl,0.013530782742479383
"(1998, 10)",-0.08041069295827613,9,speech,Governor Laurence H. Meyer,UST,2,100,1 Yr,y_probe,0.007264811658653486
"(1998, 11)",0.0782007473074735,9,meeting minutes,,UST,2,82,1 Yr,y_bl,-0.009896243366187227
"(1998, 11)",0.0782007473074735,9,meeting minutes,,UST,2,82,1 Yr,y_probe,-0.004698696246946967
"(1998, 12)",0.008810629682155513,9,meeting minutes,,UST,2,72,1 Yr,y_bl,-0.012292308344279329
"(1998, 12)",0.008810629682155513,9,meeting minutes,,UST,2,72,1 Yr,y_probe,0.0019124034032974154
"(1999, 1)",-0.022173857494322435,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,51,1 Yr,y_bl,-0.030466386789440955
"(1999, 1)",-0.022173857494322435,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,51,1 Yr,y_probe,0.029483909654615965
"(1999, 2)",0.058685934812218635,9,meeting minutes,,UST,2,89,1 Yr,y_bl,-0.010585578098918313
"(1999, 2)",0.058685934812218635,9,speech,Governor Laurence H. Meyer,UST,2,98,1 Yr,y_bl,-0.010585578098918313
"(1999, 2)",0.058685934812218635,9,meeting minutes,,UST,2,89,1 Yr,y_probe,-0.001918498854073843
"(1999, 2)",0.058685934812218635,9,speech,Governor Laurence H. Meyer,UST,2,98,1 Yr,y_probe,0.020965564984242707
"(1999, 3)",-0.0024329122630024624,9,meeting minutes,,UST,2,80,1 Yr,y_bl,0.016494467336561885
"(1999, 3)",-0.0024329122630024624,9,meeting minutes,,UST,2,80,1 Yr,y_probe,-0.0026381258533937557
"(1999, 4)",-0.014941579998200671,9,speech,Governor Laurence H. Meyer,UST,2,99,1 Yr,y_bl,-0.010244150561427807
"(1999, 4)",-0.014941579998200671,9,speech,Governor Laurence H. Meyer,UST,2,99,1 Yr,y_probe,0.007233752306991016
"(1999, 5)",0.04368272319907464,9,meeting minutes,,UST,2,72,1 Yr,y_bl,-0.0015362853144449788
"(1999, 5)",0.04368272319907464,9,speech,Vice Chair Alice M. Rivlin,UST,2,41,1 Yr,y_bl,-0.0015362853144449788
"(1999, 5)",0.04368272319907464,9,meeting minutes,,UST,2,72,1 Yr,y_probe,0.00690563447798531
"(1999, 5)",0.04368272319907464,9,speech,Vice Chair Alice M. Rivlin,UST,2,41,1 Yr,y_probe,0.025602381110084747
"(1999, 6)",0.059591271046068976,9,meeting minutes,,UST,2,112,1 Yr,y_bl,-0.026652353894100953
"(1999, 6)",0.059591271046068976,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,56,1 Yr,y_bl,-0.026652353894100953
"(1999, 6)",0.059591271046068976,9,meeting minutes,,UST,2,112,1 Yr,y_probe,0.0063798984289003486
"(1999, 6)",0.059591271046068976,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,56,1 Yr,y_probe,0.032425588606894665
"(1999, 8)",0.007446138333835049,9,meeting minutes,,UST,2,82,1 Yr,y_bl,0.029871699444141468
"(1999, 8)",0.007446138333835049,9,speech,Chairman Alan Greenspan,UST,2,28,1 Yr,y_bl,0.029871699444141468
"(1999, 8)",0.007446138333835049,9,meeting minutes,,UST,2,82,1 Yr,y_probe,-0.004001203782372967
"(1999, 8)",0.007446138333835049,9,speech,Chairman Alan Greenspan,UST,2,28,1 Yr,y_probe,0.01766444059976399
"(1999, 9)",0.016510636747734682,9,speech,Governor Laurence H. Meyer,UST,2,135,1 Yr,y_bl,-0.02817207232299729
"(1999, 9)",0.016510636747734682,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,79,1 Yr,y_bl,-0.02817207232299729
"(1999, 9)",0.016510636747734682,9,speech,Governor Laurence H. Meyer,UST,2,135,1 Yr,y_probe,0.01568569700620704
"(1999, 9)",0.016510636747734682,9,speech,"Governor Roger W. Ferguson, Jr.",UST,2,79,1 Yr,y_probe,0.018301312605365716
