ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,12,106,,128,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,12,106,,128,y_probe,0.0013984232134029832
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,12,77,,128,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,12,77,,128,y_probe,0.001801210509976442
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,12,88,,128,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,12,88,,128,y_probe,0.002039949228165885
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,12,124,,128,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,12,124,,128,y_probe,0.0015692265340454302
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,12,75,,128,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,12,75,,128,y_probe,0.0017592958670862742
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,12,91,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,12,76,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,12,91,,128,y_probe,0.001747714768412148
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,12,76,,128,y_probe,0.003401044732711694
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,12,20,,128,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,12,20,,128,y_probe,0.0035633114570766894
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,12,82,,128,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,12,82,,128,y_probe,0.0015267954247687
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,12,67,,128,y_bl,0.0012778396429653576
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,12,67,,128,y_probe,0.0016776598801457518
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,12,11,,128,y_bl,0.0038096032007748494
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,12,11,,128,y_probe,0.002606339169251071
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,12,82,,128,y_bl,0.003966910514534653
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,12,82,,128,y_probe,0.0015086034207847025
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,12,77,,128,y_bl,-0.0005979936427683044
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,12,77,,128,y_probe,0.0017096171148338266
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,12,168,,128,y_bl,-0.003231679080572897
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,12,168,,128,y_probe,0.0037234370558467114
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,12,85,,128,y_bl,-0.001625438982093535
