ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,5,1,meeting minutes,,UST,24,106,10 Yr,128,y_bl,-0.008365829185044369
"(1996, 1)",0.0,train,5,1,meeting minutes,,UST,24,106,10 Yr,128,y_probe,-0.005111779267574325
"(1996, 3)",0.10447202159671166,train,5,1,meeting minutes,,UST,24,77,10 Yr,128,y_bl,-0.008365829185044369
"(1996, 3)",0.10447202159671166,train,5,1,meeting minutes,,UST,24,77,10 Yr,128,y_probe,-0.0005919818575898968
"(1996, 5)",0.06203539091945277,train,5,1,meeting minutes,,UST,24,88,10 Yr,128,y_bl,-0.015054708954775474
"(1996, 5)",0.06203539091945277,train,5,1,meeting minutes,,UST,24,88,10 Yr,128,y_probe,-0.0003735305450664998
"(1996, 7)",0.022305757514299973,train,5,1,meeting minutes,,UST,24,124,10 Yr,128,y_bl,-0.020148793781222796
"(1996, 7)",0.022305757514299973,train,5,1,meeting minutes,,UST,24,124,10 Yr,128,y_probe,-0.0033310034709759153
"(1996, 8)",-0.03136926366764322,train,5,1,meeting minutes,,UST,24,75,10 Yr,128,y_bl,-0.026959524013120788
"(1996, 8)",-0.03136926366764322,train,5,1,meeting minutes,,UST,24,75,10 Yr,128,y_probe,-0.005978480525825974
"(1996, 9)",0.026947738409769422,train,5,1,meeting minutes,,UST,24,91,10 Yr,128,y_bl,-0.02575148578694913
"(1996, 9)",0.026947738409769422,train,5,1,meeting minutes,,UST,24,91,10 Yr,128,y_probe,-0.00315684140028663
"(1996, 10)",-0.029987254427663146,train,5,1,speech,Chairman Alan Greenspan,UST,24,20,10 Yr,128,y_bl,-0.035336080928923624
"(1996, 10)",-0.029987254427663146,train,5,1,speech,Chairman Alan Greenspan,UST,24,20,10 Yr,128,y_probe,-0.001116093180086464
"(1996, 11)",-0.0579645404454726,train,5,1,meeting minutes,,UST,24,82,10 Yr,128,y_bl,-0.018063160151763142
"(1996, 11)",-0.0579645404454726,train,5,1,meeting minutes,,UST,24,82,10 Yr,128,y_probe,-0.005114257956565415
"(1996, 12)",0.034868825650825185,train,5,1,meeting minutes,,UST,24,67,10 Yr,128,y_bl,-0.006570289412058536
"(1996, 12)",0.034868825650825185,train,5,1,meeting minutes,,UST,24,67,10 Yr,128,y_probe,-0.0023744447589715252
"(1997, 1)",0.02309571479464889,train,5,1,speech,Governor Laurence H. Meyer,UST,24,11,10 Yr,128,y_bl,0.0003247468820646831
"(1997, 1)",0.02309571479464889,train,5,1,speech,Governor Laurence H. Meyer,UST,24,11,10 Yr,128,y_probe,0.006208086985575226
"(1997, 2)",-0.01843370168883829,train,5,1,meeting minutes,,UST,24,82,10 Yr,128,y_bl,-0.007399175652468498
"(1997, 2)",-0.01843370168883829,train,5,1,meeting minutes,,UST,24,82,10 Yr,128,y_probe,-0.0024424388098647646
"(1997, 3)",0.04546237407675845,train,5,1,meeting minutes,,UST,24,77,10 Yr,128,y_bl,-0.00198740101865962
"(1997, 3)",0.04546237407675845,train,5,1,meeting minutes,,UST,24,77,10 Yr,128,y_probe,-0.0013267841980676017
"(1997, 4)",0.026317308317373212,train,5,1,speech,Governor Laurence H. Meyer,UST,24,168,10 Yr,128,y_bl,-0.00566674234750426
"(1997, 4)",0.026317308317373212,train,5,1,speech,Governor Laurence H. Meyer,UST,24,168,10 Yr,128,y_probe,0.00444298899088192
"(1997, 5)",-0.03250695587046226,train,5,1,meeting minutes,,UST,24,85,10 Yr,128,y_bl,-0.01979082253007269
"(1997, 5)",-0.03250695587046226,train,5,1,speech,Chairman Alan Greenspan,UST,24,61,10 Yr,128,y_bl,-0.01979082253007269
"(1997, 5)",-0.03250695587046226,train,5,1,meeting minutes,,UST,24,85,10 Yr,128,y_probe,-0.004156867825123121
"(1997, 5)",-0.03250695587046226,train,5,1,speech,Chairman Alan Greenspan,UST,24,61,10 Yr,128,y_probe,0.0014674662441646882
"(1997, 7)",-0.03927380720941799,train,5,1,meeting minutes,,UST,24,116,10 Yr,128,y_bl,-0.01604608763210516
"(1997, 7)",-0.03927380720941799,train,5,1,meeting minutes,,UST,24,116,10 Yr,128,y_probe,-0.0028147910002000883
"(1997, 8)",-0.03791923486229498,train,5,1,meeting minutes,,UST,24,74,10 Yr,128,y_bl,-0.007734970765157045
"(1997, 8)",-0.03791923486229498,train,5,1,meeting minutes,,UST,24,74,10 Yr,128,y_probe,-0.0013184034844209785
