ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,13,106,,128,y_bl,0.0024560723092352413
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,13,106,,128,y_probe,0.0021748513942497095
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,13,77,,128,y_bl,0.0024560723092352413
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,13,77,,128,y_probe,0.0022082078837482497
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,13,88,,128,y_bl,0.0037690434744508125
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,13,88,,128,y_probe,0.0023004702569494172
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,13,124,,128,y_bl,0.0032827464939015547
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,13,124,,128,y_probe,0.002196304940268743
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,13,75,,128,y_bl,0.0028039742349685653
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,13,75,,128,y_probe,0.0022340252166514773
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,13,91,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,13,76,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,13,91,,128,y_probe,0.0022544487063721123
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,13,76,,128,y_probe,0.002469382227042688
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,13,20,,128,y_bl,0.0016914811497996231
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,13,20,,128,y_probe,0.002331056994974638
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,13,82,,128,y_bl,0.0019053698311793784
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,13,82,,128,y_probe,0.0021731230220069756
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,13,67,,128,y_bl,0.002594639077502453
