ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,8,106,,128,y_bl,0.0024560723092352413
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,8,106,,128,y_probe,0.0021378189268669826
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,8,77,,128,y_bl,0.0024560723092352413
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,8,77,,128,y_probe,0.0021260369203962614
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,8,88,,128,y_bl,0.0037690434744508125
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,8,88,,128,y_probe,0.0022541708233093133
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,8,124,,128,y_bl,0.0032827464939015547
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,8,124,,128,y_probe,0.0022078643062786447
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,8,75,,128,y_bl,0.0028039742349685653
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,8,75,,128,y_probe,0.002197640795230581
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,8,91,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,76,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,8,91,,128,y_probe,0.002239328584630075
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,76,,128,y_probe,0.00245071451011252
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,8,20,,128,y_bl,0.0016914811497996231
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,8,20,,128,y_probe,0.002575434515397295
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,8,82,,128,y_bl,0.0019053698311793784
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,8,82,,128,y_probe,0.00212879644486864
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,8,67,,128,y_bl,0.002594639077502453
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,8,67,,128,y_probe,0.00211663685908162
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,11,,128,y_bl,0.001944447418225399
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,11,,128,y_probe,0.002214993235715203
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,8,82,,128,y_bl,0.0018650880983529224
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,8,82,,128,y_probe,0.0021587673546349163
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,8,77,,128,y_bl,0.0019342664469848214
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,8,77,,128,y_probe,0.002113932306853851
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,168,,128,y_bl,0.0017681049300991034
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,168,,128,y_probe,0.0023633836162073357
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,8,85,,128,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,8,61,,128,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,8,85,,128,y_probe,0.0021247165908734778
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,8,61,,128,y_probe,0.002369632093133232
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,8,116,,128,y_bl,0.0019062534739715646
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,8,116,,128,y_probe,0.002219918207071776
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,8,74,,128,y_bl,0.003101133539671327
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,8,74,,128,y_probe,0.002092678289853225
"(1997, 9)",0.0024844733276623288,train,4,1,meeting minutes,,CPI,8,72,,128,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Chairman Alan Greenspan,CPI,8,83,,128,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,127,,128,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,meeting minutes,,CPI,8,72,,128,y_probe,0.0021301707629407317
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Chairman Alan Greenspan,CPI,8,83,,128,y_probe,0.002345932466414369
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,127,,128,y_probe,0.002433227761959653
"(1997, 10)",0.001859312590186235,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,135,,128,y_bl,0.0028339746933919562
"(1997, 10)",0.001859312590186235,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,135,,128,y_probe,0.002244569466417138
"(1997, 11)",0.0012376239203497619,train,4,1,meeting minutes,,CPI,8,76,,128,y_bl,0.0018622542064231737
"(1997, 11)",0.0012376239203497619,train,4,1,speech,Chairman Alan Greenspan,CPI,8,83,,128,y_bl,0.0018622542064231737
"(1997, 11)",0.0012376239203497619,train,4,1,meeting minutes,,CPI,8,76,,128,y_probe,0.002148206671455167
"(1997, 11)",0.0012376239203497619,train,4,1,speech,Chairman Alan Greenspan,CPI,8,83,,128,y_probe,0.002378588553745353
"(1997, 12)",0.0006182380413273236,train,4,1,meeting minutes,,CPI,8,73,,128,y_bl,0.0019439666978312126
"(1997, 12)",0.0006182380413273236,train,4,1,speech,Chairman Alan Greenspan,CPI,8,39,,128,y_bl,0.0019439666978312126
"(1997, 12)",0.0006182380413273236,train,4,1,meeting minutes,,CPI,8,73,,128,y_probe,0.0021091070141177476
"(1997, 12)",0.0006182380413273236,train,4,1,speech,Chairman Alan Greenspan,CPI,8,39,,128,y_probe,0.002242266838031639
"(1998, 1)",0.0012353306079946336,train,4,1,speech,Chairman Alan Greenspan,CPI,8,94,,128,y_bl,0.0018541699243957883
"(1998, 1)",0.0012353306079946336,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,135,,128,y_bl,0.0018541699243957883
"(1998, 1)",0.0012353306079946336,train,4,1,speech,Chairman Alan Greenspan,CPI,8,94,,128,y_probe,0.00232516887158402
"(1998, 1)",0.0012353306079946336,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,135,,128,y_probe,0.0024053145213654495
"(1998, 2)",0.0,train,4,1,meeting minutes,,CPI,8,85,,128,y_bl,0.0022379175070756548
"(1998, 2)",0.0,train,4,1,meeting minutes,,CPI,8,85,,128,y_probe,0.002136947104367423
"(1998, 3)",0.0,train,4,1,meeting minutes,,CPI,8,84,,128,y_bl,0.001995286970042721
"(1998, 3)",0.0,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,176,,128,y_bl,0.001995286970042721
"(1998, 3)",0.0,train,4,1,meeting minutes,,CPI,8,84,,128,y_probe,0.0021289682882181553
"(1998, 3)",0.0,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,176,,128,y_probe,0.0022792744373928632
"(1998, 4)",0.001233806448929009,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,67,,128,y_bl,0.0023192627154797717
"(1998, 4)",0.001233806448929009,train,4,1,speech,Governor Laurence H. Meyer,CPI,8,67,,128,y_probe,0.0024240851134919475
"(1998, 5)",0.002463055432397887,train,4,1,meeting minutes,,CPI,8,94,,128,y_bl,0.002452768604909577
"(1998, 5)",0.002463055432397887,train,4,1,meeting minutes,,CPI,8,94,,128,y_probe,0.0021045867710048054
"(1998, 6)",0.001229256454728933,train,4,1,meeting minutes,,CPI,8,111,,128,y_bl,0.0029293904226184845
"(1998, 6)",0.001229256454728933,train,4,1,meeting minutes,,CPI,8,111,,128,y_probe,0.002134011715315679
"(1998, 7)",0.002453988961568676,train,4,1,speech,"Governor Roger W. Ferguson, Jr.",CPI,8,81,,128,y_bl,0.002484231474106653
"(1998, 7)",0.002453988961568676,train,4,1,speech,"Governor Roger W. Ferguson, Jr.",CPI,8,81,,128,y_probe,0.002460256117125981
