ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,9,meeting minutes,,UST,6,106,1 Yr,y_bl,-0.0012821050149483871
"(1996, 1)",0.0,9,meeting minutes,,UST,6,106,1 Yr,y_probe,0.0056709056256309415
"(1996, 3)",0.07725848313712999,9,meeting minutes,,UST,6,77,1 Yr,y_bl,-0.0012821050149483871
"(1996, 3)",0.07725848313712999,9,meeting minutes,,UST,6,77,1 Yr,y_probe,0.0026147139115481324
"(1996, 5)",0.03470667976550024,9,meeting minutes,,UST,6,88,1 Yr,y_bl,0.0006555200162295681
"(1996, 5)",0.03470667976550024,9,meeting minutes,,UST,6,88,1 Yr,y_probe,0.004853481790646604
"(1996, 7)",0.04046286361318216,9,meeting minutes,,UST,6,124,1 Yr,y_bl,0.0098750349052869
"(1996, 7)",0.04046286361318216,9,meeting minutes,,UST,6,124,1 Yr,y_probe,0.008272548384925119
"(1996, 8)",-0.031526253646772605,9,meeting minutes,,UST,6,75,1 Yr,y_bl,0.016109508024539934
"(1996, 8)",-0.031526253646772605,9,meeting minutes,,UST,6,75,1 Yr,y_probe,-0.001043400752511864
"(1996, 9)",0.0193838668210482,9,meeting minutes,,UST,6,91,1 Yr,y_bl,0.005259963047065548
"(1996, 9)",0.0193838668210482,9,meeting minutes,,UST,6,91,1 Yr,y_probe,0.0044066445252103955
"(1996, 10)",-0.02652675433342977,9,speech,Chairman Alan Greenspan,UST,6,20,1 Yr,y_bl,0.2617486275226775
"(1996, 10)",-0.02652675433342977,9,speech,Chairman Alan Greenspan,UST,6,20,1 Yr,y_probe,0.006194014873313672
"(1996, 11)",-0.029092960941664543,9,meeting minutes,,UST,6,82,1 Yr,y_bl,0.0016360775108462773
"(1996, 11)",-0.029092960941664543,9,meeting minutes,,UST,6,82,1 Yr,y_probe,-0.0031004568991354273
"(1996, 12)",0.01646880771326753,9,meeting minutes,,UST,6,67,1 Yr,y_bl,0.0115965971637629
"(1996, 12)",0.01646880771326753,9,meeting minutes,,UST,6,67,1 Yr,y_probe,0.001155905734100992
"(1997, 1)",0.017986096369782656,9,speech,Governor Laurence H. Meyer,UST,6,11,1 Yr,y_bl,0.005786455803791818
"(1997, 1)",0.017986096369782656,9,speech,Governor Laurence H. Meyer,UST,6,11,1 Yr,y_probe,-0.01737962770883047
"(1997, 2)",-0.012556218775412686,9,meeting minutes,,UST,6,82,1 Yr,y_bl,0.0032393889037532235
"(1997, 2)",-0.012556218775412686,9,meeting minutes,,UST,6,82,1 Yr,y_probe,0.002186976968453853
"(1997, 3)",0.0646513306588133,9,meeting minutes,,UST,6,77,1 Yr,y_bl,0.011549394455598777
"(1997, 3)",0.0646513306588133,9,meeting minutes,,UST,6,77,1 Yr,y_probe,-0.0055096336815591675
"(1997, 4)",0.02341244062474157,9,speech,Governor Laurence H. Meyer,UST,6,168,1 Yr,y_bl,0.08585816441364366
"(1997, 4)",0.02341244062474157,9,speech,Governor Laurence H. Meyer,UST,6,168,1 Yr,y_probe,0.024396707515370715
"(1997, 5)",-0.029935518451022627,9,meeting minutes,,UST,6,85,1 Yr,y_bl,-0.013864916173701315
"(1997, 5)",-0.029935518451022627,9,speech,Chairman Alan Greenspan,UST,6,61,1 Yr,y_bl,-0.013864916173701315
"(1997, 5)",-0.029935518451022627,9,meeting minutes,,UST,6,85,1 Yr,y_probe,0.003731916929920584
"(1997, 5)",-0.029935518451022627,9,speech,Chairman Alan Greenspan,UST,6,61,1 Yr,y_probe,0.01529539891119515
"(1997, 7)",-0.04027389913794277,9,meeting minutes,,UST,6,116,1 Yr,y_bl,0.009407793418991128
"(1997, 7)",-0.04027389913794277,9,meeting minutes,,UST,6,116,1 Yr,y_probe,0.004514121236832187
"(1997, 8)",-0.023319442345142605,9,meeting minutes,,UST,6,74,1 Yr,y_bl,-0.013607165699910929
"(1997, 8)",-0.023319442345142605,9,meeting minutes,,UST,6,74,1 Yr,y_probe,0.0029487704652362214
"(1997, 9)",-0.0009327408505547402,9,meeting minutes,,UST,6,72,1 Yr,y_bl,-0.0019319525935537598
"(1997, 9)",-0.0009327408505547402,9,speech,Chairman Alan Greenspan,UST,6,83,1 Yr,y_bl,-0.0019319525935537598
"(1997, 9)",-0.0009327408505547402,9,speech,Governor Laurence H. Meyer,UST,6,127,1 Yr,y_bl,-0.0019319525935537598
"(1997, 9)",-0.0009327408505547402,9,meeting minutes,,UST,6,72,1 Yr,y_probe,0.0010160908528625246
"(1997, 9)",-0.0009327408505547402,9,speech,Chairman Alan Greenspan,UST,6,83,1 Yr,y_probe,0.011445266064248068
"(1997, 9)",-0.0009327408505547402,9,speech,Governor Laurence H. Meyer,UST,6,127,1 Yr,y_probe,0.025463031918501102
"(1997, 10)",-0.0009280025412752302,9,speech,Governor Laurence H. Meyer,UST,6,135,1 Yr,y_bl,-0.052396318638683485
"(1997, 10)",-0.0009280025412752302,9,speech,Governor Laurence H. Meyer,UST,6,135,1 Yr,y_probe,0.007188132810887459
"(1997, 11)",-0.013771193732996352,9,meeting minutes,,UST,6,76,1 Yr,y_bl,-0.018329408129638625
"(1997, 11)",-0.013771193732996352,9,speech,Chairman Alan Greenspan,UST,6,83,1 Yr,y_bl,-0.018329408129638625
"(1997, 11)",-0.013771193732996352,9,meeting minutes,,UST,6,76,1 Yr,y_probe,-0.009170982542741547
"(1997, 11)",-0.013771193732996352,9,speech,Chairman Alan Greenspan,UST,6,83,1 Yr,y_probe,0.0020587187344095676
"(1997, 12)",0.013983974202703022,9,meeting minutes,,UST,6,73,1 Yr,y_bl,0.01722883298620771
"(1997, 12)",0.013983974202703022,9,speech,Chairman Alan Greenspan,UST,6,39,1 Yr,y_bl,0.01722883298620771
"(1997, 12)",0.013983974202703022,9,meeting minutes,,UST,6,73,1 Yr,y_probe,-0.003941766943078562
"(1997, 12)",0.013983974202703022,9,speech,Chairman Alan Greenspan,UST,6,39,1 Yr,y_probe,0.0014581095864862636
"(1998, 1)",-0.05561294203563204,9,speech,Chairman Alan Greenspan,UST,6,14,1 Yr,y_bl,-0.017748872839184766
"(1998, 1)",-0.05561294203563204,9,speech,Governor Laurence H. Meyer,UST,6,135,1 Yr,y_bl,-0.017748872839184766
"(1998, 1)",-0.05561294203563204,9,speech,Chairman Alan Greenspan,UST,6,14,1 Yr,y_probe,-0.01121308936383528
"(1998, 1)",-0.05561294203563204,9,speech,Governor Laurence H. Meyer,UST,6,135,1 Yr,y_probe,0.012866159111319223
