ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,18,106,,128,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,18,106,,128,y_probe,0.0012174807914516193
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,18,77,,128,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,18,77,,128,y_probe,0.001973788784445868
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,18,88,,128,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,18,88,,128,y_probe,0.002773129071628351
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,18,124,,128,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,18,124,,128,y_probe,0.0019391409638575914
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,18,75,,128,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,18,75,,128,y_probe,0.0018459548183884518
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,18,91,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,76,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,18,91,,128,y_probe,0.002265058241963372
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,76,,128,y_probe,0.0034486066984750164
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,18,20,,128,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,18,20,,128,y_probe,0.003098912627425016
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,18,82,,128,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,18,82,,128,y_probe,0.0014843628867286984
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,18,67,,128,y_bl,0.0012778396429653576
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,18,67,,128,y_probe,0.0016594838388534748
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,11,,128,y_bl,0.0038096032007748494
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,11,,128,y_probe,0.0020169596839439423
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,18,82,,128,y_bl,0.003966910514534653
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,18,82,,128,y_probe,0.0021193536678445687
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,18,77,,128,y_bl,-0.0005979936427683044
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,18,77,,128,y_probe,0.0022810039737950457
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,168,,128,y_bl,-0.003231679080572897
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,168,,128,y_probe,0.0034155803755932116
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,18,85,,128,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,18,61,,128,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,18,85,,128,y_probe,0.0023534246698099586
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,18,61,,128,y_probe,0.003406021073989248
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,18,116,,128,y_bl,0.004057829975919723
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,18,116,,128,y_probe,0.0020231033511266166
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,18,74,,128,y_bl,0.002975325657442553
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,18,74,,128,y_probe,0.0022338695808523878
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,18,72,,128,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,18,83,,128,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,127,,128,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,18,72,,128,y_probe,0.0022911585382277295
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,18,83,,128,y_probe,0.0032987118211428783
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,127,,128,y_probe,0.0036024222323048204
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,135,,128,y_bl,0.0013625593948820033
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,135,,128,y_probe,0.002933045321511405
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,18,76,,128,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,18,83,,128,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,18,76,,128,y_probe,0.0021731722553542062
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,18,83,,128,y_probe,0.003312177015276051
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,18,73,,128,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,18,39,,128,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,18,73,,128,y_probe,0.0017766452093131815
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,18,39,,128,y_probe,0.0026950085658220915
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Chairman Alan Greenspan,PPI,18,94,,128,y_bl,-0.0012355056379276977
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,135,,128,y_bl,-0.0012355056379276977
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Chairman Alan Greenspan,PPI,18,94,,128,y_probe,0.0031972724336164194
"(1998, 1)",-0.01110241380430299,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,135,,128,y_probe,0.0027214266935168935
"(1998, 2)",-0.003194890896522473,train,4,1,meeting minutes,,PPI,18,85,,128,y_bl,-0.0027500620793245788
"(1998, 2)",-0.003194890896522473,train,4,1,meeting minutes,,PPI,18,85,,128,y_probe,0.0014800235553892517
"(1998, 3)",-0.0024028846163108852,train,4,1,meeting minutes,,PPI,18,84,,128,y_bl,-0.0009491135961683087
"(1998, 3)",-0.0024028846163108852,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,176,,128,y_bl,-0.0009491135961683087
"(1998, 3)",-0.0024028846163108852,train,4,1,meeting minutes,,PPI,18,84,,128,y_probe,0.001613177075717179
"(1998, 3)",-0.0024028846163108852,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,176,,128,y_probe,0.0032043413817863515
"(1998, 4)",0.0016025644455366361,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,67,,128,y_bl,0.0021206233591671295
"(1998, 4)",0.0016025644455366361,train,4,1,speech,Governor Laurence H. Meyer,PPI,18,67,,128,y_probe,0.003103883955282652
"(1998, 5)",0.001600000341334784,train,4,1,meeting minutes,,PPI,18,94,,128,y_bl,0.004525239043125369
"(1998, 5)",0.001600000341334784,train,4,1,meeting minutes,,PPI,18,94,,128,y_probe,0.0022232075737507293
"(1998, 6)",-0.0024009615375399918,train,4,1,meeting minutes,,PPI,18,111,,128,y_bl,0.0028373329229499722
"(1998, 6)",-0.0024009615375399918,train,4,1,meeting minutes,,PPI,18,111,,128,y_probe,0.002127502118500687
"(1998, 7)",0.0008009611962060958,train,4,1,speech,"Governor Roger W. Ferguson, Jr.",PPI,18,81,,128,y_bl,0.0017789535119428178
"(1998, 7)",0.0008009611962060958,train,4,1,speech,"Governor Roger W. Ferguson, Jr.",PPI,18,81,,128,y_probe,0.0041760195655066975
"(1998, 8)",-0.00562024763215252,train,4,1,meeting minutes,,PPI,18,81,,128,y_bl,0.0013599049503730085
"(1998, 8)",-0.00562024763215252,train,4,1,meeting minutes,,PPI,18,81,,128,y_probe,0.0015783245318662636
"(1998, 9)",-0.003225809248882605,train,4,1,meeting minutes,,PPI,18,80,,128,y_bl,-0.0005192302434238801
"(1998, 9)",-0.003225809248882605,train,4,1,meeting minutes,,PPI,18,80,,128,y_probe,0.000986195580829816
