ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,11,106,,,y_bl,0.0024560723092352413
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,11,106,,,y_probe,0.002158392960069616
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,11,77,,,y_bl,0.0024560723092352413
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,11,77,,,y_probe,0.0024480889849728626
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,11,88,,,y_bl,0.0037690434744508125
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,11,88,,,y_probe,0.0025008934565107295
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,11,124,,,y_bl,0.0032827464939015547
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,11,124,,,y_probe,0.0023557844261148358
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,11,75,,,y_bl,0.0028039742349685653
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,11,75,,,y_probe,0.002119362036449476
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,11,91,,,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,11,76,,,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,11,91,,,y_probe,0.0022695680694623235
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,11,76,,,y_probe,0.002456573701010856
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,11,20,,,y_bl,0.0016914811497996231
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,11,20,,,y_probe,0.002231249571116899
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,11,82,,,y_bl,0.0019053698311793784
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,11,82,,,y_probe,0.002204019949983993
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,11,67,,,y_bl,0.002594639077502453
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,11,67,,,y_probe,0.002216688158367601
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,11,11,,,y_bl,0.001944447418225399
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,11,11,,,y_probe,0.0023801425846992808
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,11,82,,,y_bl,0.0018650880983529224
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,11,82,,,y_probe,0.0021411397458323675
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,11,77,,,y_bl,0.0019342664469848214
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,11,77,,,y_probe,0.002146725021802297
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,11,168,,,y_bl,0.0017681049300991034
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,11,168,,,y_probe,0.002416548530955258
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,11,85,,,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,11,61,,,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,11,85,,,y_probe,0.0022299625754893296
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,11,61,,,y_probe,0.002121598785449778
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,11,116,,,y_bl,0.0019062534739715646
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,11,116,,,y_probe,0.00233210920605192
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,11,74,,,y_bl,0.003101133539671327
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,11,74,,,y_probe,0.0022633313771381965
"(1997, 9)",0.0024844733276623288,train,4,1,meeting minutes,,CPI,11,72,,,y_bl,0.0025405339244907402
"(1997, 9)",0.0024844733276623288,train,4,1,speech,Chairman Alan Greenspan,CPI,11,83,,,y_bl,0.0025405339244907402
