ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,8,106,,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,8,106,,y_probe,0.0010291969167802967
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,8,77,,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,8,77,,y_probe,0.002050794290037749
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,8,88,,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,8,88,,y_probe,0.00239927540828072
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,8,124,,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,8,124,,y_probe,0.0015541216670241715
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,8,75,,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,8,75,,y_probe,0.0017990305647339866
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,8,91,,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,76,,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,8,91,,y_probe,0.0014190634389262247
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,76,,y_probe,0.0032052739778197278
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,8,20,,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,8,20,,y_probe,0.0036142344177303954
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,8,82,,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,8,82,,y_probe,0.00166767399599672
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,8,67,,y_bl,0.0012778396429653576
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,8,67,,y_probe,0.0010605417579169522
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,11,,y_bl,0.0038096032007748494
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,11,,y_probe,0.004023797034635039
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,8,82,,y_bl,0.003966910514534653
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,8,82,,y_probe,0.0009214576590450932
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,8,77,,y_bl,-0.0005979936427683044
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,8,77,,y_probe,0.0012192222570692986
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,168,,y_bl,-0.003231679080572897
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,168,,y_probe,0.002749497668450399
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,8,85,,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,8,61,,y_bl,-0.001625438982093535
"(1997, 5)",0.0031446566794715025,train,4,1,meeting minutes,,PPI,8,85,,y_probe,0.0020499676327203056
"(1997, 5)",0.0031446566794715025,train,4,1,speech,Chairman Alan Greenspan,PPI,8,61,,y_probe,0.003508089217055941
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,8,116,,y_bl,0.004057829975919723
"(1997, 7)",-0.003932368417721044,train,4,1,meeting minutes,,PPI,8,116,,y_probe,0.0010361803358239633
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,8,74,,y_bl,0.002975325657442553
"(1997, 8)",0.0023612761856819375,train,4,1,meeting minutes,,PPI,8,74,,y_probe,0.000856111275348961
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,8,72,,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,8,83,,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,127,,y_bl,0.0028247781558981395
"(1997, 9)",0.00235571369245946,train,4,1,meeting minutes,,PPI,8,72,,y_probe,0.0015691282611475976
"(1997, 9)",0.00235571369245946,train,4,1,speech,Chairman Alan Greenspan,PPI,8,83,,y_probe,0.003195604606373566
"(1997, 9)",0.00235571369245946,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,127,,y_probe,0.003855001280970451
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,135,,y_bl,0.0013625593948820033
"(1997, 10)",0.0023501773449527974,train,4,1,speech,Governor Laurence H. Meyer,PPI,8,135,,y_probe,0.0027468968230375305
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,8,76,,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,8,83,,y_bl,0.0036393529981994413
"(1997, 11)",0.0007821666413656558,train,4,1,meeting minutes,,PPI,8,76,,y_probe,0.001526437333197029
"(1997, 11)",0.0007821666413656558,train,4,1,speech,Chairman Alan Greenspan,PPI,8,83,,y_probe,0.0018378637448637765
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,8,73,,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,speech,Chairman Alan Greenspan,PPI,8,39,,y_bl,0.0015662363099492797
"(1997, 12)",-0.008637666581672754,train,4,1,meeting minutes,,PPI,8,73,,y_probe,4.606634691444156e-5
