ym,y,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(2003, 12)",0.0032397436544107094,meeting minutes,,CPI,6,61,,y_bl,0.0009350498188861278
"(2003, 12)",0.0032397436544107094,meeting minutes,,CPI,6,61,,y_probe,0.002436912384502266
"(2004, 1)",0.004303395560053325,meeting minutes,,CPI,6,65,,y_bl,0.002994362188274136
"(2004, 1)",0.004303395560053325,speech,Chairman Alan Greenspan,CPI,6,70,,y_bl,0.002994362188274136
"(2004, 1)",0.004303395560053325,speech,Governor Ben S. Bernanke,CPI,6,130,,y_bl,0.002994362188274136
"(2004, 1)",0.004303395560053325,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,107,,y_bl,0.002994362188274136
"(2004, 1)",0.004303395560053325,meeting minutes,,CPI,6,65,,y_probe,0.0021647236055479567
"(2004, 1)",0.004303395560053325,speech,Chairman Alan Greenspan,CPI,6,70,,y_probe,0.0027529040930437537
"(2004, 1)",0.004303395560053325,speech,Governor Ben S. Bernanke,CPI,6,130,,y_probe,0.0025230646863797362
"(2004, 1)",0.004303395560053325,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,107,,y_probe,0.002783243848001544
"(2004, 2)",0.002144772940133599,speech,Governor Edward M. Gramlich,CPI,6,90,,y_bl,0.0028308557951167417
"(2004, 2)",0.002144772940133599,speech,Governor Edward M. Gramlich,CPI,6,90,,y_probe,0.0026602775069376433
"(2004, 3)",0.0021401827323677125,meeting minutes,,CPI,6,76,,y_bl,0.0031641149044610998
"(2004, 3)",0.0021401827323677125,speech,Governor Ben S. Bernanke,CPI,6,23,,y_bl,0.0031641149044610998
"(2004, 3)",0.0021401827323677125,speech,Governor Donald L. Kohn,CPI,6,91,,y_bl,0.0031641149044610998
"(2004, 3)",0.0021401827323677125,meeting minutes,,CPI,6,76,,y_probe,0.0023062895394798753
"(2004, 3)",0.0021401827323677125,speech,Governor Ben S. Bernanke,CPI,6,23,,y_probe,0.003370254975653866
"(2004, 3)",0.0021401827323677125,speech,Governor Donald L. Kohn,CPI,6,91,,y_probe,0.0028838982633508075
"(2004, 4)",0.00160213652427732,speech,Governor Ben S. Bernanke,CPI,6,252,,y_bl,0.001914554261683541
"(2004, 4)",0.00160213652427732,speech,Governor Donald L. Kohn,CPI,6,58,,y_bl,0.001914554261683541
"(2004, 4)",0.00160213652427732,speech,Governor Ben S. Bernanke,CPI,6,252,,y_probe,0.0027144441032201103
"(2004, 4)",0.00160213652427732,speech,Governor Donald L. Kohn,CPI,6,58,,y_probe,0.002405257818942323
"(2004, 5)",0.004259857346958107,meeting minutes,,CPI,6,76,,y_bl,0.0019095478985757925
"(2004, 5)",0.004259857346958107,speech,Governor Mark W. Olson,CPI,6,6,,y_bl,0.0019095478985757925
"(2004, 5)",0.004259857346958107,meeting minutes,,CPI,6,76,,y_probe,0.0024508798229357655
"(2004, 5)",0.004259857346958107,speech,Governor Mark W. Olson,CPI,6,6,,y_probe,0.0038683344025470952
"(2004, 6)",0.003712547356184537,meeting minutes,,CPI,6,77,,y_bl,0.003581819601623104
"(2004, 6)",0.003712547356184537,speech,Governor Donald L. Kohn,CPI,6,118,,y_bl,0.003581819601623104
"(2004, 6)",0.003712547356184537,speech,Governor Edward M. Gramlich,CPI,6,49,,y_bl,0.003581819601623104
"(2004, 6)",0.003712547356184537,meeting minutes,,CPI,6,77,,y_probe,0.002628445425979727
"(2004, 6)",0.003712547356184537,speech,Governor Donald L. Kohn,CPI,6,118,,y_probe,0.003146247587034701
"(2004, 6)",0.003712547356184537,speech,Governor Edward M. Gramlich,CPI,6,49,,y_probe,0.0027607970807811853
"(2004, 7)",0.001058201156947547,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,18,,y_bl,0.002690432461252675
"(2004, 7)",0.001058201156947547,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,18,,y_probe,0.003409576163117279
"(2004, 8)",0.0005286809533657788,meeting minutes,,CPI,6,72,,y_bl,0.0021817492110841946
"(2004, 8)",0.0005286809533657788,meeting minutes,,CPI,6,72,,y_probe,0.0024607757826306917
"(2004, 9)",0.0031662295580501265,meeting minutes,,CPI,6,62,,y_bl,0.0015698540543184253
"(2004, 9)",0.0031662295580501265,speech,Governor Edward M. Gramlich,CPI,6,73,,y_bl,0.0015698540543184253
"(2004, 9)",0.0031662295580501265,meeting minutes,,CPI,6,62,,y_probe,0.0025253939464291815
"(2004, 9)",0.0031662295580501265,speech,Governor Edward M. Gramlich,CPI,6,73,,y_probe,0.002790605727465163
"(2004, 10)",0.005254872838358793,speech,Chairman Alan Greenspan,CPI,6,16,,y_bl,0.0028395672442383547
"(2004, 10)",0.005254872838358793,speech,Governor Ben S. Bernanke,CPI,6,33,,y_bl,0.0028395672442383547
"(2004, 10)",0.005254872838358793,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,34,,y_bl,0.0028395672442383547
"(2004, 10)",0.005254872838358793,speech,Chairman Alan Greenspan,CPI,6,16,,y_probe,0.0030657199876769057
"(2004, 10)",0.005254872838358793,speech,Governor Ben S. Bernanke,CPI,6,33,,y_probe,0.0028825667096038328
"(2004, 10)",0.005254872838358793,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,34,,y_probe,0.002525279873697342
"(2004, 11)",0.0047058910374122576,meeting minutes,,CPI,6,53,,y_bl,0.0037451600976638752
"(2004, 11)",0.0047058910374122576,meeting minutes,,CPI,6,53,,y_probe,0.0026484702226575625
"(2004, 12)",0.0,meeting minutes,,CPI,6,74,,y_bl,0.003294591987113993
"(2004, 12)",0.0,speech,Governor Ben S. Bernanke,CPI,6,48,,y_bl,0.003294591987113993
"(2004, 12)",0.0,meeting minutes,,CPI,6,74,,y_probe,0.002511198392015772
"(2004, 12)",0.0,speech,Governor Ben S. Bernanke,CPI,6,48,,y_probe,0.0025602750288346026
"(2005, 1)",-0.0005217845148388633,speech,Governor Ben S. Bernanke,CPI,6,106,,y_bl,0.0011940998626128103
"(2005, 1)",-0.0005217845148388633,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,144,,y_bl,0.0011940998626128103
"(2005, 1)",-0.0005217845148388633,speech,Governor Ben S. Bernanke,CPI,6,106,,y_probe,0.0023887047336889756
"(2005, 1)",-0.0005217845148388633,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,144,,y_probe,0.0024912268700574896
"(2005, 2)",0.004166672694846163,meeting minutes,,CPI,6,67,,y_bl,0.0014298470810332512
"(2005, 2)",0.004166672694846163,speech,Governor Ben S. Bernanke,CPI,6,108,,y_bl,0.0014298470810332512
"(2005, 2)",0.004166672694846163,speech,Governor Susan Schmidt Bies,CPI,6,13,,y_bl,0.0014298470810332512
"(2005, 2)",0.004166672694846163,meeting minutes,,CPI,6,67,,y_probe,0.002449356033677947
"(2005, 2)",0.004166672694846163,speech,Governor Ben S. Bernanke,CPI,6,108,,y_probe,0.00288129786217776
"(2005, 2)",0.004166672694846163,speech,Governor Susan Schmidt Bies,CPI,6,13,,y_probe,0.003202508551772833
"(2005, 3)",0.0036316512028626846,meeting minutes,,CPI,6,81,,y_bl,0.003146861168826189
"(2005, 3)",0.0036316512028626846,speech,Governor Ben S. Bernanke,CPI,6,142,,y_bl,0.003146861168826189
"(2005, 3)",0.0036316512028626846,meeting minutes,,CPI,6,81,,y_probe,0.002478004007813983
"(2005, 3)",0.0036316512028626846,speech,Governor Ben S. Bernanke,CPI,6,142,,y_probe,0.002808247228552285
"(2005, 4)",0.0031023809784818113,speech,Governor Ben S. Bernanke,CPI,6,82,,y_bl,0.003309348680060997
"(2005, 4)",0.0031023809784818113,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,88,,y_bl,0.003309348680060997
"(2005, 4)",0.0031023809784818113,speech,Governor Ben S. Bernanke,CPI,6,82,,y_probe,0.002797520102016807
"(2005, 4)",0.0031023809784818113,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,88,,y_probe,0.0027462583346459127
"(2005, 5)",-0.0005163955704734491,meeting minutes,,CPI,6,75,,y_bl,0.00307491647361072
"(2005, 5)",-0.0005163955704734491,speech,Governor Donald L. Kohn,CPI,6,79,,y_bl,0.00307491647361072
"(2005, 5)",-0.0005163955704734491,speech,Governor Edward M. Gramlich,CPI,6,96,,y_bl,0.00307491647361072
"(2005, 5)",-0.0005163955704734491,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,58,,y_bl,0.00307491647361072
"(2005, 5)",-0.0005163955704734491,meeting minutes,,CPI,6,75,,y_probe,0.0025362661215424984
"(2005, 5)",-0.0005163955704734491,speech,Governor Donald L. Kohn,CPI,6,79,,y_probe,0.0031156100835305705
"(2005, 5)",-0.0005163955704734491,speech,Governor Edward M. Gramlich,CPI,6,96,,y_probe,0.0022942258908392266
"(2005, 5)",-0.0005163955704734491,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,58,,y_probe,0.0022819069194870683
"(2005, 6)",0.0005163955704734491,meeting minutes,,CPI,6,78,,y_bl,0.0006408312141936265
"(2005, 6)",0.0005163955704734491,meeting minutes,,CPI,6,78,,y_probe,0.0024867210879873478
"(2005, 7)",0.006176036100564275,speech,Governor Donald L. Kohn,CPI,6,6,,y_bl,0.0022113335863001952
"(2005, 7)",0.006176036100564275,speech,Governor Donald L. Kohn,CPI,6,6,,y_probe,0.0021962267138409654
"(2005, 8)",0.006138126688785661,meeting minutes,,CPI,6,59,,y_bl,0.003815615944812185
"(2005, 8)",0.006138126688785661,meeting minutes,,CPI,6,59,,y_probe,0.0026779630112059396
"(2005, 9)",0.013674561020173392,meeting minutes,,CPI,6,64,,y_bl,0.0039727507933593345
"(2005, 9)",0.013674561020173392,speech,Governor Donald L. Kohn,CPI,6,43,,y_bl,0.0039727507933593345
"(2005, 9)",0.013674561020173392,meeting minutes,,CPI,6,64,,y_probe,0.0030072225290913046
"(2005, 9)",0.013674561020173392,speech,Governor Donald L. Kohn,CPI,6,43,,y_probe,0.0032656703668076763
"(2005, 10)",0.0015079168476770377,speech,Governor Donald L. Kohn,CPI,6,90,,y_bl,0.006551479549847372
"(2005, 10)",0.0015079168476770377,speech,Governor Donald L. Kohn,CPI,6,90,,y_probe,0.0028320002274663937
"(2005, 11)",-0.005035257365645585,meeting minutes,,CPI,6,69,,y_bl,0.00012683701664767605
"(2005, 11)",-0.005035257365645585,speech,Chairman Alan Greenspan,CPI,6,28,,y_bl,0.00012683701664767605
"(2005, 11)",-0.005035257365645585,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,87,,y_bl,0.00012683701664767605
"(2005, 11)",-0.005035257365645585,meeting minutes,,CPI,6,69,,y_probe,0.0024828517747148412
"(2005, 11)",-0.005035257365645585,speech,Chairman Alan Greenspan,CPI,6,28,,y_probe,0.0025098167938474207
"(2005, 11)",-0.005035257365645585,speech,"Vice Chairman Roger W. Ferguson, Jr.",CPI,6,87,,y_probe,0.002515058147305289
"(2005, 12)",0.0,meeting minutes,,CPI,6,58,,y_bl,0.0008077229445321935
"(2005, 12)",0.0,speech,Governor Mark W. Olson,CPI,6,23,,y_bl,0.0008077229445321935
"(2005, 12)",0.0,meeting minutes,,CPI,6,58,,y_probe,0.0026656633642262156
"(2005, 12)",0.0,speech,Governor Mark W. Olson,CPI,6,23,,y_probe,0.0033380312332700595
"(2006, 1)",0.006039273514243604,meeting minutes,,CPI,6,63,,y_bl,0.0004562005419827451
"(2006, 1)",0.006039273514243604,speech,Governor Susan Schmidt Bies,CPI,6,45,,y_bl,0.0004562005419827451
"(2006, 1)",0.006039273514243604,meeting minutes,,CPI,6,63,,y_probe,0.002623885741490034
"(2006, 1)",0.006039273514243604,speech,Governor Susan Schmidt Bies,CPI,6,45,,y_probe,0.002868463105311908
"(2006, 2)",0.0005016303089888652,speech,Chairman Ben S. Bernanke,CPI,6,103,,y_bl,0.005222410550211148
"(2006, 2)",0.0005016303089888652,speech,Chairman Ben S. Bernanke,CPI,6,103,,y_probe,0.0027668990403128158
"(2006, 3)",0.001503382894031624,meeting minutes,,CPI,6,73,,y_bl,0.0026327871343377043
"(2006, 3)",0.001503382894031624,speech,Chairman Ben S. Bernanke,CPI,6,29,,y_bl,0.0026327871343377043
"(2006, 3)",0.001503382894031624,speech,Governor Donald L. Kohn,CPI,6,63,,y_bl,0.0026327871343377043
"(2006, 3)",0.001503382894031624,meeting minutes,,CPI,6,73,,y_probe,0.002596662268571887
"(2006, 3)",0.001503382894031624,speech,Chairman Ben S. Bernanke,CPI,6,29,,y_probe,0.002523870621500029
"(2006, 3)",0.001503382894031624,speech,Governor Donald L. Kohn,CPI,6,63,,y_probe,0.0024789247061720986
"(2006, 5)",0.007980092223976776,meeting minutes,,CPI,6,84,,y_bl,0.0021743791172380315
"(2006, 5)",0.007980092223976776,meeting minutes,,CPI,6,84,,y_probe,0.002848209766855874
"(2006, 6)",0.002480775273762781,meeting minutes,,CPI,6,78,,y_bl,0.003268032153218366
"(2006, 6)",0.002480775273762781,speech,Chairman Ben S. Bernanke,CPI,6,37,,y_bl,0.003268032153218366
"(2006, 6)",0.002480775273762781,speech,Governor Donald L. Kohn,CPI,6,59,,y_bl,0.003268032153218366
"(2006, 6)",0.002480775273762781,meeting minutes,,CPI,6,78,,y_probe,0.0026897625195264744
"(2006, 6)",0.002480775273762781,speech,Chairman Ben S. Bernanke,CPI,6,37,,y_probe,0.002877262717479624
"(2006, 6)",0.002480775273762781,speech,Governor Donald L. Kohn,CPI,6,59,,y_probe,0.0032073303790637006
"(2006, 7)",0.0054361389122599135,speech,Governor Kevin Warsh,CPI,6,11,,y_bl,0.0027486896197432393
"(2006, 7)",0.0054361389122599135,speech,Governor Kevin Warsh,CPI,6,11,,y_probe,0.002789225451587229
"(2006, 8)",0.004425873956855675,meeting minutes,,CPI,6,79,,y_bl,0.004090742577732957
"(2006, 8)",0.004425873956855675,speech,Chairman Ben S. Bernanke,CPI,6,62,,y_bl,0.004090742577732957
"(2006, 8)",0.004425873956855675,meeting minutes,,CPI,6,79,,y_probe,0.002821358028295463
"(2006, 8)",0.004425873956855675,speech,Chairman Ben S. Bernanke,CPI,6,62,,y_probe,0.002575477707158337
"(2006, 9)",-0.004918849071596121,meeting minutes,,CPI,6,78,,y_bl,0.001517310106285772
"(2006, 9)",-0.004918849071596121,speech,Governor Randall S. Kroszner,CPI,6,75,,y_bl,0.001517310106285772
"(2006, 9)",-0.004918849071596121,meeting minutes,,CPI,6,78,,y_probe,0.0021994508593808824
"(2006, 9)",-0.004918849071596121,speech,Governor Randall S. Kroszner,CPI,6,75,,y_probe,0.0025443533820306134
"(2006, 10)",-0.0044477463982364185,meeting minutes,,CPI,6,81,,y_bl,0.0007265087135958324
"(2006, 10)",-0.0044477463982364185,meeting minutes,,CPI,6,81,,y_probe,0.0022584723296545824
"(2006, 11)",0.00049517208241312,speech,Chairman Ben S. Bernanke,CPI,6,38,,y_bl,0.0003937149491545596
"(2006, 11)",0.00049517208241312,speech,Governor Randall S. Kroszner,CPI,6,94,,y_bl,0.0003937149491545596
"(2006, 11)",0.00049517208241312,speech,Chairman Ben S. Bernanke,CPI,6,38,,y_probe,0.0027061978836699575
"(2006, 11)",0.00049517208241312,speech,Governor Randall S. Kroszner,CPI,6,94,,y_probe,0.002865164032195108
"(2006, 12)",0.00543077118513402,meeting minutes,,CPI,6,71,,y_bl,0.0018334732965838852
"(2006, 12)",0.00543077118513402,speech,Vice Chairman Donald L. Kohn,CPI,6,50,,y_bl,0.0018334732965838852
"(2006, 12)",0.00543077118513402,meeting minutes,,CPI,6,71,,y_probe,0.0021635269729451184
"(2006, 12)",0.00543077118513402,speech,Vice Chairman Donald L. Kohn,CPI,6,50,,y_probe,0.0030383017529146683
"(2007, 1)",0.0016579060562325054,meeting minutes,,CPI,6,85,,y_bl,0.0050274364477207395
"(2007, 1)",0.0016579060562325054,meeting minutes,,CPI,6,85,,y_probe,0.002433707202840065
"(2007, 3)",0.009057496626739159,meeting minutes,,CPI,6,74,,y_bl,0.0020761597762979415
"(2007, 3)",0.009057496626739159,speech,Chairman Ben S. Bernanke,CPI,6,96,,y_bl,0.0020761597762979415
"(2007, 3)",0.009057496626739159,speech,Governor Frederic S. Mishkin,CPI,6,127,,y_bl,0.0020761597762979415
"(2007, 3)",0.009057496626739159,speech,Governor Randall S. Kroszner,CPI,6,142,,y_bl,0.0020761597762979415
"(2007, 3)",0.009057496626739159,speech,Vice Chairman Donald L. Kohn,CPI,6,21,,y_bl,0.0020761597762979415
"(2007, 3)",0.009057496626739159,meeting minutes,,CPI,6,74,,y_probe,0.002559585173123265
"(2007, 3)",0.009057496626739159,speech,Chairman Ben S. Bernanke,CPI,6,96,,y_probe,0.003076577350322629
"(2007, 3)",0.009057496626739159,speech,Governor Frederic S. Mishkin,CPI,6,127,,y_probe,0.0038232518764760234
"(2007, 3)",0.009057496626739159,speech,Governor Randall S. Kroszner,CPI,6,142,,y_probe,0.003403002280727255
"(2007, 3)",0.009057496626739159,speech,Vice Chairman Donald L. Kohn,CPI,6,21,,y_probe,0.0031847353819163134
"(2007, 4)",0.002996169481998656,speech,Governor Frederic S. Mishkin,CPI,6,44,,y_bl,0.004716555423918902
"(2007, 4)",0.002996169481998656,speech,Governor Frederic S. Mishkin,CPI,6,44,,y_probe,0.0025932323692629037
"(2007, 5)",0.004124476656923726,meeting minutes,,CPI,6,77,,y_bl,0.0008984850213959854
"(2007, 5)",0.004124476656923726,speech,Governor Randall S. Kroszner,CPI,6,78,,y_bl,0.0008984850213959854
"(2007, 5)",0.004124476656923726,meeting minutes,,CPI,6,77,,y_probe,0.00234477252503202
"(2007, 5)",0.004124476656923726,speech,Governor Randall S. Kroszner,CPI,6,78,,y_probe,0.002790947211826308
"(2007, 6)",0.0023140721794590036,meeting minutes,,CPI,6,77,,y_bl,0.004376055432912546
"(2007, 6)",0.0023140721794590036,meeting minutes,,CPI,6,77,,y_probe,0.00234477252503202
"(2007, 7)",0.0017790124666809959,speech,Chairman Ben S. Bernanke,CPI,6,112,,y_bl,0.0007370859730869729
"(2007, 7)",0.0017790124666809959,speech,Chairman Ben S. Bernanke,CPI,6,112,,y_probe,0.0032961342710096206
"(2007, 8)",0.0003082332001183019,meeting minutes,,CPI,6,83,,y_bl,0.003331560896635945
"(2007, 8)",0.0003082332001183019,speech,Chairman Ben S. Bernanke,CPI,6,43,,y_bl,0.003331560896635945
"(2007, 8)",0.0003082332001183019,meeting minutes,,CPI,6,83,,y_probe,0.0025629571655031505
"(2007, 8)",0.0003082332001183019,speech,Chairman Ben S. Bernanke,CPI,6,43,,y_probe,0.0027318441865134043
"(2007, 9)",0.004228600245438585,meeting minutes,,CPI,6,76,,y_bl,0.001499138023761594
"(2007, 9)",0.004228600245438585,speech,Governor Frederic S. Mishkin,CPI,6,91,,y_bl,0.001499138023761594
"(2007, 9)",0.004228600245438585,speech,Vice Chairman Donald L. Kohn,CPI,6,49,,y_bl,0.001499138023761594
"(2007, 9)",0.004228600245438585,meeting minutes,,CPI,6,76,,y_probe,0.0024231734431152193
"(2007, 9)",0.004228600245438585,speech,Governor Frederic S. Mishkin,CPI,6,91,,y_probe,0.003088492716951367
"(2007, 9)",0.004228600245438585,speech,Vice Chairman Donald L. Kohn,CPI,6,49,,y_probe,0.002827474552853213
"(2007, 10)",0.0030784944010990856,meeting minutes,,CPI,6,92,,y_bl,0.003618405610691234
"(2007, 10)",0.0030784944010990856,speech,Chairman Ben S. Bernanke,CPI,6,30,,y_bl,0.003618405610691234
"(2007, 10)",0.0030784944010990856,speech,Governor Frederic S. Mishkin,CPI,6,86,,y_bl,0.003618405610691234
"(2007, 10)",0.0030784944010990856,meeting minutes,,CPI,6,92,,y_probe,0.0022923055931487225
"(2007, 10)",0.0030784944010990856,speech,Chairman Ben S. Bernanke,CPI,6,30,,y_probe,0.00268845783547554
"(2007, 10)",0.0030784944010990856,speech,Governor Frederic S. Mishkin,CPI,6,86,,y_probe,0.003031841080160088
"(2007, 11)",0.007828164082873457,speech,Governor Frederic S. Mishkin,CPI,6,133,,y_bl,0.0024317254544333404
"(2007, 11)",0.007828164082873457,speech,Governor Frederic S. Mishkin,CPI,6,133,,y_probe,0.0028708376768607226
"(2007, 12)",0.0028938234029487475,meeting minutes,,CPI,6,87,,y_bl,0.004958723058751175
"(2007, 12)",0.0028938234029487475,meeting minutes,,CPI,6,87,,y_probe,0.0023630732905028534
"(2008, 1)",0.003441775367173605,meeting minutes,,CPI,6,90,,y_bl,0.0013913001534558182
"(2008, 1)",0.003441775367173605,speech,Chairman Ben S. Bernanke,CPI,6,37,,y_bl,0.0013913001534558182
"(2008, 1)",0.003441775367173605,speech,Vice Chairman Donald L. Kohn,CPI,6,24,,y_bl,0.0013913001534558182
"(2008, 1)",0.003441775367173605,meeting minutes,,CPI,6,90,,y_probe,0.0025076030798573904
"(2008, 1)",0.003441775367173605,speech,Chairman Ben S. Bernanke,CPI,6,37,,y_probe,0.0026910423978786127
"(2008, 1)",0.003441775367173605,speech,Vice Chairman Donald L. Kohn,CPI,6,24,,y_probe,0.0031346472152024903
"(2008, 3)",0.005986550530199253,meeting minutes,,CPI,6,103,,y_bl,0.003512846843847839
"(2008, 3)",0.005986550530199253,meeting minutes,,CPI,6,103,,y_probe,0.0025031522972407245
"(2008, 4)",0.002311706965508087,meeting minutes,,CPI,6,111,,y_bl,0.00263518308668442
"(2008, 4)",0.002311706965508087,meeting minutes,,CPI,6,111,,y_probe,0.0025393960614206513
"(2008, 6)",0.01632377086528969,meeting minutes,,CPI,6,100,,y_bl,0.0028639028801859564
"(2008, 6)",0.01632377086528969,meeting minutes,,CPI,6,100,,y_probe,0.0027929608041164676
"(2008, 8)",0.005626480785209331,meeting minutes,,CPI,6,83,,y_bl,0.007813588263506149
"(2008, 8)",0.005626480785209331,meeting minutes,,CPI,6,83,,y_probe,0.002603549676986744
"(2008, 9)",0.000854726299673203,meeting minutes,,CPI,6,86,,y_bl,0.0014061270676970136
"(2008, 9)",0.000854726299673203,meeting minutes,,CPI,6,86,,y_probe,0.0021802818351374558
"(2008, 10)",-0.00863561639955801,meeting minutes,,CPI,6,87,,y_bl,0.0035784855652146903
"(2008, 10)",-0.00863561639955801,meeting minutes,,CPI,6,87,,y_probe,0.00186918146059166
"(2008, 12)",-0.026131699146899834,meeting minutes,,CPI,6,110,,y_bl,-0.004117706375669586
"(2008, 12)",-0.026131699146899834,meeting minutes,,CPI,6,110,,y_probe,0.0013226572071790915
"(2009, 1)",0.002527574332266802,meeting minutes,,CPI,6,79,,y_bl,-0.005424247814907644
"(2009, 1)",0.002527574332266802,meeting minutes,,CPI,6,79,,y_probe,0.0021709498246122623
"(2009, 3)",0.0026482716901723435,meeting minutes,,CPI,6,71,,y_bl,0.0055273420239889785
"(2009, 3)",0.0026482716901723435,meeting minutes,,CPI,6,71,,y_probe,0.0020234856467426744
"(2009, 4)",0.001006575752197314,meeting minutes,,CPI,6,66,,y_bl,0.0017752785618154387
"(2009, 4)",0.001006575752197314,meeting minutes,,CPI,6,66,,y_probe,0.0022889043679781788
"(2009, 6)",0.009735772188088632,meeting minutes,,CPI,6,96,,y_bl,0.006612219615489906
"(2009, 6)",0.009735772188088632,meeting minutes,,CPI,6,96,,y_probe,0.002289113553436245
"(2009, 8)",0.003044849935723626,meeting minutes,,CPI,6,81,,y_bl,0.0010177054798792687
"(2009, 8)",0.003044849935723626,meeting minutes,,CPI,6,81,,y_probe,0.002392111207804736
"(2009, 9)",0.001929025466836265,meeting minutes,,CPI,6,99,,y_bl,0.0016920882965320875
"(2009, 9)",0.001929025466836265,meeting minutes,,CPI,6,99,,y_probe,0.002185252030847344
"(2009, 11)",0.006340431543516267,meeting minutes,,CPI,6,89,,y_bl,0.003362429152695496
"(2009, 11)",0.006340431543516267,meeting minutes,,CPI,6,89,,y_probe,0.0025813203770641197
"(2009, 12)",0.0005200411547976458,meeting minutes,,CPI,6,113,,y_bl,0.00222083983304457
"(2009, 12)",0.0005200411547976458,meeting minutes,,CPI,6,113,,y_probe,0.002471119856378807
"(2010, 1)",0.0006485218758465194,meeting minutes,,CPI,6,100,,y_bl,0.002263796590151577
"(2010, 1)",0.0006485218758465194,meeting minutes,,CPI,6,100,,y_probe,0.002384621529043186
"(2010, 3)",-0.0006209166308481784,meeting minutes,,CPI,6,87,,y_bl,0.002686770292726657
"(2010, 3)",-0.0006209166308481784,meeting minutes,,CPI,6,87,,y_probe,0.0024632055020243535
"(2010, 4)",0.00023001407787592854,meeting minutes,,CPI,6,86,,y_bl,0.0004504589467028594
"(2010, 4)",0.00023001407787592854,meeting minutes,,CPI,6,86,,y_probe,0.002467882983651751
"(2010, 6)",-0.0009387900423032391,meeting minutes,,CPI,6,96,,y_bl,0.002878138698703764
"(2010, 6)",-0.0009387900423032391,meeting minutes,,CPI,6,96,,y_probe,0.0024343193649700697
"(2010, 8)",0.003327805388597227,meeting minutes,,CPI,6,99,,y_bl,0.001309475583438775
"(2010, 8)",0.003327805388597227,meeting minutes,,CPI,6,99,,y_probe,0.0021703247972350292
"(2010, 9)",0.001613946310657255,meeting minutes,,CPI,6,87,,y_bl,0.003395002923756413
"(2010, 9)",0.001613946310657255,meeting minutes,,CPI,6,87,,y_probe,0.0023893815294152025
"(2010, 11)",0.0060064355610292,meeting minutes,,CPI,6,111,,y_bl,0.0017688224574556877
"(2010, 11)",0.0060064355610292,meeting minutes,,CPI,6,111,,y_probe,0.002449392905855681
"(2010, 12)",0.004008531438849161,meeting minutes,,CPI,6,87,,y_bl,0.004410085881879527
"(2010, 12)",0.004008531438849161,meeting minutes,,CPI,6,87,,y_probe,0.002581140874763427
"(2011, 1)",0.0032377948808059998,meeting minutes,,CPI,6,106,,y_bl,0.0018673936715326064
"(2011, 1)",0.0032377948808059998,meeting minutes,,CPI,6,106,,y_probe,0.0025428139889958875
"(2011, 3)",0.008369530637081901,meeting minutes,,CPI,6,104,,y_bl,0.0033048255631557763
"(2011, 3)",0.008369530637081901,meeting minutes,,CPI,6,104,,y_probe,0.0028007562185460157
"(2011, 4)",0.004683116049055691,meeting minutes,,CPI,6,120,,y_bl,0.0038289001869749244
"(2011, 4)",0.004683116049055691,press conference,,CPI,6,116,,y_bl,0.0038289001869749244
"(2011, 4)",0.004683116049055691,meeting minutes,,CPI,6,120,,y_probe,0.002662626865561271
"(2011, 4)",0.004683116049055691,press conference,,CPI,6,116,,y_probe,0.003177485935776151
"(2011, 6)",0.0031766637911196938,meeting minutes,,CPI,6,107,,y_bl,0.0029098132006277885
"(2011, 6)",0.0031766637911196938,press conference,,CPI,6,76,,y_bl,0.0029098132006277885
"(2011, 6)",0.0031766637911196938,meeting minutes,,CPI,6,107,,y_probe,0.002522119120889274
"(2011, 6)",0.0031766637911196938,press conference,,CPI,6,76,,y_probe,0.0031158831120878484
"(2011, 8)",0.005766107807574805,meeting minutes,,CPI,6,103,,y_bl,0.0031961660228907434
"(2011, 8)",0.005766107807574805,meeting minutes,,CPI,6,103,,y_probe,0.0023193980545034992
"(2011, 9)",0.0021691934558836223,meeting minutes,,CPI,6,125,,y_bl,0.0026779444815558363
"(2011, 9)",0.0021691934558836223,meeting minutes,,CPI,6,125,,y_probe,0.0024860373904201072
"(2011, 11)",0.0025211245574698893,meeting minutes,,CPI,6,116,,y_bl,0.002495469968500112
"(2011, 11)",0.0025211245574698893,press conference,,CPI,6,81,,y_bl,0.002495469968500112
"(2011, 11)",0.0025211245574698893,meeting minutes,,CPI,6,116,,y_probe,0.0025108307319637773
"(2011, 11)",0.0025211245574698893,press conference,,CPI,6,81,,y_probe,0.0029946741961687008
"(2011, 12)",0.00023768024196879622,meeting minutes,,CPI,6,90,,y_bl,0.003090728477262949
