ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,6,106,,,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,6,106,,,y_probe,0.001618443226159756
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,6,77,,,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,6,77,,,y_probe,0.002234313239477206
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,6,88,,,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,6,88,,,y_probe,0.002471503918781794
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,6,124,,,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,6,124,,,y_probe,0.001457880836250558
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,6,75,,,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,6,75,,,y_probe,0.0012148721254093416
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,6,91,,,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,6,76,,,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,6,91,,,y_probe,0.0015183377573368536
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,6,76,,,y_probe,0.0034360556341001326
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,6,20,,,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,6,20,,,y_probe,0.0013488138611000636
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,6,82,,,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,6,82,,,y_probe,0.0016414515515922072
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,6,67,,,y_bl,0.0012778396429653576
