ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,10,1,meeting minutes,,UST,16,106,1 Yr,128,y_bl,-0.0027761937187946208
"(1996, 1)",0.0,train,10,1,meeting minutes,,UST,16,106,1 Yr,128,y_probe,0.0022506661373362918
"(1996, 3)",0.07725848313712999,train,10,1,meeting minutes,,UST,16,77,1 Yr,128,y_bl,-0.0027761937187946208
"(1996, 3)",0.07725848313712999,train,10,1,meeting minutes,,UST,16,77,1 Yr,128,y_probe,0.0037616235468940526
"(1996, 5)",0.03470667976550024,train,10,1,meeting minutes,,UST,16,88,1 Yr,128,y_bl,-0.012769637574383593
"(1996, 5)",0.03470667976550024,train,10,1,meeting minutes,,UST,16,88,1 Yr,128,y_probe,-0.0011719887322091315
"(1996, 7)",0.04046286361318216,train,10,1,meeting minutes,,UST,16,124,1 Yr,128,y_bl,-0.0006076492035807542
"(1996, 7)",0.04046286361318216,train,10,1,meeting minutes,,UST,16,124,1 Yr,128,y_probe,0.004120593172711445
"(1996, 8)",-0.031526253646772605,train,10,1,meeting minutes,,UST,16,75,1 Yr,128,y_bl,0.0017201854011910144
"(1996, 8)",-0.031526253646772605,train,10,1,meeting minutes,,UST,16,75,1 Yr,128,y_probe,0.0012419683823473998
"(1996, 9)",0.0193838668210482,train,10,1,meeting minutes,,UST,16,91,1 Yr,128,y_bl,-0.0034729455634614345
"(1996, 9)",0.0193838668210482,train,10,1,meeting minutes,,UST,16,91,1 Yr,128,y_probe,-0.001137741942063712
"(1996, 10)",-0.02652675433342977,train,10,1,speech,Chairman Alan Greenspan,UST,16,20,1 Yr,128,y_bl,-0.01050722168306808
"(1996, 10)",-0.02652675433342977,train,10,1,speech,Chairman Alan Greenspan,UST,16,20,1 Yr,128,y_probe,0.007658580155182211
"(1996, 11)",-0.029092960941664543,train,10,1,meeting minutes,,UST,16,82,1 Yr,128,y_bl,0.01952302631271628
"(1996, 11)",-0.029092960941664543,train,10,1,meeting minutes,,UST,16,82,1 Yr,128,y_probe,-0.001889654610579537
"(1996, 12)",0.01646880771326753,train,10,1,meeting minutes,,UST,16,67,1 Yr,128,y_bl,0.019955720050410557
"(1996, 12)",0.01646880771326753,train,10,1,meeting minutes,,UST,16,67,1 Yr,128,y_probe,-0.00034015760785456085
"(1997, 1)",0.017986096369782656,train,10,1,speech,Governor Laurence H. Meyer,UST,16,11,1 Yr,128,y_bl,0.018552380196997245
"(1997, 1)",0.017986096369782656,train,10,1,speech,Governor Laurence H. Meyer,UST,16,11,1 Yr,128,y_probe,0.026091006819666453
"(1997, 2)",-0.012556218775412686,train,10,1,meeting minutes,,UST,16,82,1 Yr,128,y_bl,-0.009227357120394606
"(1997, 2)",-0.012556218775412686,train,10,1,meeting minutes,,UST,16,82,1 Yr,128,y_probe,0.0029476157001085174
"(1997, 3)",0.0646513306588133,train,10,1,meeting minutes,,UST,16,77,1 Yr,128,y_bl,0.028102488848263222
"(1997, 3)",0.0646513306588133,train,10,1,meeting minutes,,UST,16,77,1 Yr,128,y_probe,-0.002510652654295971
"(1997, 4)",0.02341244062474157,train,10,1,speech,Governor Laurence H. Meyer,UST,16,168,1 Yr,128,y_bl,-0.024720410941722882
"(1997, 4)",0.02341244062474157,train,10,1,speech,Governor Laurence H. Meyer,UST,16,168,1 Yr,128,y_probe,0.023589387516288644
"(1997, 5)",-0.029935518451022627,train,10,1,meeting minutes,,UST,16,85,1 Yr,128,y_bl,-0.003969627345652492
"(1997, 5)",-0.029935518451022627,train,10,1,speech,Chairman Alan Greenspan,UST,16,61,1 Yr,128,y_bl,-0.003969627345652492
"(1997, 5)",-0.029935518451022627,train,10,1,meeting minutes,,UST,16,85,1 Yr,128,y_probe,0.0031944729168725157
"(1997, 5)",-0.029935518451022627,train,10,1,speech,Chairman Alan Greenspan,UST,16,61,1 Yr,128,y_probe,0.016690669651835806
"(1997, 7)",-0.04027389913794277,train,10,1,meeting minutes,,UST,16,116,1 Yr,128,y_bl,0.0038036540682278674
"(1997, 7)",-0.04027389913794277,train,10,1,meeting minutes,,UST,16,116,1 Yr,128,y_probe,0.0026235670263471166
"(1997, 8)",-0.023319442345142605,train,10,1,meeting minutes,,UST,16,74,1 Yr,128,y_bl,-0.00196808394340437
"(1997, 8)",-0.023319442345142605,train,10,1,meeting minutes,,UST,16,74,1 Yr,128,y_probe,0.0020319957288011427
"(1997, 9)",-0.0009327408505547402,train,10,1,meeting minutes,,UST,16,72,1 Yr,128,y_bl,-0.012125543554784018
"(1997, 9)",-0.0009327408505547402,train,10,1,speech,Chairman Alan Greenspan,UST,16,83,1 Yr,128,y_bl,-0.012125543554784018
"(1997, 9)",-0.0009327408505547402,train,10,1,speech,Governor Laurence H. Meyer,UST,16,127,1 Yr,128,y_bl,-0.012125543554784018
"(1997, 9)",-0.0009327408505547402,train,10,1,meeting minutes,,UST,16,72,1 Yr,128,y_probe,-0.0035427964616263786
"(1997, 9)",-0.0009327408505547402,train,10,1,speech,Chairman Alan Greenspan,UST,16,83,1 Yr,128,y_probe,0.00783737170063053
"(1997, 9)",-0.0009327408505547402,train,10,1,speech,Governor Laurence H. Meyer,UST,16,127,1 Yr,128,y_probe,0.018002293923920616
"(1997, 10)",-0.0009280025412752302,train,10,1,speech,Governor Laurence H. Meyer,UST,16,135,1 Yr,128,y_bl,0.01585640587370409
"(1997, 10)",-0.0009280025412752302,train,10,1,speech,Governor Laurence H. Meyer,UST,16,135,1 Yr,128,y_probe,0.018274019143743842
