indicator,maturity,layer,split,n_pc,variable,model,value,std
UST,1 Mo,16,train,128,cor,y_probe,0.33318070121556137,0.019166298889249648
UST,1 Mo,16,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,16,train,128,mse,y_probe,0.24222787034964707,0.012590276490155117
UST,1 Mo,16,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,16,train,128,rmse,y_probe,0.4920340445951606,0.012765642804742279
UST,1 Mo,16,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,16,train,,cor,y_probe,0.5761445112526346,0.024061631060216023
UST,1 Mo,16,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,16,train,,mse,y_probe,0.22641827026111408,0.011804927031841056
UST,1 Mo,16,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,16,train,,rmse,y_probe,0.4757060614574281,0.012349764864952753
UST,1 Mo,17,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,17,test,128,cor,y_probe,0.2812512644621282,0.11842608135572706
UST,1 Mo,17,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,17,test,128,mse,y_probe,0.46813846813399784,0.09660842362173609
UST,1 Mo,17,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,17,test,128,rmse,y_probe,0.6812184809650387,0.07141296560922086
UST,1 Mo,17,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,17,test,,cor,y_probe,0.2446316313016605,0.08354992924362119
UST,1 Mo,17,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,17,test,,mse,y_probe,0.46867872303624497,0.10194547374288547
UST,1 Mo,17,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,17,test,,rmse,y_probe,0.6812983538492162,0.07509390852953078
UST,1 Mo,17,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,17,train,128,cor,y_probe,0.3108447807373233,0.02025072618005589
UST,1 Mo,17,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,17,train,128,mse,y_probe,0.24294430691636162,0.012652771881348394
UST,1 Mo,17,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,17,train,128,rmse,y_probe,0.4927606467804898,0.012808781208364277
UST,1 Mo,17,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,17,train,,cor,y_probe,0.5835999220285154,0.024886188766743225
UST,1 Mo,17,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,17,train,,mse,y_probe,0.22594804886998437,0.01189983879379412
UST,1 Mo,17,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,17,train,,rmse,y_probe,0.4752093473636393,0.012456175587255069
UST,1 Mo,18,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,18,test,128,cor,y_probe,0.19578850618752253,0.16263249642097408
UST,1 Mo,18,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,18,test,128,mse,y_probe,0.4691947606419423,0.09632910360417446
UST,1 Mo,18,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,18,test,128,rmse,y_probe,0.6820133143764766,0.0711740793333114
UST,1 Mo,18,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,18,test,,cor,y_probe,0.08484765938675988,0.07308910712987772
UST,1 Mo,18,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,18,test,,mse,y_probe,0.4728436617623766,0.10154220769973114
UST,1 Mo,18,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,18,test,,rmse,y_probe,0.6844065499275359,0.07442560193461453
UST,1 Mo,18,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,18,train,128,cor,y_probe,0.31848812869726356,0.01624550496636708
UST,1 Mo,18,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,18,train,128,mse,y_probe,0.24297740108604193,0.012603781583353
UST,1 Mo,18,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,18,train,128,rmse,y_probe,0.4927952379499619,0.012760022525570524
UST,1 Mo,18,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,18,train,,cor,y_probe,0.5851048140047247,0.03307460359877681
UST,1 Mo,18,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,18,train,,mse,y_probe,0.22627273945306406,0.012062916054823325
UST,1 Mo,18,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,18,train,,rmse,y_probe,0.4755475524454667,0.012612732465155829
UST,1 Mo,19,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,19,test,128,cor,y_probe,0.18722528486655549,0.14330553346493033
UST,1 Mo,19,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,19,test,128,mse,y_probe,0.46924068777192823,0.096836817546872
UST,1 Mo,19,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,19,test,128,rmse,y_probe,0.6820146296841377,0.07156057459188585
UST,1 Mo,19,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,19,test,,cor,y_probe,0.2060140670895727,0.068815339282774
UST,1 Mo,19,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,19,test,,mse,y_probe,0.46778615773951027,0.10032912200735171
UST,1 Mo,19,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,19,test,,rmse,y_probe,0.6807267837430656,0.0741384147585772
UST,1 Mo,19,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,19,train,128,cor,y_probe,0.3465221002709732,0.01873403707343007
UST,1 Mo,19,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,19,train,128,mse,y_probe,0.24176132235722006,0.012482758503661796
UST,1 Mo,19,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,19,train,128,rmse,y_probe,0.4915617069394722,0.012669383764245184
UST,1 Mo,19,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,19,train,,cor,y_probe,0.5887730437860441,0.03210487040444653
UST,1 Mo,19,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,19,train,,mse,y_probe,0.22516045232055185,0.011582734504432564
UST,1 Mo,19,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,19,train,,rmse,y_probe,0.47438621522551727,0.012153760969397175
UST,1 Mo,20,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,20,test,128,cor,y_probe,0.2129087153188037,0.12805755456284787
UST,1 Mo,20,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,20,test,128,mse,y_probe,0.46859015460302145,0.09614810846170964
UST,1 Mo,20,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,20,test,128,rmse,y_probe,0.6815810397159485,0.07104084127060396
UST,1 Mo,20,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,20,test,,cor,y_probe,0.15574090936698254,0.04206981827500605
UST,1 Mo,20,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,20,test,,mse,y_probe,0.4701182470756434,0.09957995542926465
UST,1 Mo,20,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,20,test,,rmse,y_probe,0.6825060541166735,0.07334620959643949
UST,1 Mo,20,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,20,train,128,cor,y_probe,0.32402904256761855,0.019247970854441666
UST,1 Mo,20,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,20,train,128,mse,y_probe,0.24229884415135192,0.012423670090536736
UST,1 Mo,20,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,20,train,128,rmse,y_probe,0.49210965906205945,0.012596011728696736
UST,1 Mo,20,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,20,train,,cor,y_probe,0.606729496361285,0.03352491363297364
UST,1 Mo,20,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,20,train,,mse,y_probe,0.22534092691106525,0.011667458576072433
UST,1 Mo,20,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,20,train,,rmse,y_probe,0.47457470983335065,0.012235792662118545
UST,1 Mo,21,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,21,test,128,cor,y_probe,0.21872276059114076,0.10119380386889594
UST,1 Mo,21,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,21,test,128,mse,y_probe,0.4694288453920093,0.0962033863481378
UST,1 Mo,21,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,21,test,128,rmse,y_probe,0.6821962117442089,0.07103849373631621
UST,1 Mo,21,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,21,test,,cor,y_probe,0.1086426150179168,0.07764471828155627
UST,1 Mo,21,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,21,test,,mse,y_probe,0.47155143185162496,0.1001989357215369
UST,1 Mo,21,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,21,test,,rmse,y_probe,0.6835241082716386,0.07370740518331743
UST,1 Mo,21,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,21,train,128,cor,y_probe,0.3259213456444057,0.021338048422558844
UST,1 Mo,21,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,21,train,128,mse,y_probe,0.2421943918091159,0.012446403613250381
UST,1 Mo,21,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,21,train,128,rmse,y_probe,0.49200300594350554,0.01262111086982304
UST,1 Mo,21,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,21,train,,cor,y_probe,0.6082506126152865,0.03565497193045864
UST,1 Mo,21,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,21,train,,mse,y_probe,0.2255717983672027,0.011843252958051975
UST,1 Mo,21,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,21,train,,rmse,y_probe,0.4748142710426689,0.012409995035337195
UST,1 Mo,22,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,22,test,128,cor,y_probe,0.30019312880570803,0.05404476452023273
UST,1 Mo,22,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,22,test,128,mse,y_probe,0.46831995144722505,0.09641726190481746
UST,1 Mo,22,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,22,test,128,rmse,y_probe,0.6813639656594221,0.07126620647343133
UST,1 Mo,22,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,22,test,,cor,y_probe,0.11128679996675488,0.09035012536482613
UST,1 Mo,22,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,22,test,,mse,y_probe,0.4700529467155429,0.09926282950209457
UST,1 Mo,22,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,22,test,,rmse,y_probe,0.6824845129587349,0.07303968345205684
UST,1 Mo,22,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,22,train,128,cor,y_probe,0.34184009721998476,0.02107207599655745
UST,1 Mo,22,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,22,train,128,mse,y_probe,0.24159090052596074,0.01236323019120998
UST,1 Mo,22,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,22,train,128,rmse,y_probe,0.4913907276132294,0.012552556597249522
UST,1 Mo,22,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,22,train,,cor,y_probe,0.605849172048359,0.03146721319216198
UST,1 Mo,22,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,22,train,,mse,y_probe,0.225723687415427,0.011753148609489006
UST,1 Mo,22,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,22,train,,rmse,y_probe,0.47497628219236565,0.012309486694475524
UST,1 Mo,23,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,23,test,128,cor,y_probe,0.28835723992871326,0.04744312910853112
UST,1 Mo,23,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,23,test,128,mse,y_probe,0.4683065851328549,0.09630415907775351
UST,1 Mo,23,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,23,test,128,rmse,y_probe,0.6813637378530334,0.07115161515908909
UST,1 Mo,23,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,23,test,,cor,y_probe,0.057539879802441775,0.05343845946984955
UST,1 Mo,23,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,23,test,,mse,y_probe,0.4727450286632256,0.09915247593126761
UST,1 Mo,23,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,23,test,,rmse,y_probe,0.6844828588549025,0.07270010829638875
UST,1 Mo,23,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,23,train,128,cor,y_probe,0.3330251871193563,0.022944689540358276
UST,1 Mo,23,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,23,train,128,mse,y_probe,0.24195500406266293,0.012395690334364627
UST,1 Mo,23,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,23,train,128,rmse,y_probe,0.4917605596157072,0.012577562815852244
UST,1 Mo,23,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,23,train,,cor,y_probe,0.6107709592864415,0.041511169681679845
UST,1 Mo,23,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,23,train,,mse,y_probe,0.22678587771366177,0.011906436961010427
UST,1 Mo,23,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,23,train,,rmse,y_probe,0.47609037681945293,0.012441403335889977
UST,1 Mo,24,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,24,test,128,cor,y_probe,0.3176341332898803,0.04797601910758362
UST,1 Mo,24,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,24,test,128,mse,y_probe,0.4673358465951223,0.095815126113709
UST,1 Mo,24,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,24,test,128,rmse,y_probe,0.680673178959284,0.07088608855573195
UST,1 Mo,24,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,24,test,,cor,y_probe,0.11364948094603103,0.04084776440452142
UST,1 Mo,24,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,24,test,,mse,y_probe,0.4698332623246385,0.09827266823319698
UST,1 Mo,24,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,24,test,,rmse,y_probe,0.6823915358998098,0.07224138406184763
UST,1 Mo,24,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,24,train,128,cor,y_probe,0.3330352902739556,0.02440620743612401
UST,1 Mo,24,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,24,train,128,mse,y_probe,0.24211341326706198,0.012255459254381955
UST,1 Mo,24,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,24,train,128,rmse,y_probe,0.49192449168089014,0.012435219718593762
UST,1 Mo,24,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,24,train,,cor,y_probe,0.5949109875222635,0.04403741680851063
UST,1 Mo,24,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,24,train,,mse,y_probe,0.22731077685789497,0.011778187072824858
UST,1 Mo,24,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,24,train,,rmse,y_probe,0.47664427224069944,0.012299115721719775
UST,1 Mo,25,test,128,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,25,test,128,cor,y_probe,0.2658966816071532,0.10055013328494869
UST,1 Mo,25,test,128,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,25,test,128,mse,y_probe,0.46856371461633584,0.09621836501590002
UST,1 Mo,25,test,128,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,25,test,128,rmse,y_probe,0.681555107465898,0.07111917905428386
UST,1 Mo,25,test,,cor,y_bl,-0.15243749072199403,0.039869949127289035
UST,1 Mo,25,test,,cor,y_probe,0.17036765211216176,0.07631901411596177
UST,1 Mo,25,test,,mse,y_bl,0.5763607088116371,0.11703557143736852
UST,1 Mo,25,test,,mse,y_probe,0.47022177877898014,0.09787795906874754
UST,1 Mo,25,test,,rmse,y_bl,0.7559821257923026,0.07787597747531312
UST,1 Mo,25,test,,rmse,y_probe,0.6826945284280639,0.07202395116698752
UST,1 Mo,25,train,128,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,25,train,128,cor,y_probe,0.33963989062887545,0.021446714376356358
UST,1 Mo,25,train,128,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,25,train,128,mse,y_probe,0.24242227641178724,0.012300781659962751
UST,1 Mo,25,train,128,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,25,train,128,rmse,y_probe,0.49223758478401625,0.012471795068558415
UST,1 Mo,25,train,,cor,y_bl,0.3373969318568934,0.04648116502352044
UST,1 Mo,25,train,,cor,y_probe,0.6444566742536031,0.04417680298539286
UST,1 Mo,25,train,,mse,y_bl,0.219481268063411,0.01800017147199949
UST,1 Mo,25,train,,mse,y_probe,0.2255130498381047,0.01171686532799173
UST,1 Mo,25,train,,rmse,y_bl,0.4681819981036529,0.01893689240220261
UST,1 Mo,25,train,,rmse,y_probe,0.4747551658222907,0.012277131340116463
UST,1 Yr,1,test,128,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,1,test,128,cor,y_probe,0.19643397084602085,0.10859758926275194
UST,1 Yr,1,test,128,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,1,test,128,mse,y_probe,0.10753631918578628,0.025211102596919402
UST,1 Yr,1,test,128,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,1,test,128,rmse,y_probe,0.32615570676220124,0.03805873967033185
UST,1 Yr,1,test,,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,1,test,,cor,y_probe,0.19380552197898376,0.07602870859930211
UST,1 Yr,1,test,,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,1,test,,mse,y_probe,0.10777511319164967,0.02552349887635173
UST,1 Yr,1,test,,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,1,test,,rmse,y_probe,0.32648415058632796,0.03845797393866508
UST,1 Yr,1,train,128,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,1,train,128,cor,y_probe,0.35308053778411747,0.013719924004019623
UST,1 Yr,1,train,128,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,1,train,128,mse,y_probe,0.033311726987765675,0.004631937816771185
UST,1 Yr,1,train,128,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,1,train,128,rmse,y_probe,0.1821676658950062,0.012583147963201785
UST,1 Yr,1,train,,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,1,train,,cor,y_probe,0.5300977590558599,0.033601017645249524
UST,1 Yr,1,train,,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,1,train,,mse,y_probe,0.031363820865674664,0.0043516724770476245
UST,1 Yr,1,train,,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,1,train,,rmse,y_probe,0.176762942263231,0.012180060966613481
UST,1 Yr,2,test,128,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,2,test,128,cor,y_probe,0.0712006445187235,0.0556609637516607
UST,1 Yr,2,test,128,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,2,test,128,mse,y_probe,0.10784735387255003,0.02545046286268547
UST,1 Yr,2,test,128,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,2,test,128,rmse,y_probe,0.32660410915731436,0.03835866515709173
UST,1 Yr,2,test,,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,2,test,,cor,y_probe,0.10185390880501802,0.05182316700612244
UST,1 Yr,2,test,,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,2,test,,mse,y_probe,0.10924207895560363,0.02656657317105768
UST,1 Yr,2,test,,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,2,test,,rmse,y_probe,0.3286079601342686,0.03966874544270585
UST,1 Yr,2,train,128,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,2,train,128,cor,y_probe,0.3560562504228506,0.012514090155770301
UST,1 Yr,2,train,128,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,2,train,128,mse,y_probe,0.03318392924565042,0.0046165201699689615
UST,1 Yr,2,train,128,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,2,train,128,rmse,y_probe,0.18181755808921637,0.012565071434578665
UST,1 Yr,2,train,,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,2,train,,cor,y_probe,0.5463863912703523,0.03652439963726813
UST,1 Yr,2,train,,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,2,train,,mse,y_probe,0.0308929887272531,0.004218777473576732
UST,1 Yr,2,train,,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,2,train,,rmse,y_probe,0.17544149189971053,0.011899141106446074
UST,1 Yr,3,test,128,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,3,test,128,cor,y_probe,0.135841969229481,0.07017143978135926
UST,1 Yr,3,test,128,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,3,test,128,mse,y_probe,0.10704771226120506,0.024975146356608174
UST,1 Yr,3,test,128,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,3,test,128,rmse,y_probe,0.325428552812315,0.03781483299724114
UST,1 Yr,3,test,,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,3,test,,cor,y_probe,0.1038352573902572,0.08722317473092543
UST,1 Yr,3,test,,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,3,test,,mse,y_probe,0.10855807947596822,0.026070404736428836
UST,1 Yr,3,test,,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,3,test,,rmse,y_probe,0.3276197503782069,0.039105284778556966
UST,1 Yr,3,train,128,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,3,train,128,cor,y_probe,0.3441370152356464,0.0317437862015136
UST,1 Yr,3,train,128,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,3,train,128,mse,y_probe,0.03333933366379442,0.004676802432111332
UST,1 Yr,3,train,128,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,3,train,128,rmse,y_probe,0.1822370175116778,0.012698578278830025
UST,1 Yr,3,train,,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,3,train,,cor,y_probe,0.520440199208616,0.036143720652553585
UST,1 Yr,3,train,,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,3,train,,mse,y_probe,0.03143818350283541,0.004315335573510823
UST,1 Yr,3,train,,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,3,train,,rmse,y_probe,0.1769793243187454,0.01206763577278768
UST,1 Yr,4,test,128,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,4,test,128,cor,y_probe,0.06508335547663553,0.18105061803782446
UST,1 Yr,4,test,128,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,4,test,128,mse,y_probe,0.10737036353614338,0.025203771209391955
UST,1 Yr,4,test,128,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,4,test,128,rmse,y_probe,0.32589960526251394,0.03807576043037403
UST,1 Yr,4,test,,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,4,test,,cor,y_probe,0.07958449310171803,0.19580888365131927
UST,1 Yr,4,test,,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,4,test,,mse,y_probe,0.10814497901440667,0.02600855047103175
UST,1 Yr,4,test,,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,4,test,,rmse,y_probe,0.3269919223541491,0.03907143665046128
UST,1 Yr,4,train,128,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,4,train,128,cor,y_probe,0.33531069249845047,0.024622810883765094
UST,1 Yr,4,train,128,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,4,train,128,mse,y_probe,0.033449635047335155,0.0046176463832412135
UST,1 Yr,4,train,128,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,4,train,128,rmse,y_probe,0.18254926586870918,0.012520012885900595
UST,1 Yr,4,train,,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,4,train,,cor,y_probe,0.527804114612749,0.03613859644796616
UST,1 Yr,4,train,,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,4,train,,mse,y_probe,0.031477680411631556,0.0042974830644086515
UST,1 Yr,4,train,,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,4,train,,rmse,y_probe,0.1770940463824961,0.012009326974578238
UST,1 Yr,5,test,128,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,5,test,128,cor,y_probe,0.12545248670266365,0.16943926337581267
UST,1 Yr,5,test,128,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,5,test,128,mse,y_probe,0.10745689953388368,0.025526962382278903
UST,1 Yr,5,test,128,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,5,test,128,rmse,y_probe,0.3259910454639589,0.03851522119887754
UST,1 Yr,5,test,,cor,y_bl,-0.001927905768536764,0.29688836336459135
UST,1 Yr,5,test,,cor,y_probe,0.16192720410724,0.146639005957186
UST,1 Yr,5,test,,mse,y_bl,0.11896975829007654,0.018821402170187837
UST,1 Yr,5,test,,mse,y_probe,0.10836544014015317,0.026623791376043173
UST,1 Yr,5,test,,rmse,y_bl,0.34407253549449324,0.027015009912713432
UST,1 Yr,5,test,,rmse,y_probe,0.3272491662957922,0.039897106706848526
UST,1 Yr,5,train,128,cor,y_bl,0.4059826435796479,0.0503206240179838
UST,1 Yr,5,train,128,cor,y_probe,0.39553283318617066,0.014148367843611235
UST,1 Yr,5,train,128,mse,y_bl,0.028689535432679686,0.005040200906795793
UST,1 Yr,5,train,128,mse,y_probe,0.033138474248481084,0.00457715866665482
UST,1 Yr,5,train,128,rmse,y_bl,0.16886943813161645,0.014690485772765013
UST,1 Yr,5,train,128,rmse,y_probe,0.1816979196340871,0.012466968813925462
UST,1 Yr,5,train,,cor,y_bl,0.4059826435796479,0.0503206240179838
