indicator,maturity,layer,split,n_pc,variable,model,value,std
CPI,,9,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,9,test,,mse,y_probe,1.8543637938911357e-5,5.821333710190953e-6
CPI,,9,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,9,test,,rmse,y_probe,0.004266284714976733,0.0006542674048766828
CPI,,9,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,9,train,128,cor,y_probe,0.24154711287876734,0.009021600711697055
CPI,,9,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,9,train,128,mse,y_probe,1.2173047001457814e-5,3.951700654684688e-7
CPI,,9,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,9,train,128,rmse,y_probe,0.0034886249362076223,5.638102438071166e-5
CPI,,9,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,9,train,,cor,y_probe,0.6117738639851442,0.018579088453349542
CPI,,9,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,9,train,,mse,y_probe,1.128737901525769e-5,2.870407640377119e-7
CPI,,9,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,9,train,,rmse,y_probe,0.003359453512592528,4.2589787323584334e-5
CPI,,10,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,10,test,128,cor,y_probe,0.32407046693465824,0.19551228676353638
CPI,,10,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,10,test,128,mse,y_probe,1.898062517084499e-5,6.484160480238358e-6
CPI,,10,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,10,test,128,rmse,y_probe,0.004309530036467753,0.0007146467970501521
CPI,,10,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,10,test,,cor,y_probe,0.2991536876664818,0.07761007211108265
CPI,,10,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,10,test,,mse,y_probe,1.848190155683907e-5,5.768353614444145e-6
CPI,,10,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,10,test,,rmse,y_probe,0.004259555828537809,0.0006500823990163184
CPI,,10,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,10,train,128,cor,y_probe,0.27914375795547014,0.014147867564371615
CPI,,10,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,10,train,128,mse,y_probe,1.2114577633373999e-5,3.925355374661794e-7
CPI,,10,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,10,train,128,rmse,y_probe,0.003480237865957124,5.614745911659238e-5
CPI,,10,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,10,train,,cor,y_probe,0.6087872603428979,0.017339090544272902
CPI,,10,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,10,train,,mse,y_probe,1.1267866406182932e-5,2.8970012474680426e-7
CPI,,10,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,10,train,,rmse,y_probe,0.0033565437101686904,4.3022202261323124e-5
CPI,,11,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,11,test,128,cor,y_probe,0.29445428817904795,0.18352222701120077
CPI,,11,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,11,test,128,mse,y_probe,1.893355025364435e-5,6.448214161252495e-6
CPI,,11,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,11,test,128,rmse,y_probe,0.0043045163314720716,0.0007112395919577346
CPI,,11,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,11,test,,cor,y_probe,0.28911217153464464,0.04366101338750443
CPI,,11,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,11,test,,mse,y_probe,1.8581070980109482e-5,5.933533036363475e-6
CPI,,11,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,11,test,,rmse,y_probe,0.004269187233067668,0.0006662500929845169
CPI,,11,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,11,train,128,cor,y_probe,0.2783753138835362,0.01361557895783136
CPI,,11,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,11,train,128,mse,y_probe,1.2108967796773802e-5,3.923550179061895e-7
CPI,,11,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,11,train,128,rmse,y_probe,0.0034794319989783634,5.613333745681538e-5
CPI,,11,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,11,train,,cor,y_probe,0.6318265142402526,0.01745038022955714
CPI,,11,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,11,train,,mse,y_probe,1.1201205811155541e-5,2.8824550921293796e-7
CPI,,11,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,11,train,,rmse,y_probe,0.0033466000488835135,4.2923244990453294e-5
CPI,,12,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,12,test,128,cor,y_probe,0.2855491492167256,0.1783733841399806
CPI,,12,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,12,test,128,mse,y_probe,1.9009112966364264e-5,6.445152132214497e-6
CPI,,12,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,12,test,128,rmse,y_probe,0.004313420065164804,0.0007102115070508197
CPI,,12,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,12,test,,cor,y_probe,0.28609040047795703,0.07046283253599019
CPI,,12,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,12,test,,mse,y_probe,1.855336794600764e-5,5.906953303438051e-6
CPI,,12,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,12,test,,rmse,y_probe,0.004266226113348788,0.0006639678981213386
CPI,,12,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,12,train,128,cor,y_probe,0.2978678537981392,0.010667899463230017
CPI,,12,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,12,train,128,mse,y_probe,1.2085415797185455e-5,3.8606474272711675e-7
CPI,,12,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,12,train,128,rmse,y_probe,0.003476056729901878,5.528796986366226e-5
CPI,,12,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,12,train,,cor,y_probe,0.6257660111684376,0.01326428226174519
CPI,,12,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,12,train,,mse,y_probe,1.120626074486447e-5,2.9319363472805954e-7
CPI,,12,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,12,train,,rmse,y_probe,0.0033473476373134144,4.365403527698631e-5
CPI,,13,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,13,test,128,cor,y_probe,0.17596452778894306,0.15642579907772886
CPI,,13,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,13,test,128,mse,y_probe,1.892783547965389e-5,6.36974641224869e-6
CPI,,13,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,13,test,128,rmse,y_probe,0.004304770287876849,0.0007042622454265157
CPI,,13,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,13,test,,cor,y_probe,0.326240157644891,0.12330278364721513
CPI,,13,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,13,test,,mse,y_probe,1.865390726854156e-5,5.879775321879465e-6
CPI,,13,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,13,test,,rmse,y_probe,0.004278529099759771,0.000659636273875992
CPI,,13,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,13,train,128,cor,y_probe,0.30657552710792696,0.005631064890838615
CPI,,13,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,13,train,128,mse,y_probe,1.2063631890417889e-5,3.8039273460622497e-7
CPI,,13,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,13,train,128,rmse,y_probe,0.0034729315578010756,5.452390814225623e-5
CPI,,13,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,13,train,,cor,y_probe,0.6234780382724223,0.010151427569072044
CPI,,13,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,13,train,,mse,y_probe,1.1178302421985922e-5,2.8268846301745087e-7
CPI,,13,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,13,train,,rmse,y_probe,0.003343184341075737,4.214385441426845e-5
CPI,,14,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,14,test,128,cor,y_probe,0.3739589123773134,0.140504938811341
CPI,,14,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,14,test,128,mse,y_probe,1.8745274494999563e-5,6.289924302228015e-6
CPI,,14,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,14,test,128,rmse,y_probe,0.004284195430191547,0.0006990565167830009
CPI,,14,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,14,test,,cor,y_probe,0.4044655114279715,0.0753268156964503
CPI,,14,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,14,test,,mse,y_probe,1.856697697377795e-5,5.906326159048087e-6
CPI,,14,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,14,test,,rmse,y_probe,0.004267741876428843,0.0006646016193494925
CPI,,14,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,14,train,128,cor,y_probe,0.3210361137279248,0.01451024281915182
CPI,,14,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,14,train,128,mse,y_probe,1.2032548256800628e-5,3.893208480151905e-7
CPI,,14,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,14,train,128,rmse,y_probe,0.003468436197407703,5.5886059449375056e-5
CPI,,14,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,14,train,,cor,y_probe,0.6267683407390805,0.009778460312196795
CPI,,14,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,14,train,,mse,y_probe,1.1070312369825202e-5,2.705479977970048e-7
CPI,,14,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,14,train,,rmse,y_probe,0.0033270102815241205,4.0542515616299134e-5
CPI,,15,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,15,test,128,cor,y_probe,0.44740395250964193,0.13835182161050907
CPI,,15,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,15,test,128,mse,y_probe,1.8779805992874368e-5,6.357652682044654e-6
CPI,,15,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,15,test,128,rmse,y_probe,0.0042874810644565374,0.0007047269992708244
CPI,,15,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,15,test,,cor,y_probe,0.3129079340352597,0.1837481060207073
CPI,,15,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,15,test,,mse,y_probe,1.8785992915581847e-5,5.923974163893891e-6
CPI,,15,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,15,test,,rmse,y_probe,0.004293514953728453,0.0006630632112514005
CPI,,15,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,15,train,128,cor,y_probe,0.34977718624097864,0.023383581890562492
CPI,,15,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,15,train,128,mse,y_probe,1.1990083396498888e-5,3.9173284174938356e-7
CPI,,15,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,15,train,128,rmse,y_probe,0.0034623032499131227,5.634272512844278e-5
CPI,,15,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,15,train,,cor,y_probe,0.6180862306906539,0.009202265707985392
CPI,,15,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,15,train,,mse,y_probe,1.1058378521722692e-5,2.736908354769001e-7
CPI,,15,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,15,train,,rmse,y_probe,0.003325211555495676,4.102793135052517e-5
CPI,,16,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,16,test,128,cor,y_probe,0.4394633912813837,0.10886774037938471
CPI,,16,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,16,test,128,mse,y_probe,1.8776701771745205e-5,6.352435051036818e-6
CPI,,16,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,16,test,128,rmse,y_probe,0.004287094183417689,0.0007049159828052424
CPI,,16,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,16,test,,cor,y_probe,0.27560652658984874,0.11963219082263064
CPI,,16,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,16,test,,mse,y_probe,1.8582290562183986e-5,5.893767461456139e-6
CPI,,16,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,16,test,,rmse,y_probe,0.004269846331134778,0.0006621016450278393
CPI,,16,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,16,train,128,cor,y_probe,0.36837311692919145,0.013937696270881999
CPI,,16,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,16,train,128,mse,y_probe,1.1948921427260343e-5,3.8028619413902604e-7
CPI,,16,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,16,train,128,rmse,y_probe,0.003456373927240187,5.47802696528538e-5
CPI,,16,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,16,train,,cor,y_probe,0.6674510412436981,0.014466912415270861
CPI,,16,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,16,train,,mse,y_probe,1.0926907092112242e-5,2.6313518048473567e-7
CPI,,16,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,16,train,,rmse,y_probe,0.003305396601012073,3.969260211425516e-5
CPI,,17,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,17,test,128,cor,y_probe,0.47759095975154403,0.1267574086094115
CPI,,17,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,17,test,128,mse,y_probe,1.8692029836668655e-5,6.3249628718558e-6
CPI,,17,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,17,test,128,rmse,y_probe,0.004277478594626077,0.0007028573016483958
CPI,,17,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,17,test,,cor,y_probe,0.4301167886483139,0.19243524845459864
CPI,,17,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,17,test,,mse,y_probe,1.830923566146751e-5,5.85521463429966e-6
CPI,,17,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,17,test,,rmse,y_probe,0.004237596691074088,0.0006633343286622524
CPI,,17,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,17,train,128,cor,y_probe,0.3924891617665175,0.02103628992204142
CPI,,17,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,17,train,128,mse,y_probe,1.1920151590889805e-5,3.759565025854531e-7
CPI,,17,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,17,train,128,rmse,y_probe,0.003452216399231614,5.423932805305469e-5
CPI,,17,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,17,train,,cor,y_probe,0.6716418604059986,0.005812748388980227
CPI,,17,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,17,train,,mse,y_probe,1.088136321147906e-5,2.636536678687329e-7
CPI,,17,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,17,train,,rmse,y_probe,0.003298498443274451,3.9862751960406545e-5
CPI,,18,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,18,test,128,cor,y_probe,0.4130150237146909,0.14503408773753598
CPI,,18,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,18,test,128,mse,y_probe,1.857280389717664e-5,6.245823924436269e-6
CPI,,18,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,18,test,128,rmse,y_probe,0.0042643533026234465,0.0006965044935077115
CPI,,18,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,18,test,,cor,y_probe,0.347799340226855,0.20200359583530356
CPI,,18,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,18,test,,mse,y_probe,1.8377425741136807e-5,5.810921453272612e-6
CPI,,18,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,18,test,,rmse,y_probe,0.004246479825201648,0.0006565390651859457
CPI,,18,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,18,train,128,cor,y_probe,0.40923337259042436,0.011769668674159522
CPI,,18,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,18,train,128,mse,y_probe,1.1893099369201306e-5,3.602953593947066e-7
CPI,,18,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,18,train,128,rmse,y_probe,0.0034483232381553605,5.2036218144612984e-5
CPI,,18,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,18,train,,cor,y_probe,0.6899675762098493,0.008590780984524319
CPI,,18,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,18,train,,mse,y_probe,1.0853113800199239e-5,2.513136013572819e-7
CPI,,18,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,18,train,,rmse,y_probe,0.0032942307065429903,3.8043597827212954e-5
CPI,,19,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,19,test,128,cor,y_probe,0.3361399976221372,0.23061014092485946
CPI,,19,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,19,test,128,mse,y_probe,1.82986029940368e-5,6.24171143465101e-6
CPI,,19,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,19,test,128,rmse,y_probe,0.004231630609626115,0.000699915510715506
CPI,,19,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,19,test,,cor,y_probe,0.4511397915354413,0.13194663004092344
CPI,,19,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,19,test,,mse,y_probe,1.811512325417753e-5,5.8174177810105096e-6
CPI,,19,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,19,test,,rmse,y_probe,0.004214972475749026,0.0006606155111481738
CPI,,19,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,19,train,128,cor,y_probe,0.3925867222400277,0.011460527222132658
CPI,,19,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,19,train,128,mse,y_probe,1.1905633172946371e-5,3.7634071690420227e-7
CPI,,19,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,19,train,128,rmse,y_probe,0.0034501117220095607,5.434011638048913e-5
CPI,,19,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,19,train,,cor,y_probe,0.694150998973304,0.012572264176055978
CPI,,19,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,19,train,,mse,y_probe,1.0847804017737023e-5,2.5907606546949753e-7
CPI,,19,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,19,train,,rmse,y_probe,0.0032934135160836335,3.9233751647378536e-5
CPI,,20,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,20,test,128,cor,y_probe,0.3314031587137277,0.28329147393585935
CPI,,20,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,20,test,128,mse,y_probe,1.8357700977804875e-5,6.292369318643398e-6
CPI,,20,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,20,test,128,rmse,y_probe,0.0042380281066401685,0.0007042893094574351
CPI,,20,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,20,test,,cor,y_probe,0.4067977697727482,0.15450423053998105
CPI,,20,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,20,test,,mse,y_probe,1.7984887264318978e-5,5.733010630985511e-6
CPI,,20,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,20,test,,rmse,y_probe,0.004200462217222999,0.0006528824798547396
CPI,,20,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,20,train,128,cor,y_probe,0.3836658454052685,0.017399208961469997
CPI,,20,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,20,train,128,mse,y_probe,1.1922916335401612e-5,3.843763739031892e-7
CPI,,20,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,20,train,128,rmse,y_probe,0.003452601384776534,5.5452831766860794e-5
CPI,,20,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,20,train,,cor,y_probe,0.6760721077834929,0.011290531166711009
CPI,,20,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,20,train,,mse,y_probe,1.0907136959724871e-5,2.642565887805497e-7
CPI,,20,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,20,train,,rmse,y_probe,0.003302402469634421,3.992004943239841e-5
CPI,,21,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,21,test,128,cor,y_probe,0.32763608037053243,0.2940388829238094
CPI,,21,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,21,test,128,mse,y_probe,1.8359482949941386e-5,6.301155565928176e-6
CPI,,21,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,21,test,128,rmse,y_probe,0.004238134283303924,0.0007050715802538372
CPI,,21,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,21,test,,cor,y_probe,0.2983910480850146,0.1852542865964575
CPI,,21,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,21,test,,mse,y_probe,1.8152177748889007e-5,5.841231150694571e-6
CPI,,21,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,21,test,,rmse,y_probe,0.00421924606990346,0.0006615704332242498
CPI,,21,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,21,train,128,cor,y_probe,0.3824414348263308,0.01914265170340668
CPI,,21,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,21,train,128,mse,y_probe,1.1923176710016829e-5,3.8303132908502153e-7
CPI,,21,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,21,train,128,rmse,y_probe,0.0034526416018752703,5.5257115118705255e-5
CPI,,21,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,21,train,,cor,y_probe,0.6664661314668342,0.013280201258586005
CPI,,21,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,21,train,,mse,y_probe,1.093714126439234e-5,2.633889886548619e-7
CPI,,21,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,21,train,,rmse,y_probe,0.003306944014711169,3.9726375972341875e-5
CPI,,22,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,22,test,128,cor,y_probe,0.3978368317547726,0.24504707319190625
CPI,,22,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,22,test,128,mse,y_probe,1.8436895285799642e-5,6.342090677120573e-6
CPI,,22,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,22,test,128,rmse,y_probe,0.004246838712005897,0.0007082162805313535
CPI,,22,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,22,test,,cor,y_probe,0.33065395461277247,0.1878181981230463
CPI,,22,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,22,test,,mse,y_probe,1.8166878175730548e-5,5.902731467829163e-6
CPI,,22,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,22,test,,rmse,y_probe,0.00422017107863265,0.0006680514976435977
CPI,,22,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,22,train,128,cor,y_probe,0.3939052269507815,0.020690145441073136
CPI,,22,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,22,train,128,mse,y_probe,1.1890229718245551e-5,3.796985893380297e-7
CPI,,22,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,22,train,128,rmse,y_probe,0.003447872142543458,5.48567101448485e-5
CPI,,22,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,22,train,,cor,y_probe,0.6657771391061332,0.008856992427438358
CPI,,22,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,22,train,,mse,y_probe,1.0868231919315443e-5,2.6512118727948715e-7
CPI,,22,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,22,train,,rmse,y_probe,0.0032965049251698535,4.011230556734561e-5
CPI,,23,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,23,test,128,cor,y_probe,0.4220794322817235,0.23591143352551666
CPI,,23,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,23,test,128,mse,y_probe,1.837931933597798e-5,6.324878663701841e-6
CPI,,23,test,128,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,23,test,128,rmse,y_probe,0.004240171933471823,0.0007073377115775438
CPI,,23,test,,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,23,test,,cor,y_probe,0.31243153547769104,0.2490006728304782
CPI,,23,test,,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,23,test,,mse,y_probe,1.8006066107923026e-5,5.862824675941454e-6
CPI,,23,test,,rmse,y_bl,0.0044876511323553156,0.0008284778720971319
CPI,,23,test,,rmse,y_probe,0.004201349823237895,0.0006658882889625161
CPI,,23,train,128,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,23,train,128,cor,y_probe,0.3927773771209994,0.0214667019828729
CPI,,23,train,128,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,23,train,128,mse,y_probe,1.1899016401106348e-5,3.7994231143810335e-7
CPI,,23,train,128,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,23,train,128,rmse,y_probe,0.003449145886126965,5.487551047348983e-5
CPI,,23,train,,cor,y_bl,0.37985290255940474,0.012636327843945406
CPI,,23,train,,cor,y_probe,0.6593263183383264,0.010902765230392185
CPI,,23,train,,mse,y_bl,1.0613969347727288e-5,4.6411247446704393e-7
CPI,,23,train,,mse,y_probe,1.0948058776265719e-5,2.742480394418999e-7
CPI,,23,train,,rmse,y_bl,0.003257291211950479,7.091639688277462e-5
CPI,,23,train,,rmse,y_probe,0.003308578513734441,4.133694958087717e-5
CPI,,24,test,128,cor,y_bl,0.18078436900247988,0.051074342770635044
CPI,,24,test,128,cor,y_probe,0.4419050190883014,0.22912077035067102
CPI,,24,test,128,mse,y_bl,2.0688113153373616e-5,7.82274679127909e-6
CPI,,24,test,128,mse,y_probe,1.8311345064995527e-5,6.363118188711427e-6
